"version","match_id","leagueid","start_date_time","duration","cluster","replay_salt","radiant_win","pre_game_duration","match_seq_num","tower_status_radiant","tower_status_dire","barracks_status_radiant","barracks_status_dire","first_blood_time","lobby_type","human_players","game_mode","flags","engine","radiant_score","dire_score","radiant_team_id","radiant_logo","radiant_team_complete","dire_team_id","dire_logo","dire_team_complete","radiant_captain","dire_captain","patch","region","throw","loss","comeback","stomp","replay_url","series_id","series_type"
21.0,7882607645,16059,"2024-08-05 15:29:18",1832,274,1441779745.0,False,90,6632921936,"'0000001000000110'","'0000011111110110'","'00000011'","'00111111'",141,1,10,2,5,1,27,44,8629324.0,2.518145430787228e+18,1.0,9425656.0,2.497885570409092e+18,1.0,76082922.0,1621497616.0,56,3.0,"","",5322.0,12778.0,"http://replay274.valve.net/570/7882607645_1441779745.dem.bz2",895982.0,1.0
21.0,7882609131,15901,"2024-08-05 15:31:11",2752,274,589135151.0,False,90,6632957827,"'0000000000000000'","'0000011100100100'","'00000000'","'00111111'",0,1,10,2,5,1,40,46,9395679.0,2.499008933815848e+18,0.0,5635538.0,1.8808423250219456e+18,0.0,131774502.0,1707731674.0,56,3.0,"","",1898.0,13257.0,"http://replay274.valve.net/570/7882609131_589135151.dem.bz2",895983.0,1.0
21.0,7882671468,16059,"2024-08-05 16:11:12",1682,274,1695039349.0,False,90,6632973619,"'0000000000100111'","'0000011111110100'","'00001111'","'00111111'",67,1,10,2,5,1,20,44,9425656.0,2.497885570409092e+18,1.0,8629324.0,2.518145430787228e+18,1.0,397206052.0,1194935883.0,56,3.0,"","",3428.0,15085.0,"http://replay274.valve.net/570/7882671468_1695039349.dem.bz2",895982.0,1.0
21.0,7882674394,15898,"2024-08-05 16:10:57",2218,273,1187196444.0,True,90,6632995449,"'0000011110110110'","'0000011000000100'","'00111111'","'00000011'",0,1,10,2,5,1,26,5,9366989.0,2.503520317052255e+18,0.0,9403748.0,2.4674932497171625e+18,0.0,117514269.0,349569834.0,56,3.0,-648.0,17824.0,"","","http://replay273.valve.net/570/7882674394_1187196444.dem.bz2",895979.0,1.0
21.0,7882716953,15901,"2024-08-05 16:38:26",1812,272,952075261.0,True,90,6633022925,"'0000011100110111'","'0000011000000100'","'00111111'","'00100011'",33,1,10,2,5,1,35,14,9088071.0,1.8808423250219456e+18,0.0,9492941.0,2.4753751829850527e+18,0.0,1073591245.0,131774502.0,56,3.0,-225.0,26335.0,"","","http://replay272.valve.net/570/7882716953_952075261.dem.bz2",895988.0,1.0
21.0,7882730568,16059,"2024-08-05 16:49:17",1169,273,1760083025.0,True,90,6633012819,"'0000011100110111'","'0000011111100110'","'00111111'","'00111111'",120,1,10,2,5,1,23,17,8629324.0,2.518145430787228e+18,1.0,9425656.0,2.497885570409092e+18,1.0,1194935883.0,397206052.0,56,3.0,1570.0,2971.0,"","","http://replay273.valve.net/570/7882730568_1760083025.dem.bz2",895982.0,1.0
21.0,7882765319,15898,"2024-08-05 17:16:01",2327,272,1899299658.0,True,90,6633077550,"'0000011110110111'","'0000000000000000'","'00111111'","'00000000'",9,1,10,2,5,1,18,5,9366989.0,2.503520317052255e+18,0.0,9403748.0,2.4674932497171625e+18,0.0,117514269.0,349569834.0,56,3.0,0.0,32058.0,"","","http://replay272.valve.net/570/7882765319_1899299658.dem.bz2",895979.0,1.0
21.0,7882770391,16981,"2024-08-05 17:16:38",1958,251,1705865410.0,True,90,6633068508,"'0000011110110110'","'0000011000000110'","'00111111'","'00001011'",101,1,10,2,5,1,28,11,8702318.0,2.411186841870152e+18,0.0,9081369.0,2.0328584692961444e+18,0.0,148480336.0,101779337.0,56,15.0,1699.0,13698.0,"","","http://replay251.valve.net/570/7882770391_1705865410.dem.bz2",895996.0,1.0
21.0,7882851409,16981,"2024-08-05 18:10:19",1569,251,423819733.0,True,90,6633128056,"'0000011110110110'","'0000011000100100'","'00111111'","'00001111'",0,1,10,2,5,1,24,10,9081369.0,2.0328584692961444e+18,0.0,8702318.0,2.411186841870152e+18,0.0,101779337.0,148480336.0,56,15.0,1212.0,12569.0,"","","http://replay251.valve.net/570/7882851409_423819733.dem.bz2",895996.0,1.0
21.0,7882883083,15901,"2024-08-05 18:33:03",2065,273,1765701204.0,True,90,6633171278,"'0000011110110110'","'0000011000000110'","'00111111'","'00000011'",179,1,10,2,5,1,37,19,9360936.0,2.452843872111858e+18,0.0,9476714.0,2.5068980189261005e+18,0.0,1707472173.0,1691312598.0,56,3.0,3397.0,12885.0,"","","http://replay273.valve.net/570/7882883083_1765701204.dem.bz2",896006.0,1.0
21.0,7882922474,16981,"2024-08-05 19:01:04",3047,381,591196934.0,False,90,6633216580,"'0000000100000000'","'0000011100100100'","'00110011'","'00111111'",249,1,10,2,5,1,38,40,8702318.0,2.411186841870152e+18,0.0,9081369.0,2.0328584692961444e+18,0.0,148480336.0,101779337.0,56,"","","",6183.0,8200.0,"http://replay381.valve.net/570/7882922474_591196934.dem.bz2",895996.0,1.0
21.0,7882929046,16635,"2024-08-05 19:07:06",1830,274,1219956910.0,True,90,6633191139,"'0000011100110111'","'0000011110000000'","'00111111'","'00111100'",246,1,10,2,5,1,23,13,8936613.0,1.990057787343993e+18,0.0,8849833.0,2.047503411652997e+18,1.0,153638376.0,402870848.0,56,3.0,541.0,8061.0,"","","http://replay274.valve.net/570/7882929046_1219956910.dem.bz2",896016.0,1.0
21.0,7882967479,15901,"2024-08-05 19:32:55",2111,273,784816786.0,False,90,6633228199,"'0000011000000110'","'0000011110110110'","'00000011'","'00111111'",0,1,10,2,5,1,30,41,9467580.0,2.5294160168355963e+18,0.0,9492830.0,2.50014498093361e+18,0.0,1695617010.0,1739519173.0,56,3.0,"","",2705.0,20293.0,"http://replay273.valve.net/570/7882967479_784816786.dem.bz2",896024.0,1.0
21.0,7882989915,16635,"2024-08-05 19:50:37",1932,273,310504992.0,False,90,6633239313,"'0000011000100111'","'0000011110100100'","'00011111'","'00111111'",141,1,10,2,5,1,18,40,8849833.0,2.047503411652997e+18,1.0,8936613.0,1.990057787343993e+18,0.0,402870848.0,153638376.0,56,3.0,"","",2724.0,6119.0,"http://replay273.valve.net/570/7882989915_310504992.dem.bz2",896016.0,1.0
21.0,7883017441,15899,"2024-08-05 20:13:28",1767,121,1149843161.0,True,90,6633266260,"'0000011110110111'","'0000011000000000'","'00111111'","'00110000'",242,1,10,2,5,1,26,12,8406842.0,2.0013174206164856e+18,0.0,9081369.0,2.0328584692961444e+18,0.0,84429681.0,101779337.0,56,2.0,314.0,15037.0,"","","http://replay121.valve.net/570/7883017441_1149843161.dem.bz2",896033.0,1.0
21.0,7883030103,16981,"2024-08-05 20:21:14",1803,122,2001940353.0,False,90,6633283847,"'0000001000100100'","'0000011110111110'","'00001111'","'00111111'",75,1,10,2,5,1,13,32,9487815.0,2.485508282119091e+18,0.0,8133215.0,1.546381162228945e+18,0.0,329076390.0,396792504.0,56,2.0,"","",0.0,29024.0,"http://replay122.valve.net/570/7883030103_2001940353.dem.bz2",896035.0,1.0
21.0,7883047856,16635,"2024-08-05 20:35:50",1937,274,524943451.0,False,90,6633288302,"'0000000000110111'","'0000011111110100'","'00001111'","'00111111'",441,1,10,2,5,1,28,41,8849837.0,1.839182035511444e+18,1.0,8849990.0,2.412313289525493e+18,0.0,342667282.0,69799134.0,56,3.0,"","",2965.0,17614.0,"http://replay274.valve.net/570/7883047856_524943451.dem.bz2",896036.0,1.0
21.0,7883085228,15899,"2024-08-05 21:08:28",2241,121,1430645596.0,False,90,6633325472,"'0000000000000000'","'0000011110110110'","'00000000'","'00111111'",226,1,10,2,5,1,20,34,9081369.0,2.0328584692961444e+18,0.0,8406842.0,2.0013174206164856e+18,0.0,101779337.0,84429681.0,56,2.0,"","",1489.0,23348.0,"http://replay121.valve.net/570/7883085228_1430645596.dem.bz2",896033.0,1.0
21.0,7883097677,16635,"2024-08-05 21:21:18",2370,272,231470358.0,False,90,6633334145,"'0000000000000100'","'0000011110110100'","'00000011'","'00111111'",291,1,10,2,1,1,37,36,8849990.0,2.412313289525493e+18,0.0,8849837.0,1.839182035511444e+18,1.0,69799134.0,342667282.0,56,3.0,"","",4881.0,7294.0,"http://replay272.valve.net/570/7883097677_231470358.dem.bz2",896036.0,1.0
21.0,7883112070,16981,"2024-08-05 21:34:46",2381,121,653657433.0,False,90,6633349788,"'0000001000000000'","'0000011110110110'","'00000000'","'00111111'",241,1,10,2,5,1,17,34,8133215.0,1.546381162228945e+18,0.0,9487815.0,2.485508282119091e+18,0.0,396792504.0,329076390.0,56,2.0,"","",4452.0,28925.0,"http://replay121.valve.net/570/7883112070_653657433.dem.bz2",896035.0,1.0
21.0,7883147384,16635,"2024-08-05 22:14:56",2015,274,1505121805.0,True,90,6633369337,"'0000011100110110'","'0000001000000110'","'00111111'","'00000011'",58,1,10,2,5,1,41,32,8849837.0,1.839182035511444e+18,1.0,8849990.0,2.412313289525493e+18,0.0,332180099.0,244664524.0,56,3.0,7111.0,5608.0,"","","http://replay274.valve.net/570/7883147384_1505121805.dem.bz2",896036.0,1.0
21.0,7883171819,16981,"2024-08-05 22:47:27",1530,121,1400727172.0,True,90,6633387916,"'0000011100110110'","'0000000100100000'","'00111111'","'00111100'",0,1,10,2,1,1,33,18,7626304.0,2.077888936797749e+18,0.0,9487815.0,2.485508282119091e+18,0.0,396792504.0,142147636.0,56,2.0,1877.0,20453.0,"","","http://replay121.valve.net/570/7883171819_1400727172.dem.bz2",896053.0,1.0
21.0,7883185567,16635,"2024-08-05 23:04:50",1747,274,219559139.0,False,90,6633397395,"'0000000110000000'","'0000011110100110'","'00110000'","'00111111'",55,1,10,2,1,1,16,18,8849850.0,2.504646219095012e+18,1.0,8970060.0,2.446097424529632e+18,1.0,338946567.0,95501968.0,56,3.0,"","",6850.0,14277.0,"http://replay274.valve.net/570/7883185567_219559139.dem.bz2",896055.0,1.0
21.0,7883187945,15899,"2024-08-05 23:09:23",3315,251,1011424480.0,False,90,6633420708,"'0000000000000000'","'0000011100000000'","'00000000'","'00110011'",6,1,10,2,1,1,26,43,8129965.0,2.470872217334918e+18,0.0,8702318.0,2.411186841870152e+18,0.0,185001854.0,148480336.0,56,15.0,"","",700.0,21518.0,"http://replay251.valve.net/570/7883187945_1011424480.dem.bz2",896057.0,1.0
21.0,7883217700,16635,"2024-08-05 23:49:07",2731,271,686249092.0,False,90,6633428416,"'0000001000000100'","'0000011110110000'","'00000011'","'00111100'",310,1,10,2,5,1,37,49,8970060.0,2.446097424529632e+18,1.0,8849850.0,2.504646219095012e+18,1.0,200669009.0,192275954.0,56,3.0,"","",9937.0,14943.0,"http://replay271.valve.net/570/7883217700_686249092.dem.bz2",896055.0,1.0
21.0,7883249194,15899,"2024-08-06 00:40:22",1838,381,434671762.0,False,90,6633452705,"'0000011000000000'","'0000011110110110'","'00000010'","'00111111'",113,1,10,2,5,1,15,33,8702318.0,2.411186841870152e+18,0.0,8129965.0,2.470872217334918e+18,0.0,148480336.0,185001854.0,56,"","","",1993.0,21910.0,"http://replay381.valve.net/570/7883249194_434671762.dem.bz2",896057.0,1.0
21.0,7883252109,16635,"2024-08-06 00:46:21",1805,272,1804973397.0,False,90,6633448911,"'0000011000000100'","'0000011110110111'","'00000011'","'00111111'",53,1,10,2,5,1,18,36,8849850.0,2.504646219095012e+18,1.0,8970060.0,2.446097424529632e+18,1.0,192275954.0,200669009.0,56,3.0,"","",417.0,23163.0,"http://replay272.valve.net/570/7883252109_1804973397.dem.bz2",896055.0,1.0
21.0,7883278742,16635,"2024-08-06 01:30:17",2225,274,1063672786.0,False,90,6633473838,"'0000011000000000'","'0000011110110100'","'00001000'","'00111111'",92,1,10,2,5,1,40,48,8957156.0,2.4314535822723364e+18,0.0,9048057.0,2.041868205277029e+18,1.0,1674673556.0,164322994.0,56,3.0,"","",2060.0,18734.0,"http://replay274.valve.net/570/7883278742_1063672786.dem.bz2",896073.0,1.0
21.0,7883283149,15899,"2024-08-06 01:42:04",2428,381,1795385300.0,False,90,6633487347,"'0000011000000000'","'0000011110110110'","'00000000'","'00111111'",46,1,10,2,5,1,20,30,8702318.0,2.411186841870152e+18,0.0,8129965.0,2.470872217334918e+18,0.0,148480336.0,185001854.0,56,"","","",4581.0,22276.0,"http://replay381.valve.net/570/7883283149_1795385300.dem.bz2",896057.0,1.0
21.0,7883307857,16635,"2024-08-06 02:16:19",1337,274,461768753.0,True,90,6633490004,"'0000011100111110'","'0000000111000100'","'00111111'","'00110011'",112,1,10,2,5,1,33,26,9048057.0,2.041868205277029e+18,1.0,8957156.0,2.4314535822723364e+18,0.0,164322994.0,1674673556.0,56,3.0,5487.0,6987.0,"","","http://replay274.valve.net/570/7883307857_461768753.dem.bz2",896073.0,1.0
21.0,7883379510,16059,"2024-08-06 04:05:33",2094,274,2129156828.0,True,90,6633560662,"'0000011100110111'","'0000000111000100'","'00111111'","'00110011'",281,1,10,2,1,1,22,26,9426115.0,2.471989872563605e+18,1.0,8629318.0,2.50801811205341e+18,1.0,183270733.0,56981677.0,56,3.0,2560.0,6071.0,"","","http://replay274.valve.net/570/7883379510_2129156828.dem.bz2",896085.0,1.0
21.0,7883380026,16312,"2024-08-06 04:05:00",1952,272,1919041867.0,True,90,6633559609,"'0000011100110110'","'0000011110000000'","'00111111'","'00110000'",325,1,10,2,5,1,21,21,9330485.0,2.2794526495078828e+18,1.0,8961813.0,5.097543432692536e+18,1.0,1651252190.0,1525150785.0,56,3.0,2918.0,10901.0,"","","http://replay272.valve.net/570/7883380026_1919041867.dem.bz2",896086.0,1.0
21.0,7883413945,16312,"2024-08-06 04:54:56",1692,273,2059183021.0,False,90,6633583729,"'0000011100000110'","'0000011111110110'","'00110011'","'00111111'",46,1,10,2,5,1,14,25,8961813.0,5.097543432692536e+18,1.0,9330485.0,2.2794526495078828e+18,1.0,1525150785.0,1651174780.0,56,3.0,"","",336.0,18759.0,"http://replay273.valve.net/570/7883413945_2059183021.dem.bz2",896086.0,1.0
21.0,7883415223,16059,"2024-08-06 04:57:52",1978,274,1921561475.0,True,90,6633585130,"'0000011100110110'","'0000001000000100'","'00111111'","'00001111'",106,1,10,2,5,1,42,21,8629318.0,2.50801811205341e+18,1.0,9426115.0,2.471989872563605e+18,1.0,56981677.0,183270733.0,56,3.0,2577.0,17296.0,"","","http://replay274.valve.net/570/7883415223_1921561475.dem.bz2",896085.0,1.0
21.0,7883444844,16312,"2024-08-06 05:39:20",1853,273,1057939855.0,True,90,6633609642,"'0000011100110100'","'0000000000000000'","'00111111'","'00000000'",240,1,10,2,1,1,37,33,8936507.0,2.30984824169104e+18,0.0,9332046.0,2.443836672845546e+18,1.0,1300455837.0,1669907942.0,56,3.0,8578.0,12198.0,"","","http://replay273.valve.net/570/7883444844_1057939855.dem.bz2",896092.0,1.0
21.0,7883445182,16059,"2024-08-06 05:41:05",1716,274,967364056.0,True,90,6633607460,"'0000011000110110'","'0000000110000100'","'00111111'","'00110011'",140,1,10,2,5,1,30,31,9426115.0,2.471989872563605e+18,1.0,8629318.0,2.50801811205341e+18,1.0,1068676453.0,1247011173.0,56,3.0,7130.0,11188.0,"","","http://replay274.valve.net/570/7883445182_967364056.dem.bz2",896085.0,1.0
21.0,7883477308,16059,"2024-08-06 06:24:19",1780,273,927025169.0,False,90,6633633720,"'0000000100000110'","'0000011111100100'","'00110011'","'00111111'",101,1,10,2,1,1,45,38,8629315.0,1.9866814447137065e+18,1.0,8629005.0,1.9720440230379745e+18,1.0,1232094007.0,1200963940.0,56,3.0,"","",8428.0,5099.0,"http://replay273.valve.net/570/7883477308_927025169.dem.bz2",896093.0,1.0
21.0,7883477918,16312,"2024-08-06 06:25:08",1500,272,1053116167.0,False,90,6633632869,"'0000001000000110'","'0000011110110110'","'00000011'","'00111111'",338,1,10,2,5,1,13,39,9332046.0,2.443836672845546e+18,1.0,8936507.0,2.30984824169104e+18,0.0,1669907942.0,1300455837.0,56,3.0,"","",4905.0,19982.0,"http://replay272.valve.net/570/7883477918_1053116167.dem.bz2",896092.0,1.0
21.0,7883491623,15901,"2024-08-06 06:44:14",2554,183,1401064204.0,True,90,6633655089,"'0000011110110100'","'0000011100000000'","'00111111'","'00110000'",0,1,10,2,5,1,41,23,9455895.0,2.5057708577299625e+18,0.0,9486936.0,2.467493249703264e+18,0.0,1674266188.0,316461744.0,56,8.0,966.0,19184.0,"","","http://replay183.valve.net/570/7883491623_1401064204.dem.bz2",896095.0,1.0
21.0,7883510085,16059,"2024-08-06 07:09:34",1469,273,179725091.0,True,90,6633661522,"'0000011111110110'","'0000011110000110'","'00111111'","'00111111'",3,1,10,2,5,1,28,21,8629005.0,1.9720440230379745e+18,1.0,8629315.0,1.9866814447137065e+18,1.0,928499811.0,202984325.0,56,3.0,3238.0,2584.0,"","","http://replay273.valve.net/570/7883510085_179725091.dem.bz2",896093.0,1.0
21.0,7883510655,16312,"2024-08-06 07:07:52",1927,274,754721703.0,True,90,6633663255,"'0000011100100111'","'0000011110000100'","'00111111'","'00110011'",0,1,10,2,5,1,36,26,9332069.0,2.5080117917001994e+18,1.0,9330493.0,2.4990045932854687e+18,1.0,1669449384.0,1649821650.0,56,3.0,1061.0,15249.0,"","","http://replay274.valve.net/570/7883510655_754721703.dem.bz2",896097.0,1.0
21.0,7883546448,16059,"2024-08-06 07:50:55",1853,272,108230680.0,False,90,6633691458,"'0000000110000111'","'0000011100100110'","'00110011'","'00111111'",43,1,10,2,1,1,32,40,8629317.0,2.2749473404090117e+18,1.0,2443375.0,2.2895853333669847e+18,1.0,1122407405.0,1103355581.0,56,3.0,"","",6431.0,1771.0,"http://replay272.valve.net/570/7883546448_108230680.dem.bz2",896099.0,1.0
21.0,7883548214,16312,"2024-08-06 07:52:14",1699,272,164759557.0,True,90,6633693367,"'0000011110110110'","'0000011111000100'","'00111111'","'00110011'",397,1,10,2,5,1,32,17,9330493.0,2.4990045932854687e+18,1.0,9332069.0,2.5080117917001994e+18,1.0,1649821650.0,1669449384.0,56,3.0,4514.0,14468.0,"","","http://replay272.valve.net/570/7883548214_164759557.dem.bz2",896097.0,1.0
21.0,7883549893,15901,"2024-08-06 07:54:10",1662,184,778425561.0,True,90,6633687699,"'0000011110110110'","'0000011000100000'","'00111111'","'00001111'",15,1,10,1,5,1,29,12,9486936.0,2.467493249703264e+18,0.0,9395679.0,2.499008933815848e+18,0.0,"","",56,8.0,1369.0,9527.0,"","","http://replay184.valve.net/570/7883549893_778425561.dem.bz2",893387.0,1.0
21.0,7883559650,16708,"2024-08-06 08:05:07",2924,151,864693606.0,True,90,6633720942,"'0000011110000100'","'0000011000000000'","'00111111'","'00110000'",6,1,10,2,5,1,52,25,9254408.0,2.363896044787383e+18,0.0,9098294.0,2.056501732702586e+18,0.0,876794068.0,264881180.0,56,5.0,610.0,22753.0,"","","http://replay151.valve.net/570/7883559650_864693606.dem.bz2",896100.0,1.0
21.0,7883580907,15901,"2024-08-06 08:28:08",1732,186,1775605136.0,True,90,6633722098,"'0000011100110111'","'0000000110000110'","'00111111'","'00110011'",99,1,10,2,5,1,36,30,9395679.0,2.499008933815848e+18,0.0,9486936.0,2.467493249703264e+18,0.0,1029972951.0,1739519173.0,56,8.0,6261.0,3773.0,"","","http://replay186.valve.net/570/7883580907_1775605136.dem.bz2",893387.0,1.0
21.0,7883583993,16059,"2024-08-06 08:32:28",1571,271,126539913.0,True,90,6633722175,"'0000011110110110'","'0000011000100100'","'00111111'","'00001111'",197,1,10,2,5,1,32,10,2443375.0,2.2895853333669847e+18,1.0,8629317.0,2.2749473404090117e+18,1.0,80599925.0,1220632105.0,56,3.0,578.0,15169.0,"","","http://replay271.valve.net/570/7883583993_126539913.dem.bz2",896099.0,1.0
21.0,7883586489,16312,"2024-08-06 08:34:03",1695,271,494500581.0,False,90,6633724315,"'0000000110000110'","'0000011110110100'","'00110011'","'00111111'",44,1,10,2,1,1,25,34,9332069.0,2.5080117917001994e+18,1.0,9330493.0,2.4990045932854687e+18,1.0,1669449384.0,1649821650.0,56,3.0,"","",3448.0,9720.0,"http://replay271.valve.net/570/7883586489_494500581.dem.bz2",896097.0,1.0
21.0,7883627038,16059,"2024-08-06 09:19:51",2252,272,1317054348.0,True,90,6633767071,"'0000011000000000'","'0000011110000110'","'00100100'","'00110011'",58,1,10,2,5,1,43,39,8629014.0,2.0362241225902515e+18,1.0,9425660.0,2.464108573202956e+18,1.0,1005626260.0,1621624406.0,56,3.0,10387.0,7812.0,"","","http://replay272.valve.net/570/7883627038_1317054348.dem.bz2",896102.0,1.0
21.0,7883630775,16312,"2024-08-06 09:19:43",1550,273,1375749782.0,True,90,6633763485,"'0000011110110111'","'0000011100000100'","'00111111'","'00111111'",66,1,10,2,5,1,29,26,8893825.0,2.001335808621483e+18,0.0,9332084.0,2.350384442452246e+18,1.0,1459205302.0,1669067572.0,56,3.0,998.0,6207.0,"","","http://replay273.valve.net/570/7883630775_1375749782.dem.bz2",896103.0,1.0
21.0,7883636135,16708,"2024-08-06 09:25:01",1742,152,921204061.0,True,90,6633765062,"'0000011110111111'","'0000011000000100'","'00111111'","'00001111'",0,1,10,2,5,1,46,22,9254408.0,2.363896044787383e+18,0.0,9098294.0,2.056501732702586e+18,0.0,876794068.0,264881180.0,56,5.0,518.0,15544.0,"","","http://replay152.valve.net/570/7883636135_921204061.dem.bz2",896100.0,1.0
21.0,7883678886,16312,"2024-08-06 10:06:37",2255,274,461001529.0,False,90,6633807220,"'0000011000000100'","'0000011100100100'","'00100011'","'00111111'",189,1,10,2,5,1,31,32,9332084.0,2.350384442452246e+18,1.0,8893825.0,2.001335808621483e+18,0.0,1669067572.0,1459205302.0,56,3.0,"","",2901.0,10729.0,"http://replay274.valve.net/570/7883678886_461001529.dem.bz2",896103.0,1.0
21.0,7883682695,16059,"2024-08-06 10:10:29",2138,271,541052323.0,False,90,6633811169,"'0000001000000100'","'0000011110110110'","'00010011'","'00111111'",86,1,10,2,5,1,37,45,9425660.0,2.464108573202956e+18,1.0,8629014.0,2.0362241225902515e+18,1.0,371126611.0,948659765.0,56,3.0,"","",5432.0,22351.0,"http://replay271.valve.net/570/7883682695_541052323.dem.bz2",896102.0,1.0
21.0,7883693149,15901,"2024-08-06 10:24:26",1964,272,101284861.0,True,90,6633824180,"'0000011111110111'","'0000011000000000'","'00111111'","'00000000'",2,1,10,2,5,1,59,33,9395679.0,2.499008933815848e+18,0.0,9481733.0,2.522661974636937e+18,0.0,1029972951.0,1707731674.0,56,3.0,932.0,28890.0,"","","http://replay272.valve.net/570/7883693149_101284861.dem.bz2",896105.0,1.0
21.0,7883705991,16708,"2024-08-06 10:31:15",1631,151,631923309.0,True,90,6633823464,"'0000011110110111'","'0000011110100000'","'00111111'","'00111100'",200,1,10,2,5,1,22,8,9487238.0,2.520411813227119e+18,0.0,9449099.0,2.503517607381353e+18,0.0,127077041.0,108717482.0,56,5.0,893.0,20089.0,"","","http://replay151.valve.net/570/7883705991_631923309.dem.bz2",896106.0,1.0
21.0,7883761404,15901,"2024-08-06 11:18:31",1934,272,425714755.0,False,90,6633875134,"'0000011100000000'","'0000011110110100'","'00110100'","'00111111'",115,1,10,2,5,1,29,39,9481733.0,2.522661974636937e+18,0.0,9395679.0,2.499008933815848e+18,0.0,1712916118.0,285284832.0,56,3.0,"","",2672.0,12873.0,"http://replay272.valve.net/570/7883761404_425714755.dem.bz2",896105.0,1.0
21.0,7883777797,16708,"2024-08-06 11:31:25",2560,153,1119089584.0,True,90,6633896151,"'0000011100100000'","'0000000100000000'","'00111100'","'00110010'",274,1,10,2,5,1,29,21,9487238.0,2.520411813227119e+18,0.0,9449099.0,2.503517607381353e+18,0.0,127077041.0,108717482.0,56,5.0,2506.0,5601.0,"","","http://replay153.valve.net/570/7883777797_1119089584.dem.bz2",896106.0,1.0
21.0,7883817893,16059,"2024-08-06 12:05:18",1707,273,1326576570.0,False,90,6633913601,"'0000000110000110'","'0000011110110110'","'00110011'","'00111111'",31,1,10,2,5,1,16,31,8629014.0,2.0362241225902515e+18,1.0,8629318.0,2.50801811205341e+18,1.0,913081877.0,1049956230.0,56,3.0,"","",4702.0,9776.0,"http://replay273.valve.net/570/7883817893_1326576570.dem.bz2",896109.0,1.0
21.0,7883881638,16059,"2024-08-06 12:44:32",1502,272,968404090.0,True,90,6633955572,"'0000011110110110'","'0000001111000100'","'00111111'","'00110011'",164,1,10,2,5,1,26,16,8629318.0,2.50801811205341e+18,1.0,8629014.0,2.0362241225902515e+18,1.0,56981677.0,913081877.0,56,3.0,73.0,13420.0,"","","http://replay272.valve.net/570/7883881638_968404090.dem.bz2",896109.0,1.0
21.0,7883901275,16708,"2024-08-06 13:00:00",2498,154,620997406.0,False,90,6634006395,"'0000011100000100'","'0000011100100110'","'00110011'","'00111111'",166,1,10,2,5,1,22,20,9005019.0,2.514771532510531e+18,0.0,8911139.0,2.478749260055362e+18,0.0,209287073.0,169756712.0,56,5.0,"","",6146.0,2554.0,"http://replay154.valve.net/570/7883901275_620997406.dem.bz2",896120.0,1.0
21.0,7883944751,16059,"2024-08-06 13:22:48",1350,274,813985058.0,False,90,6634003289,"'0000011100000111'","'0000011111110110'","'00110011'","'00111111'",46,1,10,2,5,1,22,33,8629315.0,1.9866814447137065e+18,1.0,9426115.0,2.471989872563605e+18,1.0,1232094007.0,1068676453.0,56,3.0,"","",3552.0,11221.0,"http://replay274.valve.net/570/7883944751_813985058.dem.bz2",896128.0,1.0
21.0,7884001718,16059,"2024-08-06 13:57:17",1316,272,1459376523.0,False,90,6634046364,"'0000011100100000'","'0000011111110110'","'00111111'","'00111111'",108,1,10,2,5,1,11,31,9426115.0,2.471989872563605e+18,1.0,8629315.0,1.9866814447137065e+18,1.0,1068676453.0,1232094007.0,56,3.0,"","",443.0,12696.0,"http://replay272.valve.net/570/7884001718_1459376523.dem.bz2",896128.0,1.0
21.0,7884012762,15901,"2024-08-06 14:02:12",2045,185,1116357999.0,False,90,6634071968,"'0000011000000100'","'0000011111110110'","'00000011'","'00111111'",46,1,10,1,5,1,20,36,9492864.0,2.485508282145076e+18,0.0,9476890.0,2.5294160168990715e+18,0.0,"","",56,8.0,"","",583.0,23591.0,"http://replay185.valve.net/570/7884012762_1116357999.dem.bz2",896133.0,1.0
21.0,7884032056,16708,"2024-08-06 14:12:57",2310,152,952417027.0,False,90,6634098430,"'0000000000000000'","'0000011000110100'","'00000000'","'00001111'",38,1,10,2,1,1,13,23,9005019.0,2.514771532510531e+18,0.0,8911139.0,2.478749260055362e+18,0.0,209287073.0,169756712.0,56,5.0,"","",5315.0,12067.0,"http://replay152.valve.net/570/7884032056_952417027.dem.bz2",896120.0,1.0
21.0,7884057108,16059,"2024-08-06 14:29:27",1586,272,956786901.0,False,90,6634098164,"'0000011110000110'","'0000011111110100'","'00110011'","'00111111'",184,1,10,2,5,1,19,22,8629315.0,1.9866814447137065e+18,1.0,9426115.0,2.471989872563605e+18,1.0,202984325.0,412910858.0,56,3.0,"","",277.0,10225.0,"http://replay272.valve.net/570/7884057108_956786901.dem.bz2",896128.0,1.0
21.0,7884093647,15901,"2024-08-06 14:48:25",1734,184,1061548797.0,False,90,6634134901,"'0000011000000000'","'0000011111110110'","'00101000'","'00111111'",0,1,10,2,5,1,20,35,9476890.0,2.5294160168990715e+18,0.0,9492864.0,2.485508282145076e+18,0.0,1029972951.0,1613937051.0,56,8.0,"","",1914.0,11168.0,"http://replay184.valve.net/570/7884093647_1061548797.dem.bz2",896133.0,1.0
