"match_id","leagueid","radiant.team_id","radiant.name","radiant.tag","radiant.logo_url","dire.team_id","dire.name","dire.tag","dire.logo_url"
7967560450,16635,8987220,"HolyTeam","HT","https://steamusercontent-a.akamaihd.net/ugc/2045232594440611734/6C72924B50012D14EB63CB93471A3CE174EF4DE2/",8849817,"ZEUS THUNDER GOD","ZTG","https://steamusercontent-a.akamaihd.net/ugc/1832426636071192128/298F144FCABFB502E6C9FE1DA66F61D9181A0C9F/"
7967584083,16635,8849817,"ZEUS THUNDER GOD","ZTG","https://steamusercontent-a.akamaihd.net/ugc/1832426636071192128/298F144FCABFB502E6C9FE1DA66F61D9181A0C9F/",8987220,"HolyTeam","HT","https://steamusercontent-a.akamaihd.net/ugc/2045232594440611734/6C72924B50012D14EB63CB93471A3CE174EF4DE2/"
7967684395,16312,8893837,"Parallel eSports","PeS","https://steamusercontent-a.akamaihd.net/ugc/1999066441861408614/71D1E68ECD1B5567B1E56F93F8511DB66D829C93/",9018543,"Hustlers","HS","https://steamusercontent-a.akamaihd.net/ugc/2058751629901384188/15926442CAF0374AEC6BC0749DF4781D081E3C1A/"
7967703063,17233,8629318,"Mad Monkeys","Mm","https://steamusercontent-a.akamaihd.net/ugc/2508018112053409972/A10316EBD20ECE720470ED4A5D07B3C6DDDC693A/",9425656,"LSG","LSG","https://steamusercontent-a.akamaihd.net/ugc/2497885570409092010/7A0CAB8AFDEC8BDE65F27E01C713A6B5459B65AD/"
7967713514,16312,9018543,"Hustlers","HS","https://steamusercontent-a.akamaihd.net/ugc/2058751629901384188/15926442CAF0374AEC6BC0749DF4781D081E3C1A/",8893837,"Parallel eSports","PeS","https://steamusercontent-a.akamaihd.net/ugc/1999066441861408614/71D1E68ECD1B5567B1E56F93F8511DB66D829C93/"
7967727451,17233,9425656,"LSG","LSG","https://steamusercontent-a.akamaihd.net/ugc/2497885570409092010/7A0CAB8AFDEC8BDE65F27E01C713A6B5459B65AD/",8629318,"Mad Monkeys","Mm","https://steamusercontent-a.akamaihd.net/ugc/2508018112053409972/A10316EBD20ECE720470ED4A5D07B3C6DDDC693A/"
7967737731,16312,8893837,"Parallel eSports","PeS","https://steamusercontent-a.akamaihd.net/ugc/1999066441861408614/71D1E68ECD1B5567B1E56F93F8511DB66D829C93/",9018543,"Hustlers","HS","https://steamusercontent-a.akamaihd.net/ugc/2058751629901384188/15926442CAF0374AEC6BC0749DF4781D081E3C1A/"
7967753193,17233,8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/2477632689738982294/52F73BED281DF75257007811CA9CDF5144CB2B1F/",8629324,"Swift Knights","Sk","https://steamusercontent-a.akamaihd.net/ugc/2446107492346973561/03C1A606587B371C139805153F66CD7367C6E837/"
7967774669,16312,9332046,"Dominatrix","DMX","https://steamusercontent-a.akamaihd.net/ugc/2443836672845546041/27EA9658B4E3579D43DBA49A38530A3D26F2AB84/",9330489,"ThunderLab","TL","https://steamusercontent-a.akamaihd.net/ugc/2377407244595660701/846E8D7A392F7933FE768774A2A8C7C2787BE388/"
7967781486,17233,8629324,"Swift Knights","Sk","https://steamusercontent-a.akamaihd.net/ugc/2446107492346973561/03C1A606587B371C139805153F66CD7367C6E837/",8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/2477632689738982294/52F73BED281DF75257007811CA9CDF5144CB2B1F/"
7967790950,15901,9530233,"Dominion","Dominion","https://steamusercontent-a.akamaihd.net/ugc/2376299796522859727/871A78A27BBA2ABBD82864F988C23D15C7351836/",8965054,"EYE-Gaming","EYE","https://steamusercontent-a.akamaihd.net/ugc/2003571938580599854/20CB1AA41471ABE1B5C460D8CBDE915E595F8B23/"
7967807022,17233,8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/2477632689738982294/52F73BED281DF75257007811CA9CDF5144CB2B1F/",8629324,"Swift Knights","Sk","https://steamusercontent-a.akamaihd.net/ugc/2446107492346973561/03C1A606587B371C139805153F66CD7367C6E837/"
7967813006,16312,9330489,"ThunderLab","TL","https://steamusercontent-a.akamaihd.net/ugc/2377407244595660701/846E8D7A392F7933FE768774A2A8C7C2787BE388/",9332046,"Dominatrix","DMX","https://steamusercontent-a.akamaihd.net/ugc/2443836672845546041/27EA9658B4E3579D43DBA49A38530A3D26F2AB84/"
7967842944,17233,8629317,"Bright Crusaders","Bc","https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/",8629014,"Dragon Blood","DB","https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/"
7967849929,16312,9332046,"Dominatrix","DMX","https://steamusercontent-a.akamaihd.net/ugc/2443836672845546041/27EA9658B4E3579D43DBA49A38530A3D26F2AB84/",9330489,"ThunderLab","TL","https://steamusercontent-a.akamaihd.net/ugc/2377407244595660701/846E8D7A392F7933FE768774A2A8C7C2787BE388/"
7967862409,15901,8965054,"EYE-Gaming","EYE","https://steamusercontent-a.akamaihd.net/ugc/2003571938580599854/20CB1AA41471ABE1B5C460D8CBDE915E595F8B23/",9530233,"Dominion","Dominion","https://steamusercontent-a.akamaihd.net/ugc/2376299796522859727/871A78A27BBA2ABBD82864F988C23D15C7351836/"
7967894007,16312,8893840,"Big Bang Gaming","BB","https://steamusercontent-a.akamaihd.net/ugc/2019352804996053730/B2F33387BA6420EF613A6A80085DA457BF81CA75/",8864178,"Marvelous Warriors","MW","https://steamusercontent-a.akamaihd.net/ugc/2289583009755688899/08ACDA39A18F8336DF6782B6D64A148F906D7278/"
7967899794,15898,9403748,"Dragon Esports Club","DEC","https://steamusercontent-a.akamaihd.net/ugc/2467493249717162257/D34CF87168F0C0C6D8BC4580AE02C84E732AEE3A/",9278328,"V1dar Gaming","V1dar","https://steamusercontent-a.akamaihd.net/ugc/2287328638875974112/919F642EEBB4E986EF6F29780B9728CC996E0DAE/"
7967901309,17233,8629014,"Dragon Blood","DB","https://steamusercontent-a.akamaihd.net/ugc/2036224122590251530/1CF2060AE5A404AEF691C3180FF9CB522056149A/",8629317,"Bright Crusaders","Bc","https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/"
7967930126,16312,8864178,"Marvelous Warriors","MW","https://steamusercontent-a.akamaihd.net/ugc/2289583009755688899/08ACDA39A18F8336DF6782B6D64A148F906D7278/",8893840,"Big Bang Gaming","BB","https://steamusercontent-a.akamaihd.net/ugc/2019352804996053730/B2F33387BA6420EF613A6A80085DA457BF81CA75/"
7967942413,16059,8629005,"Flawless Goblins","Fg","https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/",9425660,"Shadow Avengers","SAS","https://steamusercontent-a.akamaihd.net/ugc/2464108573202955954/C8A072AC6C8364B0FBAF92885C3A552836315CFC/"
7967964241,15898,9278328,"V1dar Gaming","V1dar","https://steamusercontent-a.akamaihd.net/ugc/2287328638875974112/919F642EEBB4E986EF6F29780B9728CC996E0DAE/",9403748,"Dragon Esports Club","DEC","https://steamusercontent-a.akamaihd.net/ugc/2467493249717162257/D34CF87168F0C0C6D8BC4580AE02C84E732AEE3A/"
7967981358,16312,9332084,"Lighting Legends","LL","https://steamusercontent-a.akamaihd.net/ugc/2350384442452246246/78AD251D0688D17927FD7C7A4F40CB11A30F50BF/",9018528,"Crew X","CrX","https://steamusercontent-a.akamaihd.net/ugc/2068882429938837131/68A44FC4EE83B8F88C4BEAF8E71F22E55A21409B/"
7967985073,16059,9425660,"Shadow Avengers","SAS","https://steamusercontent-a.akamaihd.net/ugc/2464108573202955954/C8A072AC6C8364B0FBAF92885C3A552836315CFC/",8629005,"Flawless Goblins","Fg","https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/"
7967991374,15901,9545682,"Dominion","Dominion","https://steamusercontent-a.akamaihd.net/ugc/2456239958004431725/E228DDF5F2F0AB670945CC00351F32BB2644ABDA/",9530867,"Prodigy of God","","https://steamusercontent-a.akamaihd.net/ugc/2425840025974721195/5DA451CF76631085979DCD2E3E1BCE4EA7787A35/"
7968012574,16312,9018528,"Crew X","CrX","https://steamusercontent-a.akamaihd.net/ugc/2068882429938837131/68A44FC4EE83B8F88C4BEAF8E71F22E55A21409B/",9332084,"Lighting Legends","LL","https://steamusercontent-a.akamaihd.net/ugc/2350384442452246246/78AD251D0688D17927FD7C7A4F40CB11A30F50BF/"
7968024099,16059,8629005,"Flawless Goblins","Fg","https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/",9425660,"Shadow Avengers","SAS","https://steamusercontent-a.akamaihd.net/ugc/2464108573202955954/C8A072AC6C8364B0FBAF92885C3A552836315CFC/"
7968055716,15901,9530867,"Prodigy of God","","https://steamusercontent-a.akamaihd.net/ugc/2425840025974721195/5DA451CF76631085979DCD2E3E1BCE4EA7787A35/",9545682,"Dominion","Dominion","https://steamusercontent-a.akamaihd.net/ugc/2456239958004431725/E228DDF5F2F0AB670945CC00351F32BB2644ABDA/"
7968068749,16312,9332084,"Lighting Legends","LL","https://steamusercontent-a.akamaihd.net/ugc/2350384442452246246/78AD251D0688D17927FD7C7A4F40CB11A30F50BF/",9018528,"Crew X","CrX","https://steamusercontent-a.akamaihd.net/ugc/2068882429938837131/68A44FC4EE83B8F88C4BEAF8E71F22E55A21409B/"
7968081669,16059,9426115,"Dark Rebellion","DR","https://steamusercontent-a.akamaihd.net/ugc/2471989872563605684/46813E19616E0715D879EFB5049D3A1DE331488B/",9425660,"Shadow Avengers","SAS","https://steamusercontent-a.akamaihd.net/ugc/2464108573202955954/C8A072AC6C8364B0FBAF92885C3A552836315CFC/"
7968087576,15898,-1,"<UNKNOWN>","<UNKNOWN>","<UNKNOWN>",9256405,"Level UP esports","LevelUP","https://steamusercontent-a.akamaihd.net/ugc/2538424573666795850/206FD952692403A1BDA90BABF25B448CFBD5EEC9/"
7968118223,15901,9545682,"Dominion","Dominion","https://steamusercontent-a.akamaihd.net/ugc/2456239958004431725/E228DDF5F2F0AB670945CC00351F32BB2644ABDA/",9511702,"Prodigy of God","","https://steamusercontent-a.akamaihd.net/ugc/2402194226060136989/5DA451CF76631085979DCD2E3E1BCE4EA7787A35/"
7968138287,16059,9425660,"Shadow Avengers","SAS","https://steamusercontent-a.akamaihd.net/ugc/2464108573202955954/C8A072AC6C8364B0FBAF92885C3A552836315CFC/",9426115,"Dark Rebellion","DR","https://steamusercontent-a.akamaihd.net/ugc/2471989872563605684/46813E19616E0715D879EFB5049D3A1DE331488B/"
7968197610,16059,8629317,"Bright Crusaders","Bc","https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/",8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/2477632689738982294/52F73BED281DF75257007811CA9CDF5144CB2B1F/"
7968203708,15898,-1,"<UNKNOWN>","<UNKNOWN>","<UNKNOWN>",9256405,"Level UP esports","LevelUP","https://steamusercontent-a.akamaihd.net/ugc/2538424573666795850/206FD952692403A1BDA90BABF25B448CFBD5EEC9/"
7968254268,16059,8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/2477632689738982294/52F73BED281DF75257007811CA9CDF5144CB2B1F/",8629317,"Bright Crusaders","Bc","https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/"
7968302299,15901,9492941,"Shinigami Gaming","","https://steamusercontent-a.akamaihd.net/ugc/2475375182985052466/6204E1A0315057E9F227EDBCD42DB8F193B593AF/",9444453,"Elite Eclipse","EE","https://steamusercontent-a.akamaihd.net/ugc/2431468257629769817/8DE99E9FEB3212DA4970EACF23AD9BFBE939BD45/"
7968330625,16059,8629317,"Bright Crusaders","Bc","https://steamusercontent-a.akamaihd.net/ugc/2274947340409011428/1DB70894416C865659F1417EC6330B6DE78470F9/",8629315,"Wiser Warriors","WW","https://steamusercontent-a.akamaihd.net/ugc/2477632689738982294/52F73BED281DF75257007811CA9CDF5144CB2B1F/"
