"match_id","leagueid","radiant.team_id","radiant.name","radiant.tag","radiant.logo_url","dire.team_id","dire.name","dire.tag","dire.logo_url"
7875129338,16059,8629318,"Mad Monkeys","Mm","https://steamusercontent-a.akamaihd.net/ugc/2508018112053409972/A10316EBD20ECE720470ED4A5D07B3C6DDDC693A/",8629324,"Swift Knights","Sk","https://steamusercontent-a.akamaihd.net/ugc/2518145430787227449/09843295840179839F2FAF5870B9CBAC09E19911/"
7875314713,16708,8944230,"Yangon Galacticos","YG","https://steamusercontent-a.akamaihd.net/ugc/2473119197018013407/9F54FB2ED4476EA67C55994F5FB7CDAC3B882809/",350190,"Ascent Esports","Ascent","https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/350190.png"
7875331515,16953,9449748,"DMS","DMS","https://steamusercontent-a.akamaihd.net/ugc/2455104631629284478/B74AA7BD9C3BFAF7FABE05E2833719A5D9A3A386/",9403748,"Dragon Esports Club","DEC","https://steamusercontent-a.akamaihd.net/ugc/2467493249717162257/D34CF87168F0C0C6D8BC4580AE02C84E732AEE3A/"
7875337751,16059,8629005,"Flawless Goblins","Fg","https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/",8629324,"Swift Knights","Sk","https://steamusercontent-a.akamaihd.net/ugc/2518145430787227449/09843295840179839F2FAF5870B9CBAC09E19911/"
7875345268,16312,8864178,"Marvelous Warriors","MW","https://steamusercontent-a.akamaihd.net/ugc/2289583009755688899/08ACDA39A18F8336DF6782B6D64A148F906D7278/",9332046,"Dominatrix","DMX","https://steamusercontent-a.akamaihd.net/ugc/2443836672845546041/27EA9658B4E3579D43DBA49A38530A3D26F2AB84/"
7875347186,16945,9466547,"Chain Lighting","CL","https://steamusercontent-a.akamaihd.net/ugc/2518159379416784501/365CCC76C9665F6FC90D534840565E5803FCBCAE/",9466553,"ShadowSpecter","SS","https://steamusercontent-a.akamaihd.net/ugc/2524912417389436442/F928FE27452EE465B18359AC616F90E6719A126A/"
7875349666,16901,8261500,"Xtreme Gaming","XG","https://steamusercontent-a.akamaihd.net/ugc/2502396780731633895/7E0D955B2CE2D1085ED77ADAEFEBFD2A94F422BC/",36,"Natus Vincere","NAVI","https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/36.png"
7875373813,16945,9466553,"ShadowSpecter","SS","https://steamusercontent-a.akamaihd.net/ugc/2524912417389436442/F928FE27452EE465B18359AC616F90E6719A126A/",9466547,"Chain Lighting","CL","https://steamusercontent-a.akamaihd.net/ugc/2518159379416784501/365CCC76C9665F6FC90D534840565E5803FCBCAE/"
7875374752,15898,9271759,"MONTE ","MONTE ","https://steamusercontent-a.akamaihd.net/ugc/2297461440058922936/44B6C46F1F48325340342CDC065F119E5103C75A/",9366989,"Vrooomy.io","Vrooomy.io","https://steamusercontent-a.akamaihd.net/ugc/2503520317052255468/D733627DDB8629A170986E0132156803032094BF/"
7875377045,16059,8629324,"Swift Knights","Sk","https://steamusercontent-a.akamaihd.net/ugc/2518145430787227449/09843295840179839F2FAF5870B9CBAC09E19911/",8629005,"Flawless Goblins","Fg","https://steamusercontent-a.akamaihd.net/ugc/1972044023037974203/AFD57B5B64B1E42F199DC861D81052FD991943EC/"
7875378292,16708,350190,"Ascent Esports","Ascent","https://steamcdn-a.akamaihd.net/apps/dota2/images/team_logos/350190.png",8944230,"Yangon Galacticos","YG","https://steamusercontent-a.akamaihd.net/ugc/2473119197018013407/9F54FB2ED4476EA67C55994F5FB7CDAC3B882809/"
7875383878,16312,9332046,"Dominatrix","DMX","https://steamusercontent-a.akamaihd.net/ugc/2443836672845546041/27EA9658B4E3579D43DBA49A38530A3D26F2AB84/",8864178,"Marvelous Warriors","MW","https://steamusercontent-a.akamaihd.net/ugc/2289583009755688899/08ACDA39A18F8336DF6782B6D64A148F906D7278/"
