leagueid,match_id,radiant_team_id,radiant.name,radiant.tag,radiant_score,dire_team_id,dire.name,dire.tag,dire_score,radiant_win,start_date_time
17233,7972163608,8629014.0,Dragon Blood,DB,17,8629315.0,Wiser Warriors,WW,37,False,2024-10-04 09:29:15
15901,7972168489,9481964.0,Elite Eclipse,EE,29,9530233.0,Dominion,Dominion,17,True,2024-10-04 09:32:40
17119,7972169966,9351740.0,Invictus Gaming,iG,19,111474.0,Alliance,Alliance,26,True,2024-10-04 09:35:03
16313,7972193417,8893837.0,Parallel eSports,PeS,33,9330489.0,ThunderLab,TL,48,False,2024-10-04 09:57:26
17119,7972206434,8728920.0,nouns,nouns,45,9303383.0,L1GA TEAM,L1,29,True,2024-10-04 10:16:31
17233,7972206540,8629315.0,Wiser Warriors,WW,45,8629014.0,Dragon Blood,DB,34,True,2024-10-04 10:11:52
15901,7972214607,9530233.0,Dominion,Dominion,31,9481964.0,Elite Eclipse,EE,14,True,2024-10-04 10:18:03
17119,7972235565,111474.0,Alliance,Alliance,37,9351740.0,Invictus Gaming,iG,16,True,2024-10-04 10:44:50
15898,7972238678,9530783.0,Team Hryvnia,TH,11,9256405.0,Level UP esports,LevelUP,32,False,2024-10-04 10:40:40
15901,7972282265,9530233.0,Dominion,Dominion,23,9481964.0,Elite Eclipse,EE,20,True,2024-10-04 11:20:17
17119,7972307189,111474.0,Alliance,Alliance,32,9351740.0,Invictus Gaming,iG,11,True,2024-10-04 11:43:21
15898,7972328500,8588969.0,HYDRA,HYDRA,17,9449748.0,DMS,DMS,34,False,2024-10-04 12:00:16
17233,7972337321,8629317.0,Bright Crusaders,Bc,14,8629324.0,Swift Knights,Sk,27,False,2024-10-04 12:04:32
17119,7972356320,9303383.0,L1GA TEAM,L1,31,8728920.0,nouns,nouns,8,True,2024-10-04 12:20:13
17233,7972390841,8629324.0,Swift Knights,Sk,15,8629317.0,Bright Crusaders,Bc,25,False,2024-10-04 12:42:26
17119,7972392908,9498970.0,AVULUS,AVULUS,23,8254400.0,beastcoast,bc,35,False,2024-10-04 12:52:37
15898,7972422476,9449748.0,DMS,DMS,23,8588969.0,HYDRA,HYDRA,15,True,2024-10-04 13:03:21
15901,7972430322,9395679.0,Shinigami Gaming,Shinigami,11,9395797.0,Prodigy of God ,POG,33,False,2024-10-04 13:08:37
17119,7972445566,9303383.0,L1GA TEAM,L1,26,8728920.0,nouns,nouns,16,True,2024-10-04 13:22:26
17233,7972450721,8629317.0,Bright Crusaders,Bc,26,8629324.0,Swift Knights,Sk,26,False,2024-10-04 13:22:16
15901,7972495178,9395797.0,Prodigy of God ,POG,8,9395679.0,Shinigami Gaming,Shinigami,39,False,2024-10-04 13:49:34
17119,7972506299,8254400.0,beastcoast,bc,12,9498970.0,AVULUS,AVULUS,31,False,2024-10-04 14:00:52
17233,7972519499,8629005.0,Flawless Goblins,Fg,49,2443375.0,Foxy gaming,Foxy,29,True,2024-10-04 14:04:42
15901,7972573852,9395679.0,Shinigami Gaming,Shinigami,47,9439525.0,Prodigy of God,PoG,53,True,2024-10-04 14:37:08
17119,7972578191,9303484.0,HEROIC,Heroic,32,36.0,Natus Vincere,NAVI,5,True,2024-10-04 14:46:02
17233,7972585529,2443375.0,Foxy gaming,Foxy,30,8629005.0,Flawless Goblins,Fg,10,True,2024-10-04 14:44:14
15898,7972614037,9530947.0,Palianytsia,PLNTS,29,9256405.0,Level UP esports,LevelUP,23,False,2024-10-04 15:23:32
17119,7972617541,9498970.0,AVULUS,AVULUS,36,8254400.0,beastcoast,bc,7,True,2024-10-04 15:06:24
17233,7972630757,8629005.0,Flawless Goblins,Fg,27,2443375.0,Foxy gaming,Foxy,26,False,2024-10-04 15:10:37
16251,7972639018,2235876.0,,,54,9439893.0,СТАРЫЙ БОХ ПРАЙМ,SBP,43,False,2024-10-04 15:16:30
16251,7972663249,9449498.0,bigguccisosa,GLO,41,9402402.0,,,13,True,2024-10-04 15:30:14
17119,7972675517,36.0,Natus Vincere,NAVI,32,9303484.0,HEROIC,Heroic,11,True,2024-10-04 15:42:19
17233,7972705393,8629315.0,Wiser Warriors,WW,27,8629318.0,Mad Monkeys,Mm,28,False,2024-10-04 15:55:02
17119,7972708656,8291895.0,Tundra Esports,Tundra,30,9545759.0,Waska,Waska,16,True,2024-10-04 16:07:22
15901,7972719539,9499066.0,EYE GAMING,EYE,14,9504550.0,Prodigy of God,POG,36,False,2024-10-04 16:03:03
17233,7972762057,8629318.0,Mad Monkeys,Mm,36,8629315.0,Wiser Warriors,WW,35,True,2024-10-04 16:28:40
15898,7972766832,9530947.0,Palianytsia,PLNTS,30,9256405.0,Level UP esports,LevelUP,29,False,2024-10-04 16:30:52
17119,7972768294,9303484.0,HEROIC,Heroic,36,36.0,Natus Vincere,NAVI,20,True,2024-10-04 16:34:26
16251,7972771491,9449498.0,bigguccisosa,GLO,24,9439893.0,СТАРЫЙ БОХ ПРАЙМ,SBP,4,True,2024-10-04 16:34:03
15901,7972788939,9439525.0,Prodigy of God,PoG,12,9467580.0,EYE GAMING,EYE,43,False,2024-10-04 16:44:10
17119,7972825686,9545759.0,Waska,Waska,8,8291895.0,Tundra Esports,Tundra,35,False,2024-10-04 17:12:03
15901,7972850466,9467580.0,EYE GAMING,EYE,33,9504550.0,Prodigy of God,POG,34,True,2024-10-04 17:21:57
15901,7972943602,9530716.0,Air Defence,AD,17,9225431.0,TEIKO,,33,False,2024-10-04 18:36:46
16635,7973010636,8849817.0,ZEUS THUNDER GOD,ZTG,29,8970060.0,Moonwalkers,MW,17,True,2024-10-04 19:03:51
15901,7973076406,9488822.0,TEIKO,TEIKO,62,8993427.0,Air Defense,AD,36,True,2024-10-04 19:46:10
16635,7973077846,8970060.0,Moonwalkers,MW,38,8849817.0,ZEUS THUNDER GOD,ZTG,21,True,2024-10-04 19:47:42
16635,7973147078,8849817.0,ZEUS THUNDER GOD,ZTG,29,8970060.0,Moonwalkers,MW,10,True,2024-10-04 20:40:02
15901,7973167695,9473226.0,EYE GAMING,EYE,35,9444453.0,Elite Eclipse,EE,61,False,2024-10-04 20:58:54
16635,7973195242,8849833.0,VERTEX PACK,vP,27,8849837.0,FALL VICTIMS,FV,22,True,2024-10-04 21:22:23
15901,7973229664,9440022.0,Elite Eclipse,EE,55,9473226.0,EYE GAMING,EYE,35,True,2024-10-04 21:57:08
16635,7973235525,8849837.0,FALL VICTIMS,FV,29,8849833.0,VERTEX PACK,vP,34,False,2024-10-04 22:04:30
17064,7973247539,9530392.0,Cinder Wolves,CW,17,8986802.0,Maycam Evolve,EV.,23,False,2024-10-04 22:20:50
16635,7973271194,8849833.0,VERTEX PACK,vP,39,8849817.0,ZEUS THUNDER GOD,ZTG,25,True,2024-10-04 22:49:45
17064,7973299510,9530392.0,Cinder Wolves,CW,12,8986802.0,Maycam Evolve,EV.,29,False,2024-10-04 23:32:29
16635,7973302777,8849817.0,ZEUS THUNDER GOD,ZTG,34,8849833.0,VERTEX PACK,vP,32,True,2024-10-04 23:39:26
16635,7973328021,8849833.0,VERTEX PACK,vP,19,8849817.0,ZEUS THUNDER GOD,ZTG,20,False,2024-10-05 00:22:31
16635,7973346636,8849817.0,ZEUS THUNDER GOD,ZTG,15,8849833.0,VERTEX PACK,vP,26,False,2024-10-05 00:56:13
17064,7973348667,9537903.0,Mystic Maidens,MM,26,9467212.0,Savage Gaming,SAVAG,18,True,2024-10-05 00:59:28
16635,7973375939,8849833.0,VERTEX PACK,vP,25,8849817.0,ZEUS THUNDER GOD,ZTG,33,False,2024-10-05 01:48:07
17064,7973396985,9467212.0,Savage Gaming,SAVAG,13,9537903.0,Mystic Maidens,MM,29,False,2024-10-05 02:19:34
17233,7973436320,8629014.0,Dragon Blood,DB,38,8629324.0,Swift Knights,Sk,25,True,2024-10-05 03:22:50
17233,7973466150,8629324.0,Swift Knights,Sk,11,8629014.0,Dragon Blood,DB,24,False,2024-10-05 04:03:20
17233,7973493899,9425656.0,LSG,LSG,24,2443375.0,Foxy gaming,Foxy,16,True,2024-10-05 04:42:17
17233,7973526596,2443375.0,Foxy gaming,Foxy,26,9425656.0,LSG,LSG,50,False,2024-10-05 05:26:27
15901,7973568473,9524189.0,Elite Eclipse,,23,9383024.0,Prodigy Of God,PoG,18,True,2024-10-05 06:17:57
17119,7973602934,9498970.0,AVULUS,AVULUS,28,9338413.0,MOUZ,MOUZ,7,True,2024-10-05 07:01:22
17119,7973603110,9351740.0,Invictus Gaming,iG,17,9381678.0,Apex Genesis,Apex,18,True,2024-10-05 07:05:05
15901,7973606416,9367607.0, Prodigy of God,POG,30,9524189.0,Elite Eclipse,,40,False,2024-10-05 06:58:55
17119,7973665209,9338413.0,MOUZ,MOUZ,19,9498970.0,AVULUS,AVULUS,31,False,2024-10-05 08:01:25
17119,7973689166,9351740.0,Invictus Gaming,iG,28,9381678.0,Apex Genesis,Apex,17,True,2024-10-05 08:21:14
15901,7973689391,9524189.0,Elite Eclipse,,16,9467580.0,EYE GAMING,EYE,48,False,2024-10-05 08:18:47
17119,7973734261,9303484.0,HEROIC,Heroic,36,8574561.0,Azure Ray,AR,18,True,2024-10-05 09:04:02
15898,7973744100,9530783.0,Team Hryvnia,TH,10,9530947.0,Palianytsia,PLNTS,29,False,2024-10-05 09:05:25
15901,7973747632,9476778.0,Eye Gaming,EYE,32,9524189.0,Elite Eclipse,,16,True,2024-10-05 09:08:23
17119,7973769812,8375259.0,Infinity,Infinity,21,8728920.0,nouns,nouns,33,False,2024-10-05 09:29:50
17119,7973809955,8574561.0,Azure Ray,AR,10,9303484.0,HEROIC,Heroic,32,False,2024-10-05 10:05:05
15898,7973809988,9530947.0,Palianytsia,PLNTS,37,9530783.0,Team Hryvnia,TH,14,True,2024-10-05 10:00:17
15901,7973844530,9499066.0,EYE GAMING,EYE,30,9504550.0,Prodigy of God,POG,22,True,2024-10-05 10:30:06
17119,7973869110,8728920.0,nouns,nouns,28,8375259.0,Infinity,Infinity,21,True,2024-10-05 10:51:59
17119,7973889148,9247354.0,Team Falcons,FLCN,26,111474.0,Alliance,Alliance,20,True,2024-10-05 11:11:40
15901,7973907081,9504550.0,Prodigy of God,POG,41,9499066.0,EYE GAMING,EYE,28,True,2024-10-05 11:15:45
15898,7973963614,9403748.0,Dragon Esports Club,DEC,31,9449748.0,DMS,DMS,42,False,2024-10-05 11:59:16
17119,7973977216,8254400.0,beastcoast,bc,32,7554697.0,Nigma Galaxy,NGX,18,True,2024-10-05 12:14:29
15901,7973982086,9499066.0,EYE GAMING,EYE,28,9504550.0,Prodigy of God,POG,38,False,2024-10-05 12:08:19
17119,7973999193,111474.0,Alliance,Alliance,22,9247354.0,Team Falcons,FLCN,9,True,2024-10-05 12:25:17
15898,7974083673,9449748.0,DMS,DMS,27,9403748.0,Dragon Esports Club,DEC,10,True,2024-10-05 13:11:24
15901,7974099948,9467024.0,Dominion,,42,9120549.0,Shinigami Gaming,Shin,46,True,2024-10-05 13:21:31
17119,7974102995,7554697.0,Nigma Galaxy,NGX,34,8254400.0,beastcoast,bc,18,True,2024-10-05 13:27:42
17119,7974106301,111474.0,Alliance,Alliance,23,9247354.0,Team Falcons,FLCN,43,False,2024-10-05 13:29:57
17119,7974206675,8254400.0,beastcoast,bc,16,7554697.0,Nigma Galaxy,NGX,25,False,2024-10-05 14:22:27
15901,7974237153,9493513.0,Shinigami Gaming,Shin,11,9467024.0,Dominion,,39,False,2024-10-05 14:37:38
17119,7974260231,8291895.0,Tundra Esports,Tundra,36,9303383.0,L1GA TEAM,L1,53,False,2024-10-05 14:57:31
15898,7974274902,9017006.0,NAVI Junior,NAVIj,33,9256405.0,Level UP esports,LevelUP,11,True,2024-10-05 15:05:01
16251,7974283417,9024302.0,SV1N,SV!N,35,8572024.0,EternalEngine,ETEN,5,True,2024-10-05 15:03:44
16251,7974283417,9024302.0,Palmolive,SV!N,35,8572024.0,EternalEngine,ETEN,5,True,2024-10-05 15:03:44
16251,7974283563,9482795.0,Shadow Bastards,SDBD,13,9297653.0,Not Today,NT,37,False,2024-10-05 15:03:53
16251,7974285627,9487078.0,DOTALOGOGAMING,QWE,20,9556188.0,С пацанами на велике,ABOBA,36,False,2024-10-05 15:04:15
16251,7974287438,9555779.0,Red Rabbit Team,RR Team ,12,9555347.0,Team EGO,EGO,34,False,2024-10-05 15:06:26
16251,7974288580,8292678.0,Trap Team,TT,12,6236411.0,[TNA.PRO],Мы про ,55,False,2024-10-05 15:06:36
16251,7974290609,9487554.0,Dark Reef,DarkReef.,36,9460576.0,SLPKTS PRIDE,PRIDE,10,True,2024-10-05 15:07:29
16251,7974293203,9547487.0,,,10,9546737.0,SC.Bears,SC.Bears ,36,False,2024-10-05 15:09:15
16251,7974296112,9119949.0,Bury the Light,BtL,42,9555223.0,MilfHunter,MHunter,20,True,2024-10-05 15:10:02
16251,7974298393,9473191.0,Dagestan Gladiators,DG,53,9556715.0,,,41,True,2024-10-05 15:11:17
17119,7974318443,36.0,Natus Vincere,NAVI,32,9545759.0,Waska,Waska,11,True,2024-10-05 15:25:02
16251,7974370210,9493574.0,BezCifr,BC,38,9556883.0,bob3r,bob3r,45,False,2024-10-05 15:51:30
16251,7974375260,9487554.0,Dark Reef,DarkReef.,35,9555347.0,Team EGO,EGO,15,True,2024-10-05 15:54:34
16251,7974377330,2834713.0,WWW,W_W,33,9297653.0,Not Today,NT,16,True,2024-10-05 15:55:38
16251,7974384997,9546737.0,SC.Bears,SC.Bears ,57,8910895.0,V V P,VVP,31,True,2024-10-05 15:59:53
15898,7974387948,9017006.0,NAVI Junior,NAVIj,32,9256405.0,Level UP esports,LevelUP,15,True,2024-10-05 16:00:46
15901,7974396885,9439525.0,Prodigy of God,PoG,17,9344594.0,Dominion,DO,39,False,2024-10-05 16:07:24
16251,7974406745,9390286.0,averans team,vinraze,6,9556188.0,С пацанами на велике,ABOBA,31,False,2024-10-05 16:12:00
17119,7974424237,36.0,Natus Vincere,NAVI,27,9545759.0,Waska,Waska,41,False,2024-10-05 16:27:45
17119,7974427275,9303383.0,L1GA TEAM,L1,23,8291895.0,Tundra Esports,Tundra,18,False,2024-10-05 16:29:24
16251,7974431591,6142726.0,,,48,9473191.0,Dagestan Gladiators,DG,48,False,2024-10-05 16:26:01
15901,7974484083,9344594.0,Dominion,DO,44,9439525.0,Prodigy of God,PoG,29,True,2024-10-05 16:55:18
16251,7974486194,9487554.0,Dark Reef,DarkReef.,32,2834713.0,WWW,W_W,8,True,2024-10-05 16:56:31
16251,7974488671,9556188.0,С пацанами на велике,ABOBA,32,9024302.0,SV1N,SV!N,12,True,2024-10-05 16:58:49
16251,7974488671,9556188.0,С пацанами на велике,ABOBA,32,9024302.0,Palmolive,SV!N,12,True,2024-10-05 16:58:49
16251,7974517483,9546737.0,SC.Bears,SC.Bears ,44,9556883.0,bob3r,bob3r,47,False,2024-10-05 17:14:45
17119,7974538106,8291895.0,Tundra Esports,Tundra,41,9303383.0,L1GA TEAM,L1,15,True,2024-10-05 17:31:27
16251,7974566804,9473191.0,Dagestan Gladiators,DG,12,9119949.0,Bury the Light,BtL,48,False,2024-10-05 17:43:46
17119,7974567836,36.0,Natus Vincere,NAVI,22,9545759.0,Waska,Waska,2,True,2024-10-05 17:49:04
16251,7974572430,9487554.0,Dark Reef,DarkReef.,35,9556188.0,С пацанами на велике,ABOBA,21,True,2024-10-05 17:47:28
16251,7974655480,9119949.0,Bury the Light,BtL,28,9556883.0,bob3r,bob3r,15,True,2024-10-05 18:36:50
15901,7974669043,9499066.0,EYE GAMING,EYE,43,9487784.0,Shinigami gaming,,55,False,2024-10-05 18:45:58
16251,7974741995,9487554.0,Dark Reef,DarkReef.,7,9119949.0,Bury the Light,BtL,28,False,2024-10-05 19:32:10
15901,7974766103,9505698.0,Shinigami gaming,,41,9499066.0,EYE GAMING,EYE,10,True,2024-10-05 19:47:21
17064,7974993307,9537903.0,Mystic Maidens,MM,44,9525152.0,Arduina Gaming,Ard,35,True,2024-10-05 23:20:49
17064,7975078085,9525152.0,Arduina Gaming,Ard,7,9537903.0,Mystic Maidens,MM,37,False,2024-10-06 01:27:11
17233,7975156403,8629005.0,Flawless Goblins,Fg,24,8629014.0,Dragon Blood,DB,5,True,2024-10-06 03:24:32
17233,7975178013,8629014.0,Dragon Blood,DB,19,8629005.0,Flawless Goblins,Fg,27,False,2024-10-06 03:54:57
17233,7975212168,9425660.0,Shadow Avengers,SAS,33,9425656.0,LSG,LSG,52,False,2024-10-06 04:42:44
17233,7975247277,9425656.0,LSG,LSG,12,9425660.0,Shadow Avengers,SAS,38,False,2024-10-06 05:26:42
15901,7975289999,9511702.0,Prodigy of God,,41,9395676.0,Shinigami gaming,Shin,43,False,2024-10-06 06:14:58
17233,7975295813,9425660.0,Shadow Avengers,SAS,41,9425656.0,LSG,LSG,26,True,2024-10-06 06:21:10
17119,7975330082,111474.0,Alliance,Alliance,22,8728920.0,nouns,nouns,10,True,2024-10-06 07:01:30
17119,7975331380,8574561.0,Azure Ray,AR,36,7554697.0,Nigma Galaxy,NGX,13,True,2024-10-06 07:00:57
17233,7975339818,9425660.0,Shadow Avengers,SAS,20,8629005.0,Flawless Goblins,Fg,41,False,2024-10-06 07:05:25
15901,7975350048,9395676.0,Shinigami gaming,Shin,35,9383024.0,Prodigy Of God,PoG,70,False,2024-10-06 07:14:19
17233,7975379382,8629005.0,Flawless Goblins,Fg,42,9425660.0,Shadow Avengers,SAS,29,True,2024-10-06 07:41:45
17119,7975406864,8728920.0,nouns,nouns,15,111474.0,Alliance,Alliance,23,False,2024-10-06 08:11:37
17119,7975410015,7554697.0,Nigma Galaxy,NGX,33,8574561.0,Azure Ray,AR,20,True,2024-10-06 08:10:49
15901,7975423047,9439525.0,Prodigy of God,PoG,12,9395676.0,Shinigami gaming,Shin,43,False,2024-10-06 08:18:11
17233,7975435012,9425660.0,Shadow Avengers,SAS,50,8629005.0,Flawless Goblins,Fg,21,True,2024-10-06 08:28:51
17233,7975483035,8629005.0,Flawless Goblins,Fg,27,9425660.0,Shadow Avengers,SAS,19,True,2024-10-06 09:06:54
17119,7975493346,8574561.0,Azure Ray,AR,32,7554697.0,Nigma Galaxy,NGX,20,True,2024-10-06 09:19:15
17119,7975496693,9338413.0,MOUZ,MOUZ,10,36.0,Natus Vincere,NAVI,35,False,2024-10-06 09:19:56
15901,7975520984,9524130.0,Dominion,DOM,42,9481964.0,Elite Eclipse,EE,34,True,2024-10-06 09:36:11
17119,7975567356,36.0,Natus Vincere,NAVI,32,9338413.0,MOUZ,MOUZ,12,True,2024-10-06 10:15:51
17119,7975593614,9351740.0,Invictus Gaming,iG,7,9303383.0,L1GA TEAM,L1,16,False,2024-10-06 10:34:52
15901,7975608364,9481964.0,Elite Eclipse,EE,23,9467024.0,Dominion,,45,False,2024-10-06 10:40:26
17119,7975646156,8375259.0,Infinity,Infinity,25,9545759.0,Waska,Waska,32,False,2024-10-06 11:12:16
17119,7975678493,9303383.0,L1GA TEAM,L1,21,9351740.0,Invictus Gaming,iG,26,False,2024-10-06 11:29:56
16274,7975734279,9518809.0,TEAM MIDAS,,37,,,,20,True,2024-10-06 12:03:01
16274,7975735093,,,,16,9142293.0,leman fanboys,leman,47,False,2024-10-06 12:03:30
16274,7975738468,8634419.0,«444» Squad,«444»,46,,,,8,True,2024-10-06 12:05:30
16274,7975743523,8854542.0,Team Tityan,Tity,18,9547412.0,pognavshe,pog,44,False,2024-10-06 12:08:32
15901,7975753783,9467229.0,Prodigy of God,POG,17,9467580.0,EYE GAMING,EYE,46,False,2024-10-06 12:15:24
16274,7975754376,9410195.0,ZakaZnie,[ZakaZnie],19,9344741.0,,,32,False,2024-10-06 12:14:59
16274,7975756570,9461701.0,1337,1337,46,,,,18,True,2024-10-06 12:16:18
17119,7975795134,9303383.0,L1GA TEAM,L1,5,9351740.0,Invictus Gaming,iG,32,False,2024-10-06 12:45:51
17119,7975795916,9545759.0,Waska,Waska,21,8375259.0,Infinity,Infinity,21,False,2024-10-06 12:41:59
15901,7975862271,9482420.0,EYE Gaming,EYE,34,9467229.0,Prodigy of God,POG,34,True,2024-10-06 13:15:27
16274,7975875150,9344741.0,,,39,9518809.0,TEAM MIDAS,,11,True,2024-10-06 13:22:20
16274,7975875289,,,,6,9547412.0,pognavshe,pog,36,False,2024-10-06 13:22:25
16274,7975877164,,,,37,9562955.0,,,22,True,2024-10-06 13:23:23
16274,7975880937,9530192.0,TARRASQUE TEAM,TRRSQ,2,,,,37,False,2024-10-06 13:25:26
17119,7975918514,8375259.0,Infinity,Infinity,29,9545759.0,Waska,Waska,35,True,2024-10-06 13:50:14
17119,7975935708,9247354.0,Team Falcons,FLCN,26,9498970.0,AVULUS,AVULUS,13,True,2024-10-06 14:07:40
16274,7975998510,9461701.0,1337,1337,31,9547412.0,pognavshe,pog,9,True,2024-10-06 14:27:11
16274,7976006269,8634419.0,«444» Squad,«444»,23,9115358.0,Naodnu,ASU,5,True,2024-10-06 14:31:10
16274,7976015795,9142293.0,leman fanboys,leman,27,9344741.0,,,13,True,2024-10-06 14:36:09
15901,7976032618,9395679.0,Shinigami Gaming,Shinigami,56,9563020.0,Elite Eclipse,,37,True,2024-10-06 14:45:32
17119,7976071241,9498970.0,AVULUS,AVULUS,6,9247354.0,Team Falcons,FLCN,23,False,2024-10-06 15:14:17
16251,7976079885,9297653.0,Not Today,NT,29,7777322.0,,,8,True,2024-10-06 15:10:01
17119,7976086048,9381678.0,Apex Genesis,Apex,9,8254400.0,beastcoast,bc,31,False,2024-10-06 15:17:51
16251,7976089193,9024302.0,SV1N,SV!N,22,9137901.0,,,37,False,2024-10-06 15:15:06
16251,7976089193,9024302.0,Palmolive,SV!N,22,9137901.0,,,37,False,2024-10-06 15:15:06
16274,7976112693,9461701.0,1337,1337,15,9142293.0,leman fanboys,leman,55,False,2024-10-06 15:27:01
15901,7976169603,9563020.0,Elite Eclipse,,28,9395679.0,Shinigami Gaming,Shinigami,40,False,2024-10-06 15:57:58
16251,7976171032,9433856.0,xdxdxd,XD,28,9297653.0,Not Today,NT,16,True,2024-10-06 15:59:17
17119,7976180048,9303484.0,HEROIC,Heroic,24,8291895.0,Tundra Esports,Tundra,6,True,2024-10-06 16:11:05
17119,7976210737,8254400.0,beastcoast,bc,24,9381678.0,Apex Genesis,Apex,9,True,2024-10-06 16:23:58
16274,7976224366,8634419.0,«444» Squad,«444»,36,9142293.0,leman fanboys,leman,7,True,2024-10-06 16:28:19
16635,7976547101,8957156.0,Silent killer,sK,12,8849817.0,ZEUS THUNDER GOD,ZTG,22,False,2024-10-06 19:52:45
17064,7976565439,9530392.0,Cinder Wolves,CW,8,9525152.0,Arduina Gaming,Ard,26,False,2024-10-06 20:21:51
17064,7976653036,9525152.0,Arduina Gaming,Ard,36,9530392.0,Cinder Wolves,CW,9,True,2024-10-06 21:28:41
16635,7976653735,8850100.0,TOXIC TEAM,Tt,17,8987220.0,HolyTeam,HT,31,False,2024-10-06 21:30:49
16635,7976688089,8987220.0,HolyTeam,HT,37,8850100.0,TOXIC TEAM,Tt,27,True,2024-10-06 22:14:38
17064,7976719141,8986802.0,Maycam Evolve,EV.,29,9467212.0,Savage Gaming,SAVAG,23,True,2024-10-06 22:59:13
16635,7976719761,8849833.0,VERTEX PACK,vP,19,8970060.0,Moonwalkers,MW,29,False,2024-10-06 23:01:32
16635,7976743204,8970060.0,Moonwalkers,MW,14,8849833.0,VERTEX PACK,vP,14,True,2024-10-06 23:42:07
17064,7976772849,9467212.0,Savage Gaming,SAVAG,30,8986802.0,Maycam Evolve,EV.,32,False,2024-10-07 00:35:27
16635,7976773416,8849837.0,FALL VICTIMS,FV,32,8850016.0,FLYING FORTUNE,Ff,22,True,2024-10-07 00:36:35
16635,7976794324,8850016.0,FLYING FORTUNE,Ff,26,8849837.0,FALL VICTIMS,FV,37,False,2024-10-07 01:15:34
17233,7976896251,8629315.0,Wiser Warriors,WW,21,8629324.0,Swift Knights,Sk,32,False,2024-10-07 04:03:27
16313,7976898298,9332084.0,Lighting Legends,LL,21,9330492.0,Iconic,ICo,34,False,2024-10-07 04:04:22
16313,7976925093,9330492.0,Iconic,ICo,30,9332084.0,Lighting Legends,LL,52,False,2024-10-07 04:46:39
16313,7976956664,9332084.0,Lighting Legends,LL,41,9330492.0,Iconic,ICo,55,False,2024-10-07 05:34:03
17233,7976996552,8629317.0,Bright Crusaders,Bc,45,8629014.0,Dragon Blood,DB,66,False,2024-10-07 06:28:58
15901,7976999386,9395676.0,Shinigami gaming,Shin,21,9270745.0,Elite Eclipse,EE,45,False,2024-10-07 06:32:28
16313,7977002146,9018528.0,Crew X,CrX,30,8893840.0,Big Bang Gaming,BB,45,True,2024-10-07 06:35:19
17119,7977018485,7554697.0,Nigma Galaxy,NGX,25,8375259.0,Infinity,Infinity,34,False,2024-10-07 07:00:29
15901,7977038883,9270745.0,Elite Eclipse,EE,38,9395676.0,Shinigami gaming,Shin,29,True,2024-10-07 07:19:48
17233,7977042968,8629014.0,Dragon Blood,DB,37,8629317.0,Bright Crusaders,Bc,22,True,2024-10-07 07:25:00
16313,7977043951,8893840.0,Big Bang Gaming,BB,28,9018528.0,Crew X,CrX,37,False,2024-10-07 07:25:41
16313,7977084105,8864178.0,Marvelous Warriors,MW,14,8893837.0,Parallel eSports,PeS,35,False,2024-10-07 08:10:30
17119,7977090502,8375259.0,Infinity,Infinity,17,7554697.0,Nigma Galaxy,NGX,39,False,2024-10-07 08:22:30
15901,7977101999,9524130.0,Dominion,DOM,38,9467580.0,EYE GAMING,EYE,25,True,2024-10-07 08:30:11
16313,7977121556,8893837.0,Parallel eSports,PeS,36,8864178.0,Marvelous Warriors,MW,47,False,2024-10-07 08:50:27
17119,7977150376,7554697.0,Nigma Galaxy,NGX,18,8375259.0,Infinity,Infinity,29,False,2024-10-07 09:25:11
16313,7977168976,8864178.0,Marvelous Warriors,MW,35,8893837.0,Parallel eSports,PeS,29,True,2024-10-07 09:40:19
17233,7977169297,8629005.0,Flawless Goblins,Fg,34,9425660.0,Shadow Avengers,SAS,25,True,2024-10-07 09:43:52
15901,7977174909,9467580.0,EYE GAMING,EYE,40,9524130.0,Dominion,DOM,48,False,2024-10-07 09:46:40
16313,7977215659,9018543.0,Hustlers,HS,32,9330489.0,ThunderLab,TL,20,True,2024-10-07 10:29:13
17233,7977218373,8629318.0,Mad Monkeys,Mm,18,9425656.0,LSG,LSG,33,False,2024-10-07 10:32:33
17119,7977231132,8254400.0,beastcoast,bc,23,9303383.0,L1GA TEAM,L1,42,False,2024-10-07 10:51:32
17233,7977256320,9425656.0,LSG,LSG,39,8629318.0,Mad Monkeys,Mm,26,True,2024-10-07 11:07:59
16313,7977259281,9330489.0,ThunderLab,TL,20,9018543.0,Hustlers,HS,39,False,2024-10-07 11:10:09
15901,7977284672,9223797.0,Prodigy of God,,32,9440022.0,Elite Eclipse,EE,18,True,2024-10-07 11:32:50
17233,7977320627,8629315.0,Wiser Warriors,WW,19,8629318.0,Mad Monkeys,Mm,8,True,2024-10-07 12:02:14
17119,7977339226,9303383.0,L1GA TEAM,L1,8,8254400.0,beastcoast,bc,25,False,2024-10-07 12:16:19
15901,7977348484,9440022.0,Elite Eclipse,EE,39,9223797.0,Prodigy of God,,23,True,2024-10-07 12:20:30
17233,7977373696,8629318.0,Mad Monkeys,Mm,30,8629315.0,Wiser Warriors,WW,28,False,2024-10-07 12:38:41
17119,7977416843,9303383.0,L1GA TEAM,L1,23,8254400.0,beastcoast,bc,39,False,2024-10-07 13:11:56
15901,7977417745,9223797.0,Prodigy of God,,29,9440022.0,Elite Eclipse,EE,38,False,2024-10-07 13:06:55
17233,7977432794,8629317.0,Bright Crusaders,Bc,35,8629324.0,Swift Knights,Sk,21,True,2024-10-07 13:19:27
