leagueid,match_id,radiant_team_id,radiant.name,radiant.tag,radiant_score,dire_team_id,dire.name,dire.tag,dire_score,radiant_win
13809,6363853826,,,,30,,,,33,False
13796,6363864501,,,,38,,,,21,True
13754,6363870824,,,,34,,,,46,True
13716,6363898944,,,,15,,,,28,False
13796,6363904302,,,,19,,,,32,False
13809,6363920932,,,,7,,,,28,False
13754,6363930256,,,,22,,,,39,False
13796,6363960098,,,,33,,,,35,False
13690,6363971889,,,,37,,,,28,True
13809,6363972760,,,,26,,,,10,True
13690,6363984212,,,,30,,,,44,False
13796,6364028205,,,,37,,,,10,True
13709,6364034063,,,,9,,,,30,False
13809,6364040396,,,,40,,,,47,True
13690,6364047879,,,,46,,,,37,True
13690,6364062621,,,,31,,,,38,False
13709,6364115669,,,,25,,,,10,True
13809,6364133903,,,,37,,,,28,True
13690,6364158764,,,,48,,,,20,True
13690,6364171107,,,,39,,,,26,True
13809,6364246286,,,,45,,,,40,True
13690,6364257041,,,,36,,,,40,False
13690,6364262218,,,,16,,,,51,False
13710,6364343018,,,,3,,,,19,False
13690,6364375812,,,,20,,,,53,False
13690,6364381755,,,,32,,,,28,True
13379,6364466548,,,,29,,,,23,False
13690,6364468144,,,,46,,,,30,True
13710,6364487473,,,,25,,,,8,True
13690,6364488361,,,,4,,,,30,False
13379,6364612760,,,,21,,,,33,False
13710,6364652066,,,,32,,,,11,True
13379,6364724655,,,,18,,,,42,False
13710,6364770307,,,,28,,,,16,True
13710,6364872935,,,,42,,,,15,True
13742,6364963200,,,,20,,,,34,False
13712,6364996213,,,,19,,,,26,False
13710,6364996931,,,,21,,,,19,True
13742,6365076439,,,,20,,,,46,False
13712,6365098468,,,,28,,,,21,True
13712,6365199219,,,,26,,,,38,False
13712,6365273349,,,,22,,,,31,False
13712,6365320074,,,,10,,,,31,False
13863,6365421077,,,,16,,,,25,False
13863,6365459437,,,,30,,,,25,True
13863,6365511876,,,,35,,,,35,False
13748,6365519486,,,,9,,,,47,False
13754,6365521536,,,,16,,,,33,False
13863,6365564046,,,,25,,,,39,False
13754,6365590209,,,,26,,,,9,True
13748,6365597880,,,,55,,,,14,True
13863,6365620266,,,,15,,,,30,False
13754,6365647930,,,,39,,,,31,True
13863,6365662212,,,,35,,,,38,True
13747,6365716911,,,,32,,,,32,True
13754,6365729019,,,,38,,,,11,True
13754,6365808609,,,,8,,,,29,False
13747,6365823926,,,,31,,,,38,False
13690,6365890029,,,,35,,,,10,True
13690,6365901025,,,,18,,,,40,False
13690,6365953214,,,,38,,,,45,False
13690,6365965811,,,,52,,,,43,True
13809,6365969958,,,,31,,,,11,True
13747,6365974399,,,,15,,,,42,False
13690,6366052908,,,,46,,,,38,False
13809,6366060715,,,,15,,,,33,False
13690,6366069988,,,,25,,,,35,False
13747,6366082993,,,,26,,,,13,True
13690,6366173492,,,,23,,,,44,False
13690,6366180070,,,,25,,,,42,False
13738,6366259080,,,,36,,,,19,True
13690,6366276534,,,,40,,,,15,True
13690,6366301241,,,,44,,,,20,True
13738,6366390499,,,,28,,,,48,False
13379,6366393850,,,,23,,,,13,True
13690,6366408266,,,,37,,,,8,True
13690,6366437250,,,,47,,,,20,True
13690,6366497400,,,,26,,,,30,True
13379,6366529805,,,,28,,,,10,True
13690,6366532519,,,,31,,,,56,False
13690,6366618347,,,,27,,,,13,True
13738,6366619988,,,,19,,,,34,False
13713,6366642541,,,,26,,,,7,True
13738,6366735857,,,,38,,,,32,True
13379,6366740226,,,,45,,,,18,True
13713,6366742020,,,,20,,,,12,True
13379,6366838241,,,,23,,,,37,False
13738,6366843870,,,,30,,,,16,True
13741,6366953361,,,,14,,,,36,False
13741,6367057102,,,,44,,,,18,True
13741,6367165592,,,,7,,,,25,False
13741,6367227139,,,,23,,,,11,True
13741,6367270891,,,,11,,,,24,False
13754,6367461459,,,,49,,,,21,True
13716,6367509201,,,,9,,,,28,False
13754,6367530633,,,,26,,,,13,True
13716,6367569188,,,,12,,,,28,False
13754,6367599297,,,,38,,,,21,True
13754,6367672237,,,,21,,,,41,False
13716,6367720960,,,,34,,,,16,True
13754,6367752118,,,,28,,,,24,True
13716,6367807103,,,,40,,,,14,True
13754,6367841478,,,,29,,,,22,True
13690,6367895537,,,,33,,,,30,True
13716,6367897376,,,,35,,,,23,True
13690,6367908844,,,,39,,,,27,True
13710,6367972665,,,,5,,,,26,False
13690,6367973442,,,,39,,,,37,True
13690,6367985838,,,,26,,,,46,False
13809,6368001940,,,,16,,,,38,False
13716,6368056104,,,,21,,,,25,False
13690,6368056364,,,,45,,,,16,True
13710,6368081750,,,,27,,,,8,True
13690,6368088932,,,,10,,,,32,False
13809,6368107525,,,,31,,,,10,True
13690,6368154987,,,,23,,,,44,False
13690,6368162935,,,,38,,,,42,True
13716,6368268407,,,,6,,,,21,False
13690,6368270101,,,,28,,,,45,False
13690,6368314941,,,,44,,,,65,False
13709,6368316183,,,,24,,,,34,False
13690,6368365814,,,,17,,,,36,False
13690,6368456714,,,,49,,,,25,True
13690,6368483982,,,,45,,,,55,True
13709,6368489982,,,,13,,,,23,False
13709,6368620208,,,,28,,,,12,True
13690,6368632189,,,,43,,,,16,True
13713,6368645152,,,,11,,,,25,False
13690,6368713411,,,,33,,,,21,True
13709,6368734507,,,,26,,,,54,False
13713,6368746050,,,,40,,,,30,True
13709,6368891824,,,,27,,,,7,True
13742,6368919415,,,,30,,,,39,False
13712,6368926901,,,,0,,,,0,True
13712,6368962336,,,,2,,,,2,True
13712,6368967414,,,,27,,,,13,True
13709,6368990292,,,,31,,,,19,True
13742,6369001876,,,,36,,,,44,False
13712,6369035961,,,,21,,,,30,False
13742,6369120043,,,,40,,,,44,False
13712,6369126868,,,,17,,,,23,False
13712,6369182596,,,,17,,,,28,False
13742,6369185189,,,,33,,,,15,True
13742,6369224088,,,,29,,,,39,False
13754,6369351274,,,,26,,,,32,False
13796,6369358251,,,,18,,,,36,False
13809,6369359928,,,,19,,,,42,False
13716,6369394437,,,,20,,,,10,True
13796,6369397429,,,,32,,,,19,True
13754,6369416253,,,,19,,,,31,False
13809,6369417740,,,,21,,,,34,False
13716,6369437159,,,,21,,,,38,False
13796,6369438858,,,,28,,,,15,True
13754,6369468964,,,,11,,,,33,False
13809,6369473365,,,,32,,,,23,True
13796,6369475415,,,,29,,,,39,False
13796,6369522493,,,,30,,,,23,False
13809,6369523111,,,,40,,,,26,True
13716,6369539260,,,,30,,,,31,False
13748,6369542455,,,,35,,,,23,True
13754,6369545123,,,,47,,,,25,True
13796,6369564430,,,,21,,,,7,True
13809,6369575975,,,,29,,,,26,True
13748,6369606679,,,,31,,,,22,True
13796,6369607381,,,,15,,,,31,False
13716,6369607887,,,,6,,,,20,False
13754,6369614151,,,,26,,,,52,False
13716,6369655877,,,,26,,,,15,True
13796,6369661368,,,,26,,,,16,True
13690,6369671616,,,,29,,,,16,True
13690,6369671839,,,,41,,,,71,False
13796,6369715347,,,,38,,,,24,True
13748,6369715695,,,,23,,,,11,True
13690,6369729654,,,,26,,,,36,False
13690,6369748299,,,,62,,,,35,True
13796,6369789320,,,,29,,,,34,False
13748,6369792594,,,,20,,,,8,True
13690,6369813377,,,,27,,,,33,False
13690,6369835784,,,,20,,,,29,False
13748,6369871719,,,,36,,,,21,True
13690,6369891971,,,,54,,,,39,True
13690,6369915425,,,,32,,,,43,False
13710,6369999131,,,,41,,,,35,True
13690,6370020955,,,,44,,,,26,True
13690,6370112202,,,,55,,,,40,True
13379,6370113018,,,,18,,,,27,False
13690,6370132664,,,,51,,,,30,True
13710,6370148886,,,,28,,,,33,True
13379,6370210371,,,,28,,,,35,False
13690,6370222666,,,,20,,,,67,False
13710,6370262669,,,,30,,,,34,False
13690,6370264286,,,,23,,,,34,False
13740,6370293496,,,,15,,,,42,False
13740,6370383420,,,,37,,,,23,True
13740,6370487543,,,,17,,,,41,False
13742,6370584268,,,,34,,,,6,True
13742,6370655300,,,,29,,,,39,False
13742,6370727759,,,,34,,,,33,False
13713,6370748869,,,,36,,,,14,True
13713,6370791990,,,,19,,,,46,False
13754,6370972011,,,,46,,,,50,False
13796,6370979176,,,,20,,,,35,False
13716,6371012038,,,,40,,,,27,True
13796,6371019615,,,,42,,,,28,True
13754,6371022966,,,,41,,,,32,True
13796,6371063506,,,,38,,,,32,True
13754,6371068810,,,,29,,,,19,True
13716,6371069896,,,,15,,,,33,False
13796,6371106834,,,,21,,,,24,True
13754,6371124007,,,,10,,,,38,False
13796,6371143660,,,,14,,,,24,False
13716,6371159514,,,,24,,,,30,False
13754,6371180683,,,,19,,,,41,False
13796,6371192917,,,,33,,,,23,True
13716,6371219020,,,,25,,,,7,True
13796,6371241441,,,,31,,,,10,True
13754,6371241581,,,,35,,,,24,True
13796,6371283859,,,,39,,,,46,False
13690,6371294700,,,,32,,,,10,True
13690,6371301210,,,,37,,,,34,False
13740,6371338013,,,,38,,,,45,False
13716,6371345336,,,,17,,,,26,False
13690,6371346908,,,,45,,,,45,False
13796,6371356137,,,,37,,,,19,True
13690,6371384747,,,,56,,,,40,True
13796,6371413668,,,,42,,,,15,True
13716,6371416645,,,,37,,,,5,True
13740,6371435182,,,,14,,,,39,False
13690,6371437288,,,,51,,,,25,True
13796,6371475673,,,,35,,,,12,True
13690,6371494136,,,,36,,,,5,True
13740,6371535410,,,,33,,,,13,True
13690,6371539745,,,,41,,,,16,True
13690,6371564692,,,,47,,,,44,False
13690,6371609490,,,,31,,,,25,True
13738,6371647256,,,,18,,,,26,False
13690,6371702059,,,,59,,,,48,True
13690,6371702409,,,,59,,,,35,True
13379,6371736896,,,,7,,,,25,False
13738,6371794453,,,,22,,,,44,False
13690,6371804001,,,,31,,,,45,False
13690,6371825968,,,,35,,,,6,True
13379,6371826961,,,,20,,,,34,False
13690,6371889606,,,,0,,,,0,True
13738,6371895283,,,,35,,,,17,True
13690,6371912251,,,,40,,,,31,True
13379,6371931618,,,,47,,,,37,True
13738,6372000049,,,,26,,,,15,True
13379,6372080647,,,,40,,,,45,True
13738,6372109780,,,,13,,,,30,False
13379,6372186497,,,,27,,,,30,False
13741,6372216996,,,,13,,,,35,False
13741,6372302305,,,,9,,,,24,False
13741,6372355177,,,,27,,,,14,True
13742,6372405198,,,,40,,,,26,True
13742,6372455982,,,,35,,,,23,True
13742,6372492379,,,,19,,,,30,False
13754,6372615755,,,,42,,,,12,True
13796,6372631588,,,,15,,,,26,False
13748,6372657049,,,,12,,,,24,False
13754,6372659539,,,,11,,,,28,False
13796,6372664984,,,,16,,,,37,False
13796,6372700241,,,,30,,,,28,True
13748,6372700282,,,,46,,,,21,True
13754,6372706549,,,,24,,,,25,True
13796,6372741809,,,,25,,,,26,False
13754,6372759113,,,,42,,,,30,True
13796,6372788450,,,,43,,,,34,True
13747,6372805002,,,,40,,,,25,True
13754,6372822504,,,,42,,,,27,True
13796,6372840299,,,,30,,,,19,True
13747,6372878817,,,,10,,,,21,False
13754,6372884776,,,,42,,,,29,True
13796,6372895742,,,,41,,,,39,False
13690,6372923988,,,,28,,,,44,False
13690,6372925301,,,,15,,,,35,False
13796,6372957271,,,,18,,,,20,False
13747,6372962816,,,,38,,,,10,True
13690,6372980140,,,,30,,,,40,False
13690,6372984539,,,,21,,,,41,False
13796,6373008810,,,,26,,,,11,True
13690,6373045809,,,,19,,,,41,False
13690,6373051950,,,,43,,,,43,False
13379,6373058333,,,,37,,,,23,True
13747,6373082609,,,,22,,,,21,False
13690,6373135608,,,,43,,,,31,True
13690,6373137437,,,,38,,,,25,True
13379,6373166453,,,,33,,,,10,True
13690,6373226819,,,,44,,,,22,True
13690,6373232578,,,,16,,,,20,False
13738,6373251015,,,,32,,,,41,False
13690,6373320086,,,,39,,,,45,False
13690,6373355854,,,,26,,,,44,False
13738,6373387056,,,,5,,,,26,False
13690,6373433957,,,,41,,,,21,True
13690,6373445758,,,,23,,,,32,False
13379,6373473785,,,,33,,,,18,True
13690,6373515609,,,,17,,,,51,False
13690,6373526751,,,,25,,,,56,False
13740,6373561201,,,,26,,,,33,False
13379,6373570379,,,,25,,,,11,True
13379,6373661558,,,,20,,,,11,True
13740,6373683932,,,,28,,,,36,False
13379,6373744618,,,,32,,,,14,True
13379,6373829386,,,,15,,,,35,False
13741,6373847113,,,,15,,,,32,False
13741,6373930289,,,,29,,,,40,False
13741,6374036150,,,,7,,,,38,False
13741,6374084318,,,,35,,,,21,True
13754,6374273815,,,,46,,,,26,True
13796,6374277023,,,,25,,,,36,False
13748,6374324911,,,,37,,,,28,True
13796,6374328911,,,,16,,,,16,False
13754,6374345752,,,,59,,,,60,True
13796,6374368111,,,,22,,,,44,False
13748,6374378734,,,,13,,,,48,False
13796,6374408142,,,,30,,,,23,True
13754,6374421064,,,,45,,,,35,True
13748,6374440278,,,,14,,,,46,False
13796,6374451406,,,,21,,,,27,False
13754,6374485019,,,,29,,,,35,False
13796,6374495900,,,,40,,,,27,True
13748,6374503989,,,,24,,,,23,False
13796,6374549065,,,,24,,,,36,False
13754,6374553138,,,,42,,,,43,True
13748,6374593916,,,,24,,,,29,False
13796,6374606244,,,,20,,,,33,False
13754,6374635969,,,,22,,,,47,False
13796,6374661671,,,,15,,,,18,False
13710,6374662723,,,,15,,,,18,False
13747,6374686502,,,,26,,,,35,False
13796,6374712188,,,,31,,,,30,True
13710,6374758416,,,,21,,,,28,False
13690,6374764455,,,,30,,,,45,False
13877,6374770713,,,,24,,,,42,False
13747,6374805503,,,,19,,,,34,False
13877,6374836815,,,,34,,,,33,True
13690,6374857983,,,,41,,,,23,True
13710,6374880117,,,,30,,,,5,True
13747,6374922008,,,,8,,,,37,False
13877,6374954193,,,,38,,,,21,True
13690,6374968021,,,,22,,,,42,False
13877,6375043361,,,,28,,,,45,False
13709,6375044197,,,,21,,,,34,False
13690,6375081063,,,,45,,,,41,True
13877,6375167384,,,,57,,,,32,True
13709,6375184283,,,,6,,,,28,False
13690,6375212277,,,,37,,,,38,False
13877,6375267783,,,,52,,,,50,False
13713,6375269958,,,,26,,,,5,True
13709,6375302544,,,,5,,,,26,False
13690,6375306786,,,,40,,,,56,False
13713,6375367664,,,,41,,,,16,True
13690,6375389096,,,,53,,,,43,True
13709,6375395980,,,,33,,,,12,True
13713,6375551184,,,,39,,,,15,True
13713,6375622578,,,,27,,,,29,False
13713,6375705271,,,,45,,,,28,True
13712,6375770323,,,,20,,,,43,False
13712,6375827234,,,,18,,,,34,False
13754,6375960636,,,,0,,,,0,False
13796,6375969428,,,,26,,,,23,True
13754,6375976286,,,,49,,,,39,True
13748,6376005519,,,,32,,,,27,False
13716,6376006008,,,,39,,,,43,True
13796,6376015979,,,,24,,,,32,False
13754,6376028755,,,,28,,,,56,False
13748,6376062989,,,,48,,,,40,True
13716,6376066251,,,,32,,,,19,True
13796,6376066811,,,,34,,,,37,True
13754,6376086266,,,,19,,,,33,False
13796,6376111259,,,,27,,,,37,False
13716,6376124038,,,,33,,,,31,True
13754,6376154886,,,,31,,,,15,True
13796,6376156759,,,,13,,,,47,False
13747,6376157655,,,,38,,,,27,True
13716,6376192769,,,,35,,,,19,True
13796,6376208699,,,,44,,,,20,True
13747,6376235400,,,,49,,,,28,True
13716,6376265340,,,,18,,,,28,False
13796,6376268485,,,,15,,,,30,False
13690,6376291923,,,,15,,,,42,False
13690,6376293478,,,,44,,,,24,True
13796,6376311817,,,,40,,,,12,True
13747,6376314584,,,,9,,,,34,False
13690,6376362491,,,,40,,,,25,True
13690,6376365044,,,,13,,,,33,False
13709,6376373759,,,,26,,,,40,False
13690,6376444444,,,,17,,,,43,False
13690,6376453657,,,,33,,,,11,True
13709,6376497191,,,,53,,,,17,True
13690,6376536986,,,,23,,,,33,False
13690,6376541990,,,,43,,,,35,True
13690,6376625666,,,,32,,,,20,True
13710,6376644880,,,,38,,,,32,True
13690,6376657415,,,,26,,,,41,False
13877,6376767622,,,,6,,,,35,False
13690,6376776982,,,,14,,,,32,False
13710,6376857757,,,,22,,,,4,True
13690,6376862039,,,,25,,,,45,False
13877,6376889197,,,,48,,,,41,True
13690,6376967687,,,,32,,,,18,True
13710,6376988946,,,,30,,,,43,False
13710,6377148763,,,,18,,,,29,False
13710,6377276354,,,,7,,,,22,False
13742,6377281154,,,,45,,,,46,False
13712,6377304279,,,,16,,,,35,False
13710,6377346999,,,,36,,,,21,True
13742,6377383408,,,,29,,,,24,True
13712,6377387521,,,,11,,,,37,False
13712,6377451398,,,,46,,,,39,False
13712,6377535129,,,,33,,,,16,True
13712,6377581275,,,,38,,,,24,True
13754,6377758027,,,,53,,,,48,True
13748,6377804880,,,,30,,,,35,True
13754,6377834599,,,,41,,,,52,True
13748,6377894338,,,,36,,,,25,True
13754,6377911292,,,,37,,,,16,True
13754,6377972719,,,,24,,,,64,False
13748,6377990679,,,,41,,,,20,True
13809,6378013949,,,,38,,,,53,False
13754,6378052445,,,,12,,,,37,False
13747,6378094655,,,,11,,,,41,False
13809,6378120229,,,,28,,,,33,False
13754,6378150089,,,,40,,,,34,True
13690,6378188736,,,,40,,,,45,True
