white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
FM,Slovak_fighter2000,2617,0 - 1,GM,MagnusCarlsen,3256
GM,Hikaru,3324,1 - 0,FM,Tssunami,2490
FM,banhgiahuy2606,2726,0 - 1,GM,nihalsarin,3124
GM,NikoTheodorou,3131,1 - 0,NM,b_6,2572
WGM,savitha1030,2594,0 - 1,GM,Firouzja2003,3199
GM,DenLaz,3161,1 - 0,FM,Ginzburg_Yakov,2562
GM,Mikhail_Golubev,2724,0 - 1,GM,vi_pranav,3032
GM,artooon,3064,1 - 0,FM,dennisodessa,2729
FM,andrew-blr,2578,0 - 1,GM,mishanick,3099
GM,wonderfultime,3063,1 - 0,IM,Snowball-03,2637
FM,Lion-Al-Messi,2668,0 - 1,GM,BogdanDeac,3035
GM,FairChess_on_YouTube,3130,1 - 0,FM,Chess_Diligent,2600
GM,tetrix83,2661,1 - 0,GM,jefferyx,2999
GM,Msb2,3016,1 - 0,CM,aanshnerurkar,2578
FM,Oleg_Papayan,2592,0 - 1,GM,amintabatabaei,3005
GM,sergoy,3028,1 - 0,FM,SmirnovAlexandrA,2543
FM,GrigorDilanyan,2679,0 - 1,GM,Polish_fighter3000,3200
GM,SpeedofLight0,3069,0 - 1,FM,CDOEspiao,2560
IM,Unfazed7777,2640,0 - 1,GM,Oleksandr_Bortnyk,3095
GM,dropstoneDP,3076,1 - 0,CM,AlbusSevresPotter,2591
FM,Aryan_Tamadon,2620,0 - 1,GM,LiemLe,3132
GM,LastGladiator1,3001,1 - 0,NM,LSChess,2530
FM,ahkashefi2800,2546,0 - 1,GM,Macho_2006,2929
GM,KuybokarovTemur,3040,1 - 0,NM,Tonychess32,2551
GM,chesstrainer2042,2645,0 - 1,IM,Rud_Makarian,3009
GM,frederiksvane,2980,1 - 0,FM,CrimeFightingSpider07,2614
IM,HK1974,2600,0 - 1,GM,DanielNaroditsky,3083
IM,Kacparov,3000,1 - 0,NM,WanderingPuppet,2580
FM,A4RookA3,2550,0 - 1,GM,MetiForce,2971
GM,GMBenjaminBok,3094,1 - 0,FM,littlepinkyboy,2511
FM,Acva-Alenok,2589,1 - 0,IM,tsaruk_maks,2926
GM,rasmussvane,2952,1 - 0,FM,Sem1901,2553
CM,MRPedegru25,2580,1 - 0,GM,FGHSMN,2914
IM,MITerryble,3075,1 - 0,FM,TheKingDoctor,2590
FM,JERO-8914,2536,0 - 1,FM,rezamahdavi2008,2948
GM,AryanTari,2986,½ - ½,WCM,thealphalion86,2553
FM,nicolai1950,2617,0 - 1,IM,mind1mover,2967
GM,DrVelja,2966,1 - 0,IM,ural58,2519
IM,AleksanderHnydiuk,2529,0 - 1,GM,Grandelicious,2978
GM,Sanan_Sjugirov,2994,1 - 0,FM,Raudra_dhari,2586
CM,b0103232338,2584,0 - 1,GM,Sychev_on_YouTube,2876
GM,alexrustemov,2879,1 - 0,IM,HackingKid98,2603
CM,Queensandpawns,2481,0 - 1,GM,Beca95,3018
IM,Keranke,3000,1 - 0,WIM,secretsuperstar7,2492
CM,zverr1,2615,0 - 1,GM,Vaathi_Coming,2998
GM,PeacefulWarrior888,2775,1 - 0,WGM,meoluoi91,2621
WIM,UF_10,2524,0 - 1,GM,FXDon77,2927
GM,Sam_ChessMood,2987,1 - 0,CM,ChessPlayer522009,2522
NM,ZachHKL,2498,0 - 1,GM,FormerProdigy,2937
GM,baki83,2929,1 - 0,FM,tinnakrit,2595
NM,rabbinicalwarrior,2515,0 - 1,GM,bancsoo,3003
