white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
FM,Giorno,2479,0 - 1,GM,Hikaru,3276
GM,DanielNaroditsky,3049,1 - 0,FM,biostatistician,2568
NM,harshu27,2525,0 - 1,GM,Firouzja2003,3188
GM,LyonBeast,3125,1 - 0,FM,SouS007,2471
FM,TheKingDoctor,2559,0 - 1,GM,Bigfish1995,3064
GM,Oleksandr_Bortnyk,3111,1 - 0,FM,YEIKO2017,2441
IM,ural58,2512,½ - ½,GM,mishanick,3038
GM,LevonAronian,3039,1 - 0,FM,szachmistrz2500,2528
FM,Cambek64,2413,0 - 1,GM,Polish_fighter3000,3057
GM,shimastream,3025,1 - 0,CM,GameOverBro,2602
FM,Michalczak,2470,0 - 1,GM,Grischuk,3058
GM,Duhless,3105,1 - 0,CM,RaugintaBulba,2452
FM,Fandorin779,2511,0 - 1,GM,Msb2,3112
GM,GM_dmitrij,3002,1 - 0,IM,DrMamaliga,2477
FM,Marcin,2550,0 - 1,GM,Jospem,3102
GM,RaunakSadhwani2005,3086,1 - 0,FM,vidavi,2388
IM,vladoboch,2424,0 - 1,GM,FairChess_on_YouTube,3064
GM,Beca95,2990,1 - 0,NM,OtherGabe,2464
FM,MFatigue,2541,0 - 1,GM,BogdanDeac,3106
GM,jefferyx,3067,1 - 0,IM,BigAl,2536
IM,gpeloui,2429,1 - 0,GM,sergoy,2956
GM,dropstoneDP,3016,1 - 0,FM,DvaHrasta,2498
NM,pooh2012,2657,0 - 1,GM,sergiochess83,2983
GM,Njal28,3041,1 - 0,FM,Haykoooo0o,2419
WFM,Lady_Nika,2540,0 - 1,GM,rasmussvane,2941
GM,Hikaru,3276,½ - ½,IM,Macron20hTF1,2564
FM,Oleg_Papayan,2563,½ - ½,GM,DanielNaroditsky,3049
GM,Firouzja2003,3188,1 - 0,FM,DefiantChair,2589
FM,SRob2003,2695,0 - 1,GM,LyonBeast,3125
GM,Bigfish1995,3064,1 - 0,GM,CaspiIsrael,2746
FM,LoydBlankenship,2589,0 - 1,GM,Oleksandr_Bortnyk,3111
CM,londonkid,2582,0 - 1,GM,LevonAronian,3039
GM,Polish_fighter3000,3057,1 - 0,IM,Djager97,2508
GM,vincentmasuka,2586,1 - 0,GM,shimastream,3025
GM,Grischuk,3058,1 - 0,FM,Isajevsky_Anton,2691
NM,woodpusher52,2507,0 - 1,GM,Duhless,3105
GM,Msb2,3112,1 - 0,FM,varunkrishnanchess,2577
FM,luksona14,2706,0 - 1,GM,GM_dmitrij,3002
GM,Jospem,3102,1 - 0,FM,SaqoChess_Coach,2619
NM,wgraif,2674,0 - 1,GM,RaunakSadhwani2005,3086
GM,FairChess_on_YouTube,3064,1 - 0,FM,WPWPWP-2015,2596
IM,annasargsyan_m,2653,½ - ½,GM,Beca95,2990
GM,BogdanDeac,3106,1 - 0,CM,koncheto,2482
CM,maksimys18,2505,0 - 1,GM,jefferyx,3067
NM,szachuspl,2673,0 - 1,GM,dropstoneDP,3016
GM,sergiochess83,2983,1 - 0,NM,Championnn-9,2445
FM,Orest_Vovk,2521,0 - 1,GM,Njal28,3041
GM,rasmussvane,2941,1 - 0,IM,Schekachikhin_Maksim,2630
GM,Elsa167,2782,1 - 0,FM,Payyappat,2477
FM,djogrodek1,2574,0 - 1,GM,VincentKeymer,3127
GM,KNVB,2814,0 - 1,GM,Firouzja2003,3188
GM,LyonBeast,3125,1 - 0,GM,Rodalquilar,2778
GM,alexrustemov,2899,0 - 1,GM,Bigfish1995,3064
GM,Oleksandr_Bortnyk,3111,1 - 0,FM,German_Bazeev,2902
GM,LevonAronian,3039,1 - 0,IM,Sawatdeekhrap,2737
FM,ChessicallyInclined,2841,0 - 1,GM,Polish_fighter3000,3057
IM,josiwales,Unrated,1 - 0,GM,Grischuk,3058
GM,Duhless,3105,1 - 0,IM,2bf41-0,2834
GM,AvitalBor,2793,0 - 1,GM,Msb2,3112
GM,GM_dmitrij,3002,0 - 1,GM,Dedic8,2930
IM,I_am_Javi,2739,½ - ½,GM,Jospem,3102
GM,RaunakSadhwani2005,3086,1 - 0,GM,tdf98pantani,2752
FM,carokannlover213,2850,0 - 1,GM,FairChess_on_YouTube,3064
FM,zimmm36,2686,0 - 1,GM,BogdanDeac,3106
GM,jefferyx,3067,1 - 0,IM,albi1999,2658
GM,dropstoneDP,3016,½ - ½,GM,Aygehovit1992,2723
FM,AlexKhripachenko,2831,1 - 0,GM,sergiochess83,2983
GM,Njal28,3041,1 - 0,FM,lefonghua,2478
GM,cassoulet,2835,0 - 1,GM,rasmussvane,2941
FM,AlexPapasimakopoulos,2723,0 - 1,GM,Elsa167,2782
GM,VincentKeymer,3127,1 - 0,FM,BlackBoarder,2739
IM,Vuk2000,2859,0 - 1,GM,Zhigalko_Sergei,2912
IM,MiFerz44,2766,1 - 0,GM,DanielDardha2005,2911
FM,SmirnovAlexandrA,2567,0 - 1,GM,eljanov,2862
GM,vugarrasulov,2933,½ - ½,GM,vincentmasuka,2586
GM,Firouzja2003,3188,1 - 0,GM,VincentKeymer,3127
GM,Zhigalko_Sergei,2912,0 - 1,GM,LyonBeast,3125
GM,Bigfish1995,3064,½ - ½,GM,eljanov,2862
GM,dretch,2871,1 - 0,GM,Oleksandr_Bortnyk,3111
GM,emiliocordova,2871,0 - 1,GM,LevonAronian,3039
GM,Polish_fighter3000,3057,1 - 0,GM,Igor_Lysyj,2853
GM,vladislavkovalev,2875,0 - 1,GM,Duhless,3105
GM,Msb2,3112,1 - 0,GM,Rikikits,2858
GM,RaunakSadhwani2005,3086,1 - 0,IM,Eduard_Limonov,2885
GM,FairChess_on_YouTube,3064,1 - 0,GM,GMKrikor,2857
GM,BogdanDeac,3106,1 - 0,IM,josiwales,Unrated
GM,Dedic8,2930,½ - ½,GM,jefferyx,3067
FM,AlexKhripachenko,2831,0 - 1,GM,Njal28,3041
GM,rasmussvane,2941,0 - 1,IM,MiFerz44,2766
GM,Elsa167,2782,0 - 1,WIM,ALaOneAgain,2305
GM,DanielNaroditsky,3049,1 - 0,GM,Malev212,2604
GM,Aygehovit1992,2723,0 - 1,GM,Hikaru,3276
GM,Jospem,3102,1 - 0,IM,GianmarcoVaR,2866
IM,IgorBjelobrk,2635,½ - ½,GM,Beca95,2990
FM,Ali_rastbod,2730,0 - 1,GM,dropstoneDP,3016
IM,kikoveiga,2565,0 - 1,GM,ContrVersia,2838
GM,vincentmasuka,2586,½ - ½,GM,Alexander_Moskalenko,2821
GM,vugarrasulov,2933,1 - 0,FM,ArtemDyachuk,2673
GM,Cayse,2795,1 - 0,FM,HalfIsCrayfish,2640
GM,Byniolus,2842,1 - 0,FM,RrainlessBobot,2874
GM,Firouzja2003,3188,1 - 0,GM,RaunakSadhwani2005,3086
GM,LyonBeast,3125,1 - 0,GM,FairChess_on_YouTube,3064
GM,LevonAronian,3039,½ - ½,GM,BogdanDeac,3106
GM,Njal28,3041,0 - 1,GM,Polish_fighter3000,3057
GM,Duhless,3105,0 - 1,GM,dretch,2871
WIM,ALaOneAgain,2305,0 - 1,GM,Msb2,3112
GM,Hikaru,3276,1 - 0,IM,MiFerz44,2766
GM,eljanov,2862,½ - ½,GM,DanielNaroditsky,3049
GM,Bigfish1995,3064,1 - 0,GM,vugarrasulov,2933
GM,Cayse,2795,1 - 0,GM,Jospem,3102
GM,jefferyx,3067,1 - 0,GM,Byniolus,2842
GM,dropstoneDP,3016,0 - 1,GM,Dedic8,2930
GM,ContrVersia,2838,1 - 0,FM,Carlitus2004,2474
GM,Oleksandr_Bortnyk,3111,1 - 0,GM,tdf98pantani,2752
FM,zimmm36,2686,0 - 1,GM,Grischuk,3058
FM,lefonghua,2478,0 - 1,GM,shimastream,3025
GM,Beca95,2990,1 - 0,FM,AlexPapasimakopoulos,2723
FM,BlackBoarder,2739,0 - 1,GM,sergiochess83,2983
IM,Vuk2000,2859,0 - 1,GM,sergoy,2956
WGM,meoluoi91,2533,0 - 1,GM,VladimirKramnik,2992
GM,VincentKeymer,3127,1 - 0,IM,IgorBjelobrk,2635
GM,Elsa167,2782,1 - 0,FM,serhanberat_ozdemir,2530
GM,Zhigalko_Sergei,2912,1 - 0,GM,vincentmasuka,2586
GM,TigrVShlyape,2866,1 - 0,GM,Malev212,2604
FM,SRob2003,2695,0 - 1,GM,DanielDardha2005,2911
GM,Polish_fighter3000,3057,1 - 0,GM,Firouzja2003,3188
GM,dretch,2871,½ - ½,GM,LyonBeast,3125
GM,Msb2,3112,0 - 1,GM,Hikaru,3276
GM,jefferyx,3067,1 - 0,GM,Bigfish1995,3064
GM,ContrVersia,2838,1 - 0,GM,LevonAronian,3039
GM,BogdanDeac,3106,½ - ½,GM,Dedic8,2930
GM,DanielNaroditsky,3049,1 - 0,GM,Cayse,2795
GM,Alexander_Moskalenko,2821,0 - 1,GM,Oleksandr_Bortnyk,3111
GM,Grischuk,3058,0 - 1,GM,jcibarra,2970
GM,emiliocordova,2871,0 - 1,GM,Duhless,3105
GM,shimastream,3025,0 - 1,GM,Igor_Lysyj,2853
GM,RaunakSadhwani2005,3086,1 - 0,IM,MatthewG-p4p,2948
GM,FairChess_on_YouTube,3064,½ - ½,GM,vladislavkovalev,2875
GM,Rikikits,2858,1 - 0,GM,Beca95,2990
IM,Eduard_Limonov,2885,0 - 1,GM,Njal28,3041
GM,sergiochess83,2983,1 - 0,IM,Kirill_Klukin,2914
GM,sergoy,2956,1 - 0,FM,bascheyaro,2816
GM,VladimirKramnik,2992,1 - 0,FM,German_Bazeev,2902
IM,josiwales,Unrated,0 - 1,GM,VincentKeymer,3127
GM,AvitalBor,2793,0 - 1,GM,Elsa167,2782
IM,MiFerz44,2766,1 - 0,GM,Zhigalko_Sergei,2912
GM,SCIM,2543,0 - 1,GM,TigrVShlyape,2866
GM,DanielDardha2005,2911,1 - 0,CM,Matheusmdr2005,2662
GM,eljanov,2862,1 - 0,WIM,ALaOneAgain,2305
GM,Jospem,3102,1 - 0,FM,SerGo055,2628
GM,Hikaru,3276,0 - 1,GM,Polish_fighter3000,3057
GM,LyonBeast,3125,0 - 1,GM,ContrVersia,2838
GM,dretch,2871,½ - ½,GM,jefferyx,3067
GM,VladimirKramnik,2992,1 - 0,GM,DanielNaroditsky,3049
GM,Firouzja2003,3188,1 - 0,GM,Elsa167,2782
GM,Oleksandr_Bortnyk,3111,½ - ½,GM,VincentKeymer,3127
GM,Duhless,3105,1 - 0,GM,TigrVShlyape,2866
GM,DanielDardha2005,2911,1 - 0,GM,Msb2,3112
GM,RaunakSadhwani2005,3086,1 - 0,GM,eljanov,2862
GM,jcibarra,2970,½ - ½,GM,BogdanDeac,3106
GM,Njal28,3041,1 - 0,GM,Igor_Lysyj,2853
GM,Rikikits,2858,½ - ½,GM,sergiochess83,2983
IM,MiFerz44,2766,0 - 1,GM,sergoy,2956
GM,Dedic8,2930,0 - 1,GM,Bigfish1995,3064
GM,LevonAronian,3039,0 - 1,GM,KNVB,2814
GM,Rodalquilar,2778,1 - 0,GM,FairChess_on_YouTube,3064
IM,2bf41-0,2834,½ - ½,GM,Jospem,3102
GM,dropstoneDP,3016,0 - 1,FM,csati17,2691
FM,Ali_rastbod,2730,0 - 1,GM,vugarrasulov,2933
GM,vladislavkovalev,2875,1 - 0,IM,kikoveiga,2565
FM,RrainlessBobot,2874,0 - 1,GM,Cayse,2795
GM,Byniolus,2842,0 - 1,FM,HalfIsCrayfish,2640
GM,GMKrikor,2857,1 - 0,CM,dodoucb,2478
WGM,meoluoi91,2533,0 - 1,GM,Grischuk,3058
IM,IgorBjelobrk,2635,0 - 1,GM,shimastream,3025
GM,Polish_fighter3000,3057,1 - 0,GM,ContrVersia,2838
GM,Njal28,3041,1 - 0,GM,Firouzja2003,3188
GM,sergoy,2956,½ - ½,GM,Duhless,3105
GM,jefferyx,3067,½ - ½,GM,RaunakSadhwani2005,3086
GM,Hikaru,3276,1 - 0,GM,VladimirKramnik,2992
GM,LyonBeast,3125,1 - 0,GM,DanielDardha2005,2911
GM,Bigfish1995,3064,0 - 1,GM,dretch,2871
GM,Oleksandr_Bortnyk,3111,1 - 0,GM,Rikikits,2858
GM,Cayse,2795,0 - 1,GM,BogdanDeac,3106
GM,sergiochess83,2983,1 - 0,GM,GMKrikor,2857
GM,VincentKeymer,3127,1 - 0,GM,Rodalquilar,2778
GM,KNVB,2814,0 - 1,GM,jcibarra,2970
FM,csati17,2691,0 - 1,GM,vugarrasulov,2933
FM,HalfIsCrayfish,2640,0 - 1,GM,vladislavkovalev,2875
GM,DanielNaroditsky,3049,1 - 0,GM,Dedic8,2930
GM,Grischuk,3058,1 - 0,IM,2bf41-0,2834
