white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
NM,IC3S2,2549,0 - 1,GM,MagnusCarlsen,3256
GM,Hikaru,3324,1 - 0,IM,santosalberto1987,2545
WFM,Lady_Nika,2553,0 - 1,GM,SpeedofLight0,3069
GM,FairChess_on_YouTube,3130,1 - 0,CM,calmberserk,2598
FM,whitemirrorninja,2548,½ - ½,GM,jefferyx,2999
GM,Oleksandr_Bortnyk,3095,1 - 0,NM,toninhojit,2564
FM,DeArron_Fox,2675,0 - 1,GM,DenLaz,3161
GM,DanielNaroditsky,3083,1 - 0,FM,JacksterThePro,2422
IM,Kratos031,2567,0 - 1,GM,Msb2,3036
GM,spicycaterpillar,3059,1 - 0,FM,Machidon,2590
FM,Golubovsky,2577,0 - 1,GM,Jospem,3080
GM,jcibarra,2950,1 - 0,FM,MinaWael23,2660
WGM,Atousa,2469,0 - 1,GM,ChristopherYoo,3070
GM,frederiksvane,2989,1 - 0,FM,WPWPWP-2015,2506
WFM,rollercoaster29,2596,0 - 1,GM,OparinGrigoriy,3035
IM,MITerryble,3075,1 - 0,NM,AlexanderMatlak,2529
FM,Fravatel,2488,0 - 1,GM,penguingm1,2974
GM,h4parah5,2990,1 - 0,FM,JM05C,2735
CM,sleeping_in_the_fire,2505,0 - 1,GM,Macho_2006,2929
FM,Bauman_Guy,3005,1 - 0,FM,Bugcrusher,2469
FM,Aram7Adam,2611,0 - 1,IM,Kirill_Klukin,2927
GM,vladislavkovalev,2826,1 - 0,FM,isla88,2558
FM,Schattman,2499,0 - 1,GM,sergiochess83,2883
IM,MatthewG-p4p,2904,1 - 0,CM,Queensandpawns,2481
NM,ybothg,2506,0 - 1,GM,HVillagra,2994
GM,DanielDardha2005,2946,1 - 0,GM,Vanych,2726
NM,savchess06,2489,0 - 1,IM,mbojan,2884
GM,Zhigalko_Sergei,2974,1 - 0,FM,Chessbard1972,2353
GM,Zq1,2472,½ - ½,FM,GoltsevDmitry2000,2829
GM,HeartAblaze,2844,1 - 0,IM,dosto07,2527
NM,chess_blitz00,2636,0 - 1,GM,K_A_S_T_O_R,2804
FM,bubeliang,2924,½ - ½,FM,KarstenSchulz,2509
NM,RichardShtivelband,2332,0 - 1,IM,Rsnr,2945
GM,Fandorine,2997,1 - 0,FM,AleOnSquares,2494
FM,SHIVACalypso,2532,0 - 1,CM,stollenmonster,2924
GM,WoodlandMagic,2875,1 - 0,NM,EternalNight8,2420
IM,vladoboch,2578,1 - 0,GM,evgchess5,2907
GM,Durarbayli,2931,½ - ½,FM,Giorno,2558
NM,SharathRk6,2561,½ - ½,GM,GMKrikor,2806
GM,TigrVShlyape,2868,1 - 0,FM,MusicCityMaster,2419
GM,Niktlt,2444,1 - 0,IM,jakopogi,2823
FM,wqws,2905,0 - 1,FM,YegoryoCh,2563
FM,cristiancamilosoto,2593,0 - 1,IM,IlyaGrigorjev,2866
GM,dretch,2949,1 - 0,FM,YasinEmrah,2395
FM,szachmistrz2500,2552,0 - 1,FM,AlexKhripachenko,2808
IM,Tactrics,3000,0 - 1,FM,wild3000,2508
IM,laurenzchess,2557,0 - 1,GM,eljanov,2868
GM,ckgchess,2940,1 - 0,IM,chessllermo,2528
FM,The_Straightforward_Rook,2568,0 - 1,GM,moro182,2888
IM,chenxiaoyuer,2781,1 - 0,FM,petr577,2506
IM,LastHeroJr,2453,0 - 1,FM,BardArtem,2880
GM,AlexeiShirov,2936,1 - 0,NM,ZachHKL,2498
NM,navnp04,2502,1 - 0,GM,2bf41-0,2917
FM,MarcoRiehle,2741,1 - 0,FM,x-3704738925,2735
FM,G10De_Arrascaeta,2563,1 - 0,FM,rychessmaster1,2820
GM,alexrustemov,2879,1 - 0,FM,ciutadella,2520
CM,realburq,2526,0 - 1,GM,Cayse,2901
NM,Chessgod9oninsta,2807,1 - 0,NM,JiangoFett,2606
NM,NigelDwarf,2471,0 - 1,GM,Kiborg95,2839
FM,AlexPapasimakopoulos,2763,1 - 0,FM,czasnaszachy,2526
NM,Divljasvinja14,2538,0 - 1,IM,zimmm36,2819
GM,MarkusRagger,2942,1 - 0,FM,UK_23,2345
NM,LSChess,2530,0 - 1,GM,Rodalquilar,2798
IM,AradNazari,2923,1 - 0,NM,Mikhal867,2510
CM,Klendi,2577,0 - 1,IM,SchmakAttack,2797
FM,carokannlover213,2950,1 - 0,CM,Smiechu,2500
FM,jaramsdal,2362,0 - 1,GM,Aygehovit1992,2769
IM,AlihanHuseyinoglu,2771,1 - 0,NM,anderson2361,2483
CM,cthulhuuu,2446,0 - 1,GM,JSPrepz,2884
IM,Individoom,2890,0 - 1,FM,KacperPolOK,2535
IM,laskakid,2385,½ - ½,GM,oskariot,2841
IM,DrKerfuffle,2802,1 - 0,NM,Fengwi,2407
FM,Casper,2565,0 - 1,IM,SyrBatman,2884
FM,NikitaShandrygin,2817,1 - 0,WFM,NastyaHn,2533
FM,rudolfjun2005,2496,1 - 0,FM,greekplayer1,2737
GM,PepeCuenca,2759,0 - 1,FM,CristhianPortalR,2482
NM,Flaccidmoves,2394,1 - 0,IM,mind1mover,2967
IM,lamomiajunior,2822,1 - 0,FM,King_Deded4d5,2481
FM,Eloist,2448,1 - 0,GM,Mikhail_Golubev,2724
FM,only_strong_moves,2784,½ - ½,WIM,Machteldvf,2476
CM,insatiable27,2398,0 - 1,IM,Alexander_Khlebovich,2807
IM,Legit,3000,1 - 0,NM,semchik90,2338
NM,KorolDimitriy75,2482,0 - 1,GM,KNVB,2974
IM,Korchmar_Vasiliy,2708,0 - 1,FM,AsaHoffmann,2418
WFM,JinelaRodriguez,2372,0 - 1,IM,AaravDenglaOfficial,2713
FM,Mikasinski,2830,1 - 0,NM,Nick12772,2496
CM,Heliosis11,2364,0 - 1,FM,Deuterio010,2699
IM,Agibileg,2667,1 - 0,NM,Jahonas,2369
FM,wanyaland,2460,0 - 1,FM,Bob_2004,2502
FM,tusplingher,2739,1 - 0,FM,leschebaza,2568
FM,Hirna2005,2405,0 - 1,FM,Bryanl106,2883
FM,Statham,2811,1 - 0,NM,cansun,2536
CM,KVAIDAN,2327,½ - ½,CM,Speed-O-Sonic,2609
IM,IMRosen,2806,1 - 0,FM,ilushka,2498
IM,Heydarli77,2519,½ - ½,IM,Babbelbox,2696
FM,BlackBoarder,2741,1 - 0,FM,Midgardsormur,2566
FM,mouseslips_are_the_best,2371,0 - 1,FM,Gangsterrito,2633
IM,saikrishnaReturns,2820,1 - 0,NM,Elfangm2,2546
NM,SicilianPanzer,2482,0 - 1,CM,ArmanGhevondyanchess,2608
NM,brm72,2674,1 - 0,CM,BobbyFischer1508,2404
FM,Akhayan,2390,0 - 1,IM,TERMINATOR_PC,2778
FM,Defend1r,2678,0 - 1,CM,Pudor,2356
NM,RamonManon0g,2433,1 - 0,FM,TanitoluwaAps116,2784
FM,crazy_but_lazy,2667,1 - 0,FM,zsoltkorpics,2467
CM,PhileKhoob,2478,0 - 1,FM,Makswolf200817,2719
IM,Mackster23,2684,1 - 0,WIM,effefe,2358
FM,micke12a,2384,0 - 1,IM,nocnypako,2769
CM,ChessPlayer-24,2649,1 - 0,NM,GAO,2459
FM,AmericanFighter_2010,2615,½ - ½,IM,pifion,2638
FM,scandalgod,2672,1 - 0,CM,Roedor,2539
FM,MeisterJabo,2487,½ - ½,IM,arctic_t00,2680
FM,BeanScreen,2670,1 - 0,NM,CookiesAndIceCream,2353
CM,andrzej,2415,1 - 0,FM,edgarhay012,2756
IM,toog,2620,½ - ½,WIM,teresin05,2426
IM,MasterSonnevanck23,2481,0 - 1,FM,NMJeevanK,2731
FM,HalfIsCrayfish,2694,1 - 0,FM,schondeln,2469
FM,ludogoretz,2346,0 - 1,CM,jaskol95,2609
IM,manitodeplomo,2588,1 - 0,CM,JavierRuizVazquez,2504
WIM,Nekoo04,2525,0 - 1,IM,nabukatnezarr,2618
IM,jk13,2696,0 - 1,FM,Suarez928,2463
NM,falzehope0,2417,½ - ½,FM,secretworker2027,2724
IM,Nicolik,2725,1 - 0,WFM,Supergiuly,2293
IM,armago,2201,1 - 0,FM,ozates,2662
IM,Boundless_Strike,2618,1 - 0,CM,RizaBregu,2344
CM,StefanosKazantzoglou,2462,1 - 0,NM,IamSchrodingersCat,2681
FM,Alexei_Gubajdullin,2682,1 - 0,FM,pinelone,2431
CM,MajorCoast,2291,0 - 1,FM,Bykov_Egor,2688
IM,Alphafischer2019,2688,1 - 0,IM,medinapazmiguel1968,2447
WFM,Iana_Shirova,2303,0 - 1,IM,lupta_robin,2838
FM,zaguer,2478,1 - 0,FM,spotbet,2425
NM,Vigg-Sama,2255,0 - 1,IM,Thjop,2633
FM,Mazarini41,2488,1 - 0,FM,pirulillo,2363
FM,sterpfi,2371,1 - 0,FM,biostatistician,2656
IM,TheCavemanChess,2741,½ - ½,WFM,BestestBP,2493
NM,Chessdude1987,2422,1 - 0,FM,chessbaerchen,2664
IM,Semetey,2691,1 - 0,FM,klauser63,2274
CM,IngOscarArdila,2234,0 - 1,GM,BirdMaster3000,2708
FM,PoAslan,2952,1 - 0,NM,PapaieDudu,2338
CM,HomeAlone20,2347,½ - ½,FM,Stanbad1,2691
NM,Romkachess,2609,1 - 0,IM,Tritonus01,2306
CM,Roland_Garros_2024,2334,1 - 0,IM,Koksal06,2657
FM,newyorkmouse,2738,1 - 0,CM,mindprogress732,2310
CM,Kimmich_Mindset,2338,0 - 1,IM,ukchessbomber,2794
IM,IMJonathanCarlstedt,2552,1 - 0,CM,HanSchut,2297
WCM,InadaC,2322,0 - 1,IM,eragon02,2865
GM,yobdc,2608,½ - ½,CM,kingside_rook,2372
WFM,klercaku,2332,0 - 1,FM,djano,2679
FM,Artem_0degov,2811,1 - 0,FM,OurDudeness,2274
NM,egnfanclub,2430,½ - ½,CM,ansko1999,2621
IM,whiteglovethief,2545,1 - 0,FM,nitpicker,2343
CM,Fjal,2391,0 - 1,IM,Pelopidass,2570
IM,KevinGeorgeMicheal,2646,0 - 1,NM,MelihKaanCan,2448
NM,HimmyBuckets21,2296,1 - 0,FM,Oleg_Papayan,2592
FM,Gevo1990,2660,1 - 0,FM,igorknyazev,2283
WIM,le_poisson,2313,0 - 1,IM,m_ezat,2748
GM,Malev212,2727,1 - 0,FM,Estrategia_vs_Tactica,2468
WCM,SpongeBob_03,2315,0 - 1,FM,FedaMaster,2588
FM,PositionalPanther,2537,0 - 1,FM,jamengrand,2424
NM,Navyblue1,2276,0 - 1,CM,HedwigTheHowl,2654
NM,Chaubunagungamaug2,2596,0 - 1,CM,rionelG,2296
NM,UnoScaccoNelBuio,2500,0 - 1,FM,xakevicius91,2470
CM,koncheto,2581,0 - 1,FM,ivandrade10,2348
NM,SebbyMeister,2412,0 - 1,NM,KChor05,2603
IM,Smoking_Crow,2721,1 - 0,IM,YellowJacek,2356
WCM,tarno17,2236,0 - 1,CM,VaglioSagan,2519
IM,ValeriyGrinev,2663,1 - 0,CM,NowInChess,2254
WGM,checkmatequen,2452,1 - 0,FM,Orest_Vovk,2592
FM,Franmu14,2702,1 - 0,CM,Vaporwaffle94,2400
NM,cristiano78,2252,0 - 1,IM,kosmeg,2545
FM,GlavkonVVS,2556,1 - 0,NM,Sacbutt,2346
CM,AndrewDGreen,2313,0 - 1,CM,DanylaBagrov,2613
FM,Bilan_Danila,2661,1 - 0,FM,maurovargas01,2301
CM,Alblooshi_Hamad,2304,0 - 1,IM,bazar-wokzal,2562
GM,vincentmasuka,2586,1 - 0,FM,GAusal,2190
CM,Os55555,2308,0 - 1,CM,Devil_Sun,2558
GM,Glek_Igor,2664,1 - 0,WCM,Mirchi_26,2332
NM,DonBroca,2351,0 - 1,FM,Chessdreamer2020,2542
FM,JERO-8914,2536,1 - 0,NM,KIEV-1,2292
WCM,Yunker_Alisa,2411,½ - ½,FM,ShaakSiv,2536
NM,HaryKane,2529,1 - 0,FM,mfschulz,2220
NM,giovannibrandao7,2311,0 - 1,FM,HajiyevKanan,2599
CM,Cheer_Down,2457,1 - 0,WCM,Nannn9,2209
CM,Perdomov,2243,0 - 1,CM,Laurin_2009,2377
FM,Truequitos,2618,1 - 0,CM,Longstom,2280
FM,sonson28291,2286,0 - 1,NM,GM4life,2486
CM,tgpgoat,2524,1 - 0,CM,glucolisis04,2264
CM,Gyulamiryan-koryun,2146,0 - 1,GM,rhungaski,2638
WGM,AnnamariM2001,2599,1 - 0,CM,MuhittinBuker,2216
FM,aranibos,2204,0 - 1,IM,Let_it_be_1,2619
FM,kuba2006,2542,1 - 0,NM,th3d4rkness,2222
WFM,wallowss,2506,0 - 1,FM,FadingMustard,2619
CM,Narek_Ghimoyan,2603,1 - 0,CM,ELGOAT010,2169
CM,ljm509,2015,0 - 1,NM,ReinisUz,2564
FM,ahkashefi2800,2546,1 - 0,CM,JAN2404,2279
NM,olintoarthur,2245,1 - 0,FM,vova-79,2551
FM,StoreySniper,2380,1 - 0,FM,osielchesslover2011,2148
CM,KingHomelander,2339,½ - ½,FM,picturesquecheck,2496
FM,Bgabor91,2618,1 - 0,NM,talaicito,2262
CM,KarlEmilElmer,2183,0 - 1,CM,Caterpiller35,2458
FM,rubix_time,2538,1 - 0,NM,PeterJackson04,2158
NM,blueryder,2173,0 - 1,FM,Sondremelaa,2620
FM,bob1263,2406,1 - 0,WFM,UB_TheQueen,2269
NM,flaviorcb,2109,0 - 1,FM,Fleetw00dMac,2548
NM,subham777,2661,1 - 0,CM,C_K_G,2147
FM,Veritolinda,2143,1 - 0,FM,JunjiCol,2597
FM,Viktoker,2677,0 - 1,CM,Masterisback04,2166
WFM,Juliana_Figueira,2112,0 - 1,FM,dawtonlms,2459
IM,Squirlolz,2563,1 - 0,WNM,JEHUBNER,2086
WIM,regolita,2030,0 - 1,CM,boracilek,2537
FM,jup1978,2570,1 - 0,NM,PNEPaul,1938
CM,akinov-akinseye,1944,0 - 1,CM,zverr1,2615
CM,ATM622,2455,½ - ½,CM,CMButgood,2607
WCM,iba6702,2177,0 - 1,FM,Acva-Alenok,2589
CM,ACollins05,2489,1 - 0,CM,Juandiv_Chessmood,1890
GM,MagnusCarlsen,3256,1 - 0,IM,Alphafischer2019,2688
IM,lupta_robin,2838,0 - 1,GM,Hikaru,3324
GM,SpeedofLight0,3069,1 - 0,FM,zaguer,2478
FM,Mazarini41,2488,0 - 1,GM,FairChess_on_YouTube,3130
IM,Semetey,2691,0 - 1,GM,Oleksandr_Bortnyk,3095
GM,DenLaz,3161,1 - 0,GM,BirdMaster3000,2708
FM,PoAslan,2952,0 - 1,GM,DanielNaroditsky,3083
GM,Msb2,3036,1 - 0,NM,Romkachess,2609
FM,newyorkmouse,2738,0 - 1,GM,spicycaterpillar,3059
GM,Jospem,3080,1 - 0,IM,ukchessbomber,2794
IM,IMJonathanCarlstedt,2552,0 - 1,GM,jcibarra,2950
GM,ChristopherYoo,3070,1 - 0,IM,eragon02,2865
FM,djano,2679,0 - 1,GM,frederiksvane,2989
GM,OparinGrigoriy,3035,0 - 1,FM,Artem_0degov,2811
IM,whiteglovethief,2545,0 - 1,IM,MITerryble,3075
GM,penguingm1,2974,1 - 0,IM,Pelopidass,2570
FM,Gevo1990,2660,1 - 0,GM,h4parah5,2990
GM,Macho_2006,2929,1 - 0,IM,m_ezat,2748
GM,Malev212,2727,0 - 1,FM,Bauman_Guy,3005
IM,Kirill_Klukin,2927,1 - 0,FM,FedaMaster,2588
CM,HedwigTheHowl,2654,0 - 1,GM,vladislavkovalev,2826
GM,sergiochess83,2883,1 - 0,FM,xakevicius91,2470
NM,KChor05,2603,0 - 1,IM,MatthewG-p4p,2904
GM,HVillagra,2994,1 - 0,CM,VaglioSagan,2519
IM,ValeriyGrinev,2663,0 - 1,GM,DanielDardha2005,2946
IM,mbojan,2884,0 - 1,FM,Franmu14,2702
IM,kosmeg,2545,1 - 0,GM,Zhigalko_Sergei,2974
FM,GlavkonVVS,2556,0 - 1,GM,HeartAblaze,2844
GM,K_A_S_T_O_R,2804,0 - 1,CM,DanylaBagrov,2613
IM,Rsnr,2945,0 - 1,FM,Bilan_Danila,2661
IM,bazar-wokzal,2562,1 - 0,GM,Fandorine,2997
CM,stollenmonster,2924,0 - 1,GM,vincentmasuka,2586
