white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
GM,Hikaru,3324,1 - 0,IM,zajka-molotok,2602
FM,ShaakSiv,2536,0 - 1,GM,MagnusCarlsen,3256
GM,Firouzja2003,3199,1 - 0,FM,lucasran,2743
GM,PabloZarnicki,2643,½ - ½,GM,Grischuk,3033
GM,lachesisQ,3144,1 - 0,FM,JG-17,2601
IM,Ykow,2740,0 - 1,GM,Duhless,3103
GM,Polish_fighter3000,3200,1 - 0,FM,colegiodemadrid,2553
NM,ELPRIMO0O0,2498,0 - 1,GM,jefferyx,2999
GM,FairChess_on_YouTube,3130,1 - 0,IM,GMAneta,2563
CM,ACollins05,2489,0 - 1,GM,FabianoCaruana,3166
GM,Msb2,3036,1 - 0,NM,toninhojit,2564
NM,subham777,2661,1 - 0,GM,LiemLe,3132
GM,Oleksandr_Bortnyk,3068,1 - 0,CM,GrotBchess,2650
FM,Pingah9,2612,0 - 1,GM,Sanan_Sjugirov,2994
GM,GMBenjaminBok,3094,1 - 0,CM,ATM622,2455
FM,rdarruda,2557,0 - 1,GM,h4parah5,2990
GM,DominguezOnYoutube,2976,1 - 0,IM,Balla_Tamas,2646
CM,FernandoArauzAlonso,2435,0 - 1,GM,Jospem,3080
IM,MITerryble,3075,1 - 0,CM,Sharkaholic,2526
FM,djano,2679,0 - 1,GM,sergoy,3026
GM,ChristopherYoo,3070,1 - 0,WGM,DishonorOnYourCow,2527
CM,kinga2008,2681,0 - 1,GM,rasmussvane,2986
GM,vugarrasulov,3010,0 - 1,FM,Caracal3000,2531
FM,PositionalPanther,2537,½ - ½,GM,dropstoneDP,3076
GM,frederiksvane,2980,1 - 0,GM,rhungaski,2638
NM,doublesik,2548,0 - 1,IM,Rud_Makarian,3009
GM,TigrVShlyape,2868,1 - 0,FM,G10De_Arrascaeta,2563
FM,merinasian,2509,0 - 1,GM,Hrant_ChessMood,2939
GM,Durarbayli,2931,1 - 0,FM,WindWhistler11,2530
NM,FizzyBand,2495,0 - 1,GM,gmcorrales,2909
GM,alexrustemov,2879,1 - 0,FM,zsizsi99,2559
IM,imdvb6307,2444,0 - 1,GM,KuzubovYuriy,2958
GM,baki83,2929,1 - 0,IM,Love7Unicorn,2639
GM,GMMikhailKazakov,2507,0 - 1,IM,Kacparov,2992
IM,FaustinoOro,3101,1 - 0,FM,JM05C,2735
CM,balack95,2545,0 - 1,GM,AlexeiShirov,2936
GM,Angry_Twin,2995,1 - 0,IM,lrjchess,2735
FM,EsmeraldasAnderson03,2525,0 - 1,GM,mitrabhaa,2964
GM,DrVelja,3001,1 - 0,FM,OneTrickPony_82,2403
FM,vpsetter,2625,0 - 1,GM,Kiborg95,2839
GM,emiliocordova,2860,½ - ½,WIM,joksijoksi,2532
NM,Train_Your_Dragon,2479,0 - 1,GM,Dedic8,2936
IM,Rsnr,2945,1 - 0,FM,Cambek64,2450
WFM,Lady_Nika,2553,0 - 1,GM,moro182,2888
GM,BilodeauA,2990,1 - 0,FM,Licancabur,2510
FM,Michalczak,2405,0 - 1,GM,TheSilmarils,2920
GM,platy3,2964,1 - 0,FM,wild3000,2508
CM,HandKnit,2496,½ - ½,GM,OK97,2845
CM,stollenmonster,2924,1 - 0,CM,Smiechu,2500
FM,YouShallNotPass001,2515,0 - 1,IM,chenxiaoyuer,2749
GM,HeartAblaze,2844,1 - 0,FM,marik_spb,2482
WIM,Savagelittlemole,2538,0 - 1,GM,dretch,2949
IM,Agibileg,2667,0 - 1,FM,Redzishchess,2490
FM,Siemba,2276,0 - 1,IM,Ramil_Faizrakhmanov,2842
IM,IlyaGrigorjev,2866,1 - 0,CM,maksimys18,2586
CM,zverr1,2615,0 - 1,IM,super_emi_26,2822
GM,Anton_Demchenko,3024,1 - 0,FM,szachmistrz2500,2552
NM,PenguinPacks,2559,½ - ½,FM,temus_galaktionov,2906
GM,Rodalquilar,2798,1 - 0,CM,Rakitic2010,2591
NM,uzkuzk,2449,0 - 1,GM,sergiochess83,2891
GM,Mikhail_Bryakin,2886,0 - 1,CM,Respectful_Dave,2497
FM,Naruto-K,2451,0 - 1,IM,Szparu,2831
IM,kingofthenil,2951,1 - 0,IM,adriangschnitzer,2540
CM,cristianserban1,2678,0 - 1,FM,artin10862,2980
GM,Alexander_Donchenko,2843,1 - 0,IM,Slovineanu,2580
NM,SharathRk6,2561,0 - 1,IM,MyDream003,2853
GM,Zhigalko_Sergei,2974,1 - 0,WIM,amylazy,2438
GM,yobdc,2608,½ - ½,GM,vladislavkovalev,2826
GM,Aygehovit1992,2769,1 - 0,FM,XeresLt,2510
FM,MeisterJabo,2487,0 - 1,GM,CarlosAlbornoz,2826
IM,MatthewG-p4p,2904,0 - 1,FM,jup1978,2570
FM,dennisodessa,2729,0 - 1,GM,penguingm1,2974
IM,Seochesspie,2914,½ - ½,FM,Slovak_fighter2000,2617
WFM,ccccvhhhj,2534,0 - 1,GM,HVillagra,2994
IM,Arystanner,2928,1 - 0,CM,Chessdemon2019,2499
CM,cthulhuuu,2446,1 - 0,GM,MarkusRagger,2942
GM,KNVB,2974,1 - 0,FM,rikchessmx,2312
FM,picturesquecheck,2496,0 - 1,IM,Mops_2004,2826
GM,PepeCuenca,2759,1 - 0,CM,FuenfgegenWilly,2536
FM,Akhayan,2390,0 - 1,IM,Oneofmyturns,2811
FM,bubeliang,2924,1 - 0,CM,David_ATM,2489
IM,AccioChess,2510,0 - 1,GM,aceontheturn,2854
GM,XDPS,2933,1 - 0,CM,tgpgoat,2524
FM,VelandiaSaurio,2571,0 - 1,IM,Individoom,2890
NM,MightyGMpretender,2886,0 - 1,FM,HajiyevKanan,2599
FM,Eliwood44,2438,0 - 1,GM,grzechu96,2785
IM,AradNazari,2923,1 - 0,WFM,Quattroporte300,2524
FM,czasnaszachy,2526,0 - 1,IM,DragonB70,2821
IM,GothamChess,2761,0 - 1,IM,ural58,2519
FM,Atanejhad,2487,0 - 1,FM,MarcoRiehle,2741
IM,Nor1lsk,2789,1 - 0,FM,MusicCityMaster,2419
FM,LuisFSiles,2343,0 - 1,NM,Abund,2750
IM,SchmakAttack,2797,1 - 0,NM,Nick12772,2496
NM,Flaccidmoves,2394,0 - 1,GM,GMTalks_Youtube,2817
IM,Kosak12,2915,1 - 0,FM,x-2509604246,2608
FM,PlotnikovPavel,2546,0 - 1,IM,lamomiajunior,2846
FM,BardArtem,2880,½ - ½,CM,Josetricks,2636
FM,StoreySniper,2380,0 - 1,GM,Evgeny81,2763
GM,ameetghasi100,2721,1 - 0,FM,TheAlienParty,2376
NM,semchik90,2338,0 - 1,IM,Yaacovn,2830
GM,Sokoloco,2741,0 - 1,FM,Veleamater,2376
FM,emeli_chess,2477,0 - 1,GM,oskariot,2841
IM,DreamsAreFake,2719,1 - 0,NM,bobo_panda,2405
IM,whiteglovethief,2545,0 - 1,FM,rychessmaster1,2820
GM,Kira170,2732,1 - 0,FM,Godzillator,2413
FM,1g60-1,2601,0 - 1,FM,NikitaShandrygin,2817
GM,chessdjw,2744,1 - 0,FM,Eloist,2448
NM,Supelyel,2498,½ - ½,FM,TanitoluwaAps116,2784
IM,Revan_2002,2776,1 - 0,FM,WPWPWP-2015,2506
