white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
GM,Hikaru,3324,1 - 0,CM,RantomOpening,2686
FM,NLLO777,2556,0 - 1,GM,HansOnTwitch,3179
GM,Firouzja2003,3199,1 - 0,CM,ArmanGhevondyanchess,2608
IM,m_ezat,2748,0 - 1,GM,Jospem,3080
GM,LyonBeast,3197,1 - 0,FM,SHIVACalypso,2532
FM,english_player_89,2704,0 - 1,GM,amintabatabaei,3005
GM,mishanick,3109,1 - 0,IM,imdvb6307,2444
FM,VD_coach,2520,0 - 1,GM,FairChess_on_YouTube,3130
GM,FabianoCaruana,3166,1 - 0,FM,Bugcrusher,2469
CM,Sharkaholic,2526,0 - 1,GM,jefferyx,2999
GM,Njal28,3000,1 - 0,IM,dosto07,2527
FM,mortngabriel,2565,0 - 1,GM,Polish_fighter3000,3200
GM,BogdanDeac,3069,1 - 0,FM,kleber2007,2501
IM,Balla_Tamas,2646,0 - 1,GM,Msb2,3036
GM,DanielNaroditsky,3083,1 - 0,CM,Caterpiller35,2458
NM,Road2GM3000,2594,½ - ½,GM,h4parah5,2990
GM,ChristopherYoo,3070,1 - 0,NM,flubs,2525
FM,The_Straightforward_Rook,2568,0 - 1,GM,SpeedofLight0,3069
GM,shimastream,3047,1 - 0,NM,Romadk,2505
CM,maksimys18,2586,0 - 1,GM,frederiksvane,2989
IM,MITerryble,3075,1 - 0,FM,venturov,2505
CM,Rakitic2010,2591,1 - 0,IM,JustinWang1234,2940
GM,Sanan_Sjugirov,2994,1 - 0,FM,Dr_Pepper18,2494
IM,WilsonPalencia21,2605,0 - 1,GM,AryanTari,2986
GM,dropstoneDP,3076,1 - 0,CM,kinga2008,2681
CM,HandKnit,2496,0 - 1,GM,jcibarra,2950
GM,OparinGrigoriy,3035,1 - 0,FM,Sinquefield,2542
NM,kylelancman,2528,½ - ½,GM,vugarrasulov,3010
GM,GM_dmitrij,3030,1 - 0,IM,Levanzovsky,2580
GM,Sergey_70,2503,0 - 1,GM,tptagain,3030
GM,DrVelja,3001,1 - 0,FM,scandalgod,2672
FM,DeArron_Fox,2675,0 - 1,GM,KuzubovYuriy,2958
GM,rasmussvane,2986,1 - 0,CM,Krlence,2553
FM,Payyappat,2439,0 - 1,GM,GroovyKettle,3048
GM,Shankland,2934,1 - 0,GM,maximnovik,2661
NM,neil_doknjas,2562,0 - 1,IM,mbojan,2902
GM,Hrant_ChessMood,2939,1 - 0,IM,vladoboch,2578
FM,Attacker_2006,2572,0 - 1,GM,DominguezOnYoutube,2976
GM,Durarbayli,2931,1 - 0,IM,whiteglovethief,2545
FM,Moltini,2653,0 - 1,FM,rezamahdavi2008,2948
GM,Anton_Demchenko,3024,1 - 0,FM,DirtyKabab,2623
IM,Rytenko_V,2661,0 - 1,GM,TigrVShlyape,2868
GM,TheSilmarils,2920,1 - 0,CM,Sjakkerntobi,2607
CM,cristianserban1,2678,0 - 1,GM,kleinebeer98,2821
GM,Harsha_Bharathakoti,2934,0 - 1,FM,wild3000,2508
WFM,Lady_Nika,2553,0 - 1,GM,Binary010,2873
GM,sergiochess83,2891,1 - 0,WCM,bitter-cikolata,2559
FM,FoggyMorning,2688,0 - 1,GM,alexrustemov,2879
GM,baki83,2929,1 - 0,FM,pedroholly22,2425
FM,Casper,2565,1 - 0,GM,HVillagra,2994
GM,moro182,2888,1 - 0,NM,subham777,2661
NM,2346PL,2548,0 - 1,GM,GMKrikor,2806
GM,WoodlandMagic,2875,1 - 0,NM,Real_taiatai,2541
NM,ChadBiryani,2483,0 - 1,GM,Semyon_Khanin,2913
GM,Zhigalko_Sergei,2974,½ - ½,FM,Carlitus2004,2441
FM,NajdorfPlayerc5,2771,0 - 1,GM,platy3,2964
IM,Arystanner,2928,1 - 0,FM,masterofpuppets2,2535
FM,MFatigue,2533,0 - 1,GM,penguingm1,3005
GM,superchess02,2967,1 - 0,FM,UK_23,2345
FM,stasOR4ik,2430,0 - 1,FM,artin10862,3004
IM,MatthewG-p4p,2904,1 - 0,NM,dvglko,2426
FM,Slovak_fighter2000,2617,0 - 1,FM,bascheyaro,2818
IM,MyDream003,2853,½ - ½,FM,emeli_chess,2477
FM,WPWPWP-2015,2506,½ - ½,GM,Byniolus,2836
FM,bubeliang,2924,½ - ½,IM,Slovineanu,2580
CM,zverr1,2615,0 - 1,GM,XDPS,2933
FM,Alex_Sahakyan2006,2700,1 - 0,FM,Hudijegszid,2534
NM,JiangoFett,2606,0 - 1,GM,gmcorrales,2909
GM,ameetghasi100,2721,1 - 0,CM,ALBERT_KLOC,2390
FM,King_Deded4d5,2481,0 - 1,IM,SchmakAttack,2797
FM,MarcoRiehle,2741,0 - 1,FM,Akhayan,2390
NM,lcmil,2184,0 - 1,IM,Legendinunknown,2778
GM,Cayse,2901,1 - 0,FM,MeisterJabo,2487
FM,Langua_Chess,2432,0 - 1,GM,AlexeiShirov,2936
GM,GMG,2815,1 - 0,FM,1g60-1,2601
WFM,sansanathalia,2563,0 - 1,IM,Sl4werThanYou,2792
NM,nochewycandy,2798,1 - 0,FM,jactorres,2343
IM,marianokar,2479,0 - 1,IM,Mischuk_D,2840
FM,GoltsevDmitry2000,2829,1 - 0,CM,cthulhuuu,2446
FM,nicolasbatista3,2435,0 - 1,IM,Mops_2004,2826
IM,Individoom,2890,0 - 1,IM,Heydarli77,2519
FM,TheAlienParty,2376,½ - ½,GM,DuleMudule,2851
NM,Abund,2750,1 - 0,CM,ExchangeAB,2481
FM,MusicCityMaster,2419,0 - 1,CM,samidescalona2002,2923
FM,GalaxyRoman,2771,0 - 1,FM,SergioMoralesG,2511
FM,x-6698680654,2438,0 - 1,FM,BardArtem,2880
IM,DeTimmerman,2821,1 - 0,NM,PenguinPacks,2559
FM,Umumba_FM,2585,1 - 0,FM,KogotBobra17,2810
FM,carokannlover213,2950,1 - 0,FM,el_sporco,2597
FM,Atanejhad,2487,1 - 0,FM,Franmu14,2702
GM,Kobalia,2778,1 - 0,FM,RealJerusalem,2436
NM,Nick12772,2496,0 - 1,GM,grzechu96,2785
IM,super_emi_26,2822,1 - 0,FM,burritus,2413
FM,vanyakuba,2496,0 - 1,IM,lamomiajunior,2822
FM,grandmastergauri,2753,0 - 1,WGM,Nemsko,2249
CM,Klendi,2577,0 - 1,IM,Dont_be_a_C0unt,2727
IM,IlanSchnaider,2835,0 - 1,CM,tgpgoat,2524
NM,MarkoPe,2364,1 - 0,IM,GaiozNigalidze,2801
IM,HamedWafa4,2844,0 - 1,FM,dimitrisl,2482
NM,H3nriqueTV,2372,1 - 0,FM,Kotlyar_K,2653
GM,oskariot,2841,1 - 0,FM,Kopytkin,2446
NM,TheoSlade,2484,0 - 1,FM,RandomNoob04,2726
IM,Gianmarco_es,2810,1 - 0,FM,YouShallNotPass001,2515
WCM,Blampman,2511,0 - 1,GM,Jakhongir-Vakhidov,2940
FM,only_strong_moves,2784,1 - 0,NM,duone,2620
CM,Charodej1,2473,1 - 0,IM,Adar_07,2838
IM,DenisQ,2785,1 - 0,NM,EvilMorty23,2617
FM,LuisFSiles,2343,1 - 0,IM,nekotyanof,2724
GM,QuintilianoR,2783,1 - 0,NM,semchik90,2338
NM,bobo_panda,2405,0 - 1,FM,WildTricks,2802
IM,mr_gustavo,2857,1 - 0,NM,ChessFighter1975,2502
FM,SandwichOSaumon,2711,0 - 1,FM,GlavkonVVS,2556
FM,shrek4life02,2631,1 - 0,FM,Godzillator,2413
FM,FredddieCroderg,2202,0 - 1,GM,Rodalquilar,2798
GM,attack2mateU,2761,1 - 0,FM,kaanozcan006,2570
CM,chigorin28,2534,1 - 0,FM,BeanScreen,2670
FM,ArtemDyachuk,2686,1 - 0,NM,OppieZippy,2401
FM,picturesquecheck,2496,1 - 0,CM,balachess2006,2665
FM,Bryanl106,2883,1 - 0,NM,financieru,2404
NM,allvim,2328,0 - 1,IM,CarlosjPineror,2726
GM,Goryachkina,2854,1 - 0,IM,laskakid,2385
NM,PapaieDudu,2338,0 - 1,IM,IMRosen,2806
FM,Fantastic_Power,2630,0 - 1,CM,conformalfunction,2256
NM,Supelyel,2498,0 - 1,IM,Rutricks,2783
FM,Jarming,2832,1 - 0,NM,Jahonas,2369
WFM,Aalessia,2381,0 - 1,IM,Meri-Arabidze,2708
FM,SaqoChess_Coach,2812,1 - 0,CM,FREZZY23,2342
NM,Kostukov_Alex,2321,0 - 1,FM,Ditman2007,2700
FM,NikitaShandrygin,2817,1 - 0,IM,sassassasss,2389
CM,Heliosis11,2364,1 - 0,WGM,Sanyura,2766
IM,AaravDenglaOfficial,2713,1 - 0,CM,realburq,2526
FM,Kombinator01,2440,1 - 0,IM,Vahe_Danielyan,2713
IM,LeninGuerra,2651,0 - 1,NM,Zapateado,2368
