white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
GM,Hikaru,3276,1 - 0,CM,cristianserban1,2641
FM,jerry_77,2626,½ - ½,GM,Firouzja2003,3188
GM,GMWSO,3072,1 - 0,FM,CDOEspiao,2563
FM,chess123456s,2614,0 - 1,GM,Baku_Boulevard,3136
GM,Konavets,3134,1 - 0,FM,Eagle_2019,2902
IM,karinachess1,2645,1 - 0,GM,OparinGrigoriy,3086
GM,vi_pranav,3103,1 - 0,IM,Semetey,2525
WGM,ama18,2607,0 - 1,GM,DenLaz,3104
GM,mishanick,3038,1 - 0,CM,Russian_berezka,2623
FM,Bilan_Danila,2605,0 - 1,GM,NikoTheodorou,3104
GM,GOGIEFF,3030,0 - 1,IM,Sergey85Rodchenkov,2568
IM,ellatambien,2693,0 - 1,IM,MITerryble,3011
GM,Jospem,3102,1 - 0,FM,Pingah9,2530
NM,KChor05,2610,0 - 1,GM,amintabatabaei,3095
GM,dropstoneDP,3016,1 - 0,CM,Thecourseoisildur,2503
FM,kuanysh1981,2462,0 - 1,GM,Indianlad,3064
GM,Njal28,3041,1 - 0,GM,GMMikhailKazakov,2505
NM,noblerone,2540,0 - 1,GM,FairChess_on_YouTube,3064
GM,Sanan_Sjugirov,2931,1 - 0,NM,MaestroCheck,2598
NM,AwareIdea,2620,0 - 1,GM,joppie2,3034
IM,Rud_Makarian,3004,1 - 0,CM,slidingknight2775,2653
GM,Rdeux42,2501,0 - 1,GM,gurelediz,3053
GM,crescentmoon2411,2913,1 - 0,IM,TrenerChos,2565
IM,AttilaTurzo,2480,0 - 1,GM,SantoBlue,2978
GM,Azeryahu,2873,½ - ½,IM,Journey_to_GrandMaster_YT,2705
IM,Ranindu2003,2699,0 - 1,GM,Hikaru,3276
FM,hasagoodchesser,2724,0 - 1,GM,GMWSO,3072
GM,Baku_Boulevard,3136,1 - 0,IM,StiffMaster1,2617
IM,Arhan_Anand,2637,0 - 1,GM,Konavets,3134
IM,Vahe_Danielyan,2713,0 - 1,GM,vi_pranav,3103
GM,DenLaz,3104,1 - 0,IM,Korchmar_Vasiliy,2711
CM,djokovic74,2876,0 - 1,GM,mishanick,3038
GM,NikoTheodorou,3104,1 - 0,IM,Agibileg,2674
IM,MITerryble,3011,1 - 0,IM,Martial2008,2779
FM,artin10862,2960,0 - 1,GM,Jospem,3102
GM,amintabatabaei,3095,½ - ½,GM,DarkAlekhine,2765
FM,Alex_Sahakyan2006,2698,0 - 1,GM,dropstoneDP,3016
GM,Indianlad,3064,1 - 0,FM,SahibSinghKnight,2715
IM,Yuwono,2652,0 - 1,GM,Njal28,3041
GM,FairChess_on_YouTube,3064,1 - 0,FM,SaqoChess_Coach,2619
GM,SipkeErnst,2675,0 - 1,GM,Sanan_Sjugirov,2931
GM,joppie2,3034,1 - 0,IM,Karttunen,2698
FM,amateurchess20,2611,1 - 0,IM,Rud_Makarian,3004
GM,gurelediz,3053,1 - 0,IM,korbul,2675
FM,IlanSchnaider,2862,0 - 1,GM,crescentmoon2411,2913
GM,SantoBlue,2978,1 - 0,FM,AlexPapasimakopoulos,2723
GM,bardiya_Daneshvar,3032,0 - 1,IM,Rital44,2716
FM,TimGrutter03,2649,0 - 1,GM,VerdeNotte,2872
GM,AlexanderL,2951,½ - ½,CM,PapiPapita,2484
FM,Sadykov_Ramil,2603,1 - 0,GM,LastGladiator1,3022
GM,Hikaru,3276,1 - 0,IM,Mops_2004,2760
GM,GMWSO,3072,1 - 0,GM,Sethu0025,2901
IM,avinashramesh4,2775,0 - 1,GM,Baku_Boulevard,3136
GM,Konavets,3134,0 - 1,IM,blitzking1729,2822
GM,vi_pranav,3103,1 - 0,GM,Vanina1989,2693
IM,Legendinunknown,2814,0 - 1,GM,DenLaz,3104
GM,mishanick,3038,1 - 0,FM,Witik,2795
IM,mbojan,2948,0 - 1,GM,NikoTheodorou,3104
GM,KantorGergely,2788,0 - 1,IM,MITerryble,3011
GM,Jospem,3102,1 - 0,GM,Mikhail_Bryakin,2892
GM,dropstoneDP,3016,1 - 0,IM,DonkyDonkyDonkey,2926
GM,Nikolakis2014,2755,0 - 1,GM,Indianlad,3064
GM,Njal28,3041,1 - 0,GM,Hovik_Hayrapetyan,2889
FM,Mysterio47,2824,0 - 1,GM,FairChess_on_YouTube,3064
GM,Sanan_Sjugirov,2931,0 - 1,GM,Alexchess1984,2698
GM,GM_shahin,2892,0 - 1,GM,joppie2,3034
FM,rezamahdavi2008,3006,1 - 0,GM,gurelediz,3053
GM,crescentmoon2411,2913,1 - 0,FM,gau_npukyputb,2695
FM,ChessicallyInclined,2841,1 - 0,GM,SantoBlue,2978
GM,VerdeNotte,2872,½ - ½,IM,SlipperySpeedster,2720
GM,QuintilianoR,2717,0 - 1,IM,Sina_Movahed,3044
GM,Beca95,2990,1 - 0,IM,NodariousBIG,2783
FM,splendidkid,2913,0 - 1,GM,Antipov_Mikhail_Al,2991
GM,jinbojinbo,2682,0 - 1,GM,Durarbayli,2925
GM,AryanTari,2977,1 - 0,NM,Abund,2734
IM,Shubinkirill2003,2968,½ - ½,GM,Hikaru,3276
GM,Fandorine,2924,½ - ½,GM,GMWSO,3072
GM,Baku_Boulevard,3136,0 - 1,GM,jcibarra,2970
GM,vi_pranav,3103,1 - 0,GM,platy3,3018
GM,DenLaz,3104,1 - 0,GM,sergiochess83,2983
GM,legendisback1,2996,1 - 0,GM,mishanick,3038
GM,NikoTheodorou,3104,½ - ½,IM,MolecularChemist,2928
IM,MITerryble,3011,0 - 1,GM,Cayse,2795
IM,TheRealGmochey,2890,1 - 0,GM,Jospem,3102
GM,Elsa167,2782,0 - 1,GM,dropstoneDP,3016
GM,Indianlad,3064,1 - 0,FM,German_Bazeev,2902
IM,blitzking1729,2822,0 - 1,GM,Njal28,3041
GM,Alexchess1984,2698,0 - 1,GM,FairChess_on_YouTube,3064
GM,joppie2,3034,1 - 0,FM,rezamahdavi2008,3006
FM,ChessicallyInclined,2841,0 - 1,GM,crescentmoon2411,2913
IM,Susal_De_Silva,2767,1 - 0,IM,Sina_Movahed,3044
GM,Beca95,2990,1 - 0,GM,Fighterman91,2768
GM,Antipov_Mikhail_Al,2991,0 - 1,GM,attack2mateU,2724
GM,Durarbayli,2925,1 - 0,FM,amateurchess20,2611
FM,Sadykov_Ramil,2603,0 - 1,GM,AryanTari,2977
GM,Anton_Demchenko,2898,1 - 0,FM,Sweafty,2633
GM,Denis_Makhnyov,2969,1 - 0,GM,Olga_Girya,2519
IM,bazar-wokzal,2640,0 - 1,IM,KazakhFighter04,3023
GM,FXDon77,2915,0 - 1,GM,Firouzja2003,3188
GM,amintabatabaei,3095,1 - 0,IM,SlipperySpeedster,2720
GM,AryanTari,2977,½ - ½,GM,vi_pranav,3103
GM,DenLaz,3104,½ - ½,GM,Anton_Demchenko,2898
GM,dropstoneDP,3016,0 - 1,GM,Denis_Makhnyov,2969
IM,KazakhFighter04,3023,1 - 0,GM,Indianlad,3064
GM,jcibarra,2970,0 - 1,GM,Njal28,3041
GM,FairChess_on_YouTube,3064,1 - 0,GM,legendisback1,2996
GM,Cayse,2795,½ - ½,GM,joppie2,3034
GM,crescentmoon2411,2913,0 - 1,IM,TheRealGmochey,2890
IM,Susal_De_Silva,2767,½ - ½,GM,Beca95,2990
GM,attack2mateU,2724,0 - 1,GM,Durarbayli,2925
GM,Hikaru,3276,1 - 0,GM,Sam_ChessMood,2926
GM,Firouzja2003,3188,1 - 0,GM,Zhigalko_Sergei,2912
GM,GMWSO,3072,1 - 0,GM,Rakhmanov_Aleksandr,2824
GM,chito89,2913,½ - ½,GM,NikoTheodorou,3104
IM,MolecularChemist,2928,½ - ½,GM,amintabatabaei,3095
CM,ketrabluwos,2609,0 - 1,IM,Shubinkirill2003,2968
GM,Baku_Boulevard,3136,1 - 0,IM,atbenina64,2790
NM,Abund,2734,½ - ½,GM,OparinGrigoriy,3086
GM,mishanick,3038,1 - 0,GM,jinbojinbo,2682
GM,Aygehovit1992,2723,0 - 1,IM,MITerryble,3011
GM,Jospem,3102,1 - 0,GM,Fighterman91,2768
GM,Sanan_Sjugirov,2931,1 - 0,GM,KNVB,2814
IM,bescmelasti,2637,0 - 1,GM,SantoBlue,2978
GM,bardiya_Daneshvar,3032,1 - 0,IM,I_am_Javi,2739
GM,LastGladiator1,3022,1 - 0,FM,Forge13,2696
GM,Njal28,3041,1 - 0,GM,Denis_Makhnyov,2969
GM,FairChess_on_YouTube,3064,1 - 0,IM,KazakhFighter04,3023
GM,Durarbayli,2925,1 - 0,IM,TheRealGmochey,2890
GM,Beca95,2990,1 - 0,GM,Hikaru,3276
GM,AryanTari,2977,1 - 0,GM,Firouzja2003,3188
IM,Shubinkirill2003,2968,0 - 1,GM,GMWSO,3072
GM,vi_pranav,3103,0 - 1,GM,Anton_Demchenko,2898
GM,Cayse,2795,0 - 1,GM,DenLaz,3104
GM,joppie2,3034,1 - 0,IM,Susal_De_Silva,2767
FM,ShiroglanTalibov,2863,1 - 0,GM,Baku_Boulevard,3136
GM,mishanick,3038,1 - 0,GM,Elsa167,2782
IM,MITerryble,3011,1 - 0,GM,OhanyanEminChess,2814
GM,dropstoneDP,3016,1 - 0,IM,blitzking1729,2822
GM,chito89,2913,0 - 1,GM,Jospem,3102
IM,Legendinunknown,2814,1 - 0,GM,amintabatabaei,3095
GM,Indianlad,3064,1 - 0,FM,Witik,2795
GM,Sanan_Sjugirov,2931,0 - 1,IM,DonkyDonkyDonkey,2926
GM,Nikolakis2014,2755,1 - 0,GM,crescentmoon2411,2913
GM,SantoBlue,2978,1 - 0,GM,Alexchess1984,2698
GM,bocah_sakit,2686,1 - 0,GM,bardiya_Daneshvar,3032
FM,rezamahdavi2008,3006,0 - 1,GM,LastGladiator1,3022
FM,ChessicallyInclined,2841,1 - 0,IM,Sina_Movahed,3044
GM,Antipov_Mikhail_Al,2991,1 - 0,GM,GM_shahin,2892
CM,stollenmonster,2921,0 - 1,GM,AvitalBor,2793
GM,jcibarra,2970,1 - 0,FM,BeanScreen,2678
GM,Durarbayli,2925,½ - ½,GM,Njal28,3041
GM,GMWSO,3072,½ - ½,GM,FairChess_on_YouTube,3064
GM,DenLaz,3104,0 - 1,GM,Beca95,2990
GM,Anton_Demchenko,2898,½ - ½,GM,joppie2,3034
IM,MITerryble,3011,½ - ½,GM,AryanTari,2977
IM,MolecularChemist,2928,0 - 1,GM,mishanick,3038
GM,legendisback1,2996,½ - ½,GM,dropstoneDP,3016
GM,Jospem,3102,½ - ½,GM,DmitryMaximov,2758
IM,TheRealGmochey,2890,½ - ½,GM,Indianlad,3064
GM,SantoBlue,2978,½ - ½,FM,ShiroglanTalibov,2863
GM,LastGladiator1,3022,½ - ½,GM,Tormoz,2868
IM,Legendinunknown,2814,½ - ½,GM,Antipov_Mikhail_Al,2991
GM,Denis_Makhnyov,2969,1 - 0,IM,DonkyDonkyDonkey,2926
IM,KazakhFighter04,3023,½ - ½,GM,Nikolakis2014,2755
GM,bocah_sakit,2686,½ - ½,GM,jcibarra,2970
GM,AvitalBor,2793,0 - 1,GM,baki83,2889
FM,ChessicallyInclined,2841,½ - ½,IM,MatthewG-p4p,2948
IM,bazar-wokzal,2640,½ - ½,GM,GMKrikor,2857
GM,Hikaru,3276,½ - ½,IM,Aradhya2000,2787
GM,vi_pranav,3103,½ - ½,GM,Cayse,2795
IM,Shubinkirill2003,2968,0 - 1,GM,KantorGergely,2788
IM,mbojan,2948,½ - ½,GM,Sam_ChessMood,2926
GM,ViIIagra,2943,1 - 0,IM,SlipperySpeedster,2720
GM,Nitzan_Steinberg,2907,½ - ½,IM,atbenina64,2790
IM,Susal_De_Silva,2767,1 - 0,GM,Zhigalko_Sergei,2912
GM,FairChess_on_YouTube,3064,1 - 0,GM,Beca95,2990
GM,Njal28,3041,½ - ½,GM,GMWSO,3072
