white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
FM,JonasEilenberg,2635,0 - 1,GM,Hikaru,3324
GM,DanielNaroditsky,3083,1 - 0,FM,Truequitos,2618
CM,RantomOpening,2686,0 - 1,GM,HansOnTwitch,3179
GM,LyonBeast,3197,1 - 0,FM,SHIVACalypso,2532
NM,subham777,2661,0 - 1,GM,Konavets,3189
GM,nihalsarin,3124,1 - 0,NM,Good_Knight_Kiss,2500
FM,ahkashefi2800,2546,0 - 1,GM,Angry_Twin,2995
GM,Oleksandr_Bortnyk,3068,1 - 0,FM,jup1978,2570
FM,betta2004,2616,1 - 0,GM,lachesisQ,3144
GM,GMWSO,3205,1 - 0,CM,koncheto,2581
CM,jlf287,2465,0 - 1,GM,mishanick,3099
GM,Jospem,3080,0 - 1,FM,sotochess,2444
NM,Mikayel99,2600,½ - ½,GM,DenLaz,3161
GM,FairChess_on_YouTube,3130,1 - 0,FM,jeetjain,2634
FM,Dinamo3,2600,0 - 1,GM,Polish_fighter3000,3200
IM,Rud_Makarian,3076,1 - 0,FM,Pawngobblerx2000,2566
FM,Payyappat,2439,0 - 1,GM,GHANDEEVAM2003,3174
GM,SpeedofLight0,3069,1 - 0,FM,Siemba,2276
FM,Zorbos,2679,0 - 1,GM,LiemLe,3132
GM,Njal28,3000,1 - 0,CM,cristianserban1,2678
FM,CarrotsandPizza,2540,0 - 1,GM,ChessLover0108,2970
GM,ChristopherYoo,3068,1 - 0,IM,RichardLeyvaP,2669
CM,komogro,2527,0 - 1,GM,dropstoneDP,3076
GM,Marcan2b,3014,1 - 0,NM,ybothg,2506
FM,losersgame,2506,0 - 1,GM,Msb2,3016
GM,OparinGrigoriy,3035,1 - 0,IM,Escanor89,2536
NM,Rawnsdale,2509,0 - 1,GM,igorkovalenko,2916
GM,BogdanDeac,3029,1 - 0,FM,Vasily85,2585
FM,colegiodemadrid,2553,0 - 1,GM,BilodeauA,2990
GM,GMBenjaminBok,3094,1 - 0,IM,Levanzovsky,2580
FM,Hypercar,2545,0 - 1,GM,jefferyx,2999
GM,rasmussvane,2952,1 - 0,FM,Slovak_fighter2000,2617
IM,Baronessa08,2534,1 - 0,GM,SantoBlue,3016
GM,h4parah5,2990,1 - 0,FM,RealJerusalem,2436
FM,WindWhistler11,2530,0 - 1,GM,Fandorine,2997
GM,Beca95,3018,1 - 0,FM,masterofpuppets2,2535
WCM,winniethepooh04,2329,0 - 1,IM,MolecularChemist,2975
FM,spaski2004,2901,1 - 0,NM,VitorBronson,2579
IM,Ykow,2740,0 - 1,GM,Zhigalko_Sergei,2974
GM,tptagain,3030,½ - ½,NM,thesupera12,2573
CM,ChuckPhil,2536,0 - 1,GM,platy3,2964
GM,Hrant_ChessMood,2939,0 - 1,FM,Redzishchess,2490
NM,Road2GM3000,2594,0 - 1,GM,mitrabhaa,2964
FM,dmitrijiIM,2888,1 - 0,FM,Crasyhealer,2542
FM,Arteler,2309,½ - ½,GM,AryanTari,2986
GM,TigrVShlyape,2868,1 - 0,CM,Sjakkerntobi,2607
FM,Cambek64,2450,0 - 1,IM,DonkyDonkyDonkey,2972
GM,VladimirKramnik,3040,1 - 0,FM,JackRodgers,2604
FM,Attacker_2006,2572,0 - 1,GM,sergiochess83,2891
GM,Durarbayli,2931,1 - 0,FM,WPWPWP-2015,2506
FM,DonMicheleCorleone,2529,0 - 1,GM,Harsha_Bharathakoti,2934
GM,KuzubovYuriy,2958,1 - 0,FM,argentum049,2460
IM,marianokar,2479,0 - 1,IM,Rsnr,2945
FM,Alex_Sahakyan2006,2700,1 - 0,FM,wanyaland,2460
IM,Mistango,2521,1 - 0,GM,LionTheLeon_06,2920
GM,DanielDardha2005,2946,1 - 0,FM,tolimachess,2312
WCM,bitter-cikolata,2559,0 - 1,GM,K_A_S_T_O_R,2804
GM,Genghis_K,2933,1 - 0,IM,FrenchMonster2002,2345
FM,szachmistrz2500,2552,1 - 0,GM,jcibarra,2909
GM,Dedic8,2936,1 - 0,IM,ural58,2519
NM,N_Mullodzhanov,2627,0 - 1,GM,Igor_Lysyj,2828
FM,temus_galaktionov,2906,1 - 0,CM,Actuary44,2553
IM,vladoboch,2578,0 - 1,GM,Elsa167,2782
