white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
GM,Hikaru,3324,1 - 0,FM,Orest_Vovk,2592
NM,2346PL,2548,0 - 1,GM,MagnusCarlsen,3256
GM,Firouzja2003,3199,1 - 0,IM,santosalberto1987,2545
FM,OPQRC,2551,1 - 0,GM,HansOnTwitch,3179
GM,Polish_fighter3000,3200,1 - 0,IM,chessllermo,2528
FM,rdarruda,2557,0 - 1,GM,DanielNaroditsky,3083
GM,FairChess_on_YouTube,3130,1 - 0,FM,LangesNasenhaar,2482
GM,MathiasWomacka,2608,0 - 1,GM,Jospem,3080
GM,SpeedofLight0,3069,1 - 0,IM,BigAl,2555
NM,Kleyton_Lima,2528,0 - 1,GM,mishanick,3109
GM,LiemLe,3132,1 - 0,IM,adricalderon8,2499
IM,ural58,2519,0 - 1,GM,FabianoCaruana,3146
GM,Azerichess,3068,1 - 0,FM,EsmeraldasAnderson03,2525
CM,Actuary44,2553,1 - 0,GM,Hrant_ChessMood,2939
GM,Oleksandr_Bortnyk,3095,1 - 0,NM,Good_Knight_Kiss,2500
FM,N18player,2597,½ - ½,GM,Njal28,3000
GM,Sanan_Sjugirov,2994,1 - 0,FM,corvachesky,2476
FM,ErikRonka,2496,0 - 1,GM,BilodeauA,2990
GM,Msb2,3036,1 - 0,NM,N_Mullodzhanov,2627
NM,Noki102,2526,1 - 0,GM,BogdanDeac,3029
GM,GMBenjaminBok,3094,½ - ½,IM,AjedrezenMadrid,2433
FM,10n0l20,2483,0 - 1,GM,Beca95,3007
GM,VladimirKramnik,3040,1 - 0,IM,Irishchessman16,2557
FM,Casper,2565,0 - 1,GM,Harsha_Bharathakoti,2934
GM,Chopper1905,2980,1 - 0,CM,tgpgoat,2524
FM,krucki03,2650,0 - 1,GM,vugarrasulov,3010
GM,KuzubovYuriy,2958,1 - 0,NM,liwadas82,2550
FM,terrortoast,2560,0 - 1,GM,Antipov_Mikhail_Al,3024
GM,jcibarra,2909,1 - 0,FM,MFatigue,2533
IM,dosto07,2527,0 - 1,GM,Genghis_K,2933
GM,igorkovalenko,2916,1 - 0,FM,Lion_DL,2414
FM,anasta10,2676,0 - 1,IM,yosephtaher,3050
GM,ckgchess,2940,1 - 0,CM,cristianserban1,2678
IM,ninguno46,2645,0 - 1,GM,Fandorine,2997
GM,XDPS,2933,½ - ½,FM,JackRodgers,2604
CM,jlf287,2465,1 - 0,GM,bancsoo,3003
GM,Elsa167,2782,1 - 0,IM,Ykow,2740
NM,Championnn-9,2630,0 - 1,IM,MatthewG-p4p,2904
GM,Zhigalko_Sergei,2974,1 - 0,FM,Eliwood44,2438
CM,ShahMatKanal,2521,½ - ½,CM,stollenmonster,2914
IM,Arystanner,2928,0 - 1,FM,kemelgallo,2810
FM,Sinquefield,2542,0 - 1,GM,kleinebeer98,2821
GM,TenisMaster,2905,1 - 0,WIM,secretsuperstar7,2492
NM,thesupera12,2573,0 - 1,GM,TigrVShlyape,2868
GM,Lukianoo,2969,1 - 0,NM,EvilMorty23,2617
FM,Licancabur,2510,0 - 1,GM,ContrVersia,2863
GM,AlexeiShirov,2936,1 - 0,CM,ATM622,2455
IM,elmusmolamas,2564,0 - 1,GM,sergiochess83,2891
IM,Yaacovn,2830,1 - 0,FM,StrackedAktonamee,2608
CM,andrzej,2415,0 - 1,GM,VojtechPlat,2886
GM,baag,2853,1 - 0,CM,mbchess97,2489
IM,LastHeroJr,2453,0 - 1,GM,Shtembuliak,2881
GM,JSPrepz,2884,1 - 0,NM,Road2GM3000,2594
FM,Zadar321,2570,0 - 1,FM,TanitoluwaAps116,2784
GM,Igor_Lysyj,2828,1 - 0,FM,MusicCityMaster,2419
FM,WPWPWP-2015,2506,0 - 1,GM,GMAkobianSTL,2965
GM,Mr_Heisenberg13,2904,1 - 0,FM,SergioMoralesG,2511
FM,SHIVACalypso,2532,0 - 1,IM,NovakCabarkapa,2751
GM,Adham_Fawzy,2917,1 - 0,IM,Slovineanu,2580
FM,masterofpuppets2,2535,0 - 1,IM,SchmakAttack,2797
IM,Kosak12,2915,1 - 0,FM,Caracal3000,2531
FM,XeresLt,2510,0 - 1,IM,kenta1234,2803
IM,kids2010,2830,½ - ½,NM,rodp92,2617
IM,ElDivis,2492,0 - 1,GM,baki83,2929
GM,KNVB,2974,1 - 0,FM,Inepton_Fermion,2499
CM,Sjakkerntobi,2607,0 - 1,GM,alexrustemov,2879
GM,K_A_S_T_O_R,2804,1 - 0,WFM,ccccvhhhj,2534
FM,Kombinator01,2440,1 - 0,FM,ShadowKing71,2868
GM,Miguelito,2817,1 - 0,WGM,KetiTsatsalashvili,2351
FM,Cambek64,2450,0 - 1,GM,YQPerez,2911
NM,Abund,2750,1 - 0,FM,Eleyah,2575
FM,username9325890235,2499,½ - ½,GM,Byniolus,2836
IM,Szparu,2831,1 - 0,FM,db-banana,2536
CM,Jesseinkman,2483,½ - ½,GM,js20000,2821
NM,Blitzstream,2851,1 - 0,FM,MeisterJabo,2487
FM,Midgardsormur,2566,0 - 1,GM,aceontheturn,2854
GM,Kiborg95,2839,1 - 0,CM,GilbertoHernandezAmura,2647
NM,Mikhal867,2510,½ - ½,IM,Gianmarco_es,2810
