white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
GM,MagnusCarlsen,3256,1 - 0,FM,Pingah9,2612
FM,Likvidator228,2599,0 - 1,GM,nihalsarin,3124
GM,DanielNaroditsky,3083,1 - 0,CM,korkmaz16,2481
CM,zverr1,2615,0 - 1,GM,FairChess_on_YouTube,3130
GM,mishanick,3099,1 - 0,IM,bazar-wokzal,2562
IM,santosalberto1987,2545,0 - 1,GM,Polish_fighter3000,3200
GM,DenLaz,3161,1 - 0,FM,ExtremeLearner,2671
WFM,Lady_Nika,2553,0 - 1,IM,Sina_Movahed,3044
GM,Firouzja2003,3199,1 - 0,FM,colegiodemadrid,2553
IM,nabukatnezarr,2618,0 - 1,GM,jefferyx,2999
GM,Oleksandr_Bortnyk,3068,1 - 0,GM,yaguigor,2718
IM,Mackster23,2684,0 - 1,GM,FabianoCaruana,3166
GM,SpeedofLight0,3069,1 - 0,FM,Truequitos,2618
FM,betta2004,2616,0 - 1,GM,BilodeauA,2990
GM,Jospem,3080,1 - 0,CM,ACollins05,2489
GM,adiosabu,2597,1 - 0,GM,Grischuk,3033
GM,VincentKeymer,3116,1 - 0,IM,masnyszachistaaa,2611
IM,MKlenburg,2662,0 - 1,GM,mitrabhaa,2964
GM,Njal28,3000,1 - 0,FM,PolandHussars,2599
IM,kikoveiga,2426,0 - 1,GM,GHANDEEVAM2003,3180
GM,AryanTari,2986,0 - 1,IM,Dr_troll,2665
NM,stolencandy13,2620,½ - ½,GM,iturrizaga,2996
GM,Sanan_Sjugirov,2994,1 - 0,FM,xakevicius91,2470
IM,RichardLeyvaP,2669,½ - ½,GM,VladimirKramnik,3040
IM,Rud_Makarian,3076,1 - 0,IM,AGW2016,2642
FM,EsmeraldasAnderson03,2525,½ - ½,GM,Vladimir_Zakhartsov,2900
GM,dropstoneDP,3076,½ - ½,FM,best926,2503
CM,koncheto,2581,1 - 0,GM,sergiochess83,2891
GM,Beca95,3018,0 - 1,FM,chucksterf10,2682
IM,ninguno46,2645,0 - 1,GM,Durarbayli,2931
GM,vugarrasulov,3010,0 - 1,FM,valeriocarnicelli,2605
FM,Michal_Fiedorek,2560,0 - 1,GM,GMBenjaminBok,3094
GM,Hrant_ChessMood,2939,1 - 0,NM,pooh2012,2754
CM,Josetricks,2636,½ - ½,FM,artin10862,3004
GM,ChristopherYoo,3068,½ - ½,IM,TheRigos,2575
FM,G10De_Arrascaeta,2563,0 - 1,IM,yosephtaher,3050
GM,platy3,2964,1 - 0,FM,LangesNasenhaar,2482
NM,subham777,2661,0 - 1,GM,Mr_Heisenberg13,2929
GM,xxysoul6,2985,1 - 0,NM,Rawnsdale,2509
