white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
NM,dcremisi,2632,0 - 1,GM,MagnusCarlsen,3313
GM,DanielNaroditsky,3049,1 - 0,FM,ilushka,2463
IM,santosalberto1987,2505,0 - 1,GM,mishanick,3038
GM,Firouzja2003,3188,1 - 0,IM,Sergey85Rodchenkov,2568
FM,LoruF,2473,0 - 1,GM,Oleksandr_Bortnyk,3111
GM,artooon,3075,1 - 0,FM,Payyappat,2477
GM,Olga_Girya,2519,0 - 1,GM,LevonAronian,3039
GM,FairChess_on_YouTube,3064,1 - 0,WFM,FARIZA2018,2620
CM,zverr1,2511,0 - 1,GM,vi_pranav,3103
GM,Jospem,3102,1 - 0,IM,dosto07,2460
NM,nycjack1,2513,1 - 0,GM,amintabatabaei,3095
IM,Rud_Makarian,3004,1 - 0,IM,AleksanderHnydiuk,2523
FM,feuervogel1000000,2537,0 - 1,GM,xxysoul6,2990
GM,VladimirKramnik,2992,1 - 0,NM,noblerone,2540
FM,Gameking51,2563,0 - 1,GM,TigrVShlyape,2866
GM,garcho08,2944,1 - 0,WFM,Lady_Nika,2540
FM,Levanzovsky,2438,0 - 1,GM,Robert_Chessmood,3005
GM,GMBenjaminBok,3076,1 - 0,CM,Jakuboss22005,2412
IM,BigAl,2536,0 - 1,GM,shimastream,3025
GM,Njal28,3041,1 - 0,IM,indfraeng,2680
CM,Grossboss19,2610,0 - 1,IM,MITerryble,3011
GM,Vladimir_Zakhartsov,2908,1 - 0,FM,Marcin,2550
FM,LimeInTheCoconut,2486,0 - 1,GM,Prizant_academy,3183
IM,Sina_Movahed,3044,1 - 0,IM,Triumphmate,2564
FM,Casper,2571,1 - 0,GM,VerdeNotte,2872
GM,MagnusCarlsen,3313,1 - 0,GM,Iskusnyh,2589
NM,forevery0ung,2759,0 - 1,GM,DanielNaroditsky,3049
GM,mishanick,3038,1 - 0,WGM,awesomevishesh,2608
NM,stolencandy13,2720,0 - 1,GM,Firouzja2003,3188
GM,Oleksandr_Bortnyk,3111,1 - 0,FM,RojonR,2693
FM,Eagle_2019,2902,0 - 1,GM,artooon,3075
GM,LevonAronian,3039,1 - 0,IM,LeninGuerra,2555
IM,Fh2411,2622,0 - 1,GM,FairChess_on_YouTube,3064
GM,vi_pranav,3103,1 - 0,FM,bere_acqua,2618
IM,wannabe2700,2619,1 - 0,GM,Jospem,3102
FM,Vsevolod_Ovchinnikov,2635,0 - 1,IM,Rud_Makarian,3004
GM,xxysoul6,2990,1 - 0,FM,ozates,2635
IM,Kildepiotr,2735,1 - 0,GM,VladimirKramnik,2992
GM,TigrVShlyape,2866,1 - 0,CM,vishwa_vijeta,2680
GM,Robert_Chessmood,3005,1 - 0,FM,musclemonster12,2547
IM,krstulov_alex,2624,0 - 1,GM,garcho08,2944
FM,GP9isback23,2743,0 - 1,GM,GMBenjaminBok,3076
GM,shimastream,3025,0 - 1,FM,KashJinx,2664
CM,Vaibhavraut99,2640,0 - 1,GM,Njal28,3041
IM,MITerryble,3011,1 - 0,WIM,Speshka,2662
WFM,Zarinur,2548,0 - 1,GM,Vladimir_Zakhartsov,2908
