white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
GM,Hikaru,3324,1 - 0,FM,Truequitos,2618
FM,Tactican_228,2468,0 - 1,GM,Firouzja2003,3199
GM,Polish_fighter3000,3200,1 - 0,FM,mistrzemi,2558
NM,SharathRk6,2561,0 - 1,GM,Andreikka,3033
GM,FairChess_on_YouTube,3130,1 - 0,FM,gospodarsaha07,2502
FM,rdarruda,2557,0 - 1,GM,Javokhir_Sindarov05,3169
GM,GMBenjaminBok,3094,1 - 0,WIM,joksijoksi,2532
GM,rhungaski,2638,½ - ½,GM,amintabatabaei,3005
GM,jefferyx,2999,1 - 0,NM,Agent-JL,2571
FM,JG-17,2601,0 - 1,GM,DanielNaroditsky,3083
IM,Rud_Makarian,3076,1 - 0,CM,Torosyan_chess,2666
CM,Actuary44,2553,0 - 1,GM,MrTattaglia,3027
GM,mishanick,3109,1 - 0,IM,Misha_Bilous,2530
FM,Chessdreamer2020,2542,½ - ½,GM,OparinGrigoriy,3035
GM,Msb2,3036,1 - 0,CM,Queensandpawns,2481
FM,Sem1901,2553,0 - 1,GM,Antipov_Mikhail_Al,3024
GM,Shankland,2934,1 - 0,IM,chessllermo,2528
WFM,sansanathalia,2563,0 - 1,GM,dropstoneDP,3076
GM,champ2005,3006,1 - 0,FM,PierrotFace,2572
FM,vova-79,2551,0 - 1,GM,Oleksandr_Bortnyk,3068
GM,jcibarra,2909,1 - 0,CM,Powerofchess09,2544
FM,HajiyevKanan,2599,0 - 1,GM,Sanan_Sjugirov,2994
GM,VladimirKramnik,3040,1 - 0,NM,toninhojit,2564
FM,Belka1989,2609,1 - 0,FM,rezamahdavi2008,2954
GM,Harsha_Bharathakoti,2934,1 - 0,NM,VitorBronson,2579
CM,komogro,2527,0 - 1,GM,Genghis_K,2933
GM,TigrVShlyape,2868,1 - 0,NM,FollowRivers,2460
FM,el_sporco,2597,0 - 1,IM,AlexTriapishko,2828
IM,Arash_Tahbaz,2862,1 - 0,GM,gmpeter008,2544
FM,WindWhistler11,2530,0 - 1,GM,HVillagra,2994
IM,Murad_Ibrahimli,2996,1 - 0,FM,Dragnaros,2612
NM,ChadBiryani,2483,1 - 0,FM,sofaceindisguise,2749
GM,Cayse,2901,1 - 0,IM,Levanzovsky,2580
FM,Blitz_Lover1,2513,0 - 1,GM,alexrustemov,2879
GM,Zkid,2925,1 - 0,FM,ChessSG1,2517
FM,Eliwood44,2438,0 - 1,GM,Binary010,2873
GM,kleinebeer98,2821,1 - 0,FM,sotochess,2444
CM,Deenzerz,2539,0 - 1,GM,pouya21,2930
IM,lucliasco,2860,1 - 0,FM,G10De_Arrascaeta,2563
CM,Klendi,2577,½ - ½,IM,Szparu,2831
IM,aa175,2847,1 - 0,NM,AlexanderMatlak,2529
FM,cedchass2006,2322,0 - 1,GM,dretch,2949
GM,Byniolus,2836,1 - 0,NM,WanderingPuppet,2580
CM,b0103232338,2584,1 - 0,NM,ElliotAldersonTwitch,2853
GM,PeacefulWarrior888,2775,1 - 0,WFM,MashaFromRussia,2477
CM,NovakRatko,2479,½ - ½,IM,chenxiaoyuer,2749
FM,TanitoluwaAps116,2784,1 - 0,CM,RodriQA,2472
NM,chess13524678,2505,0 - 1,GM,ChessSharkz,2938
FM,GoltsevDmitry2000,2829,1 - 0,FM,stasOR4ik,2430
FM,Eloist,2448,0 - 1,GM,Hamisandwich,2696
NM,Chessgodisback2008,2880,½ - ½,FM,Colombiano07,2529
CM,Ruslan_0807,2412,0 - 1,GM,iwanyu,2869
FM,kemelgallo,2810,1 - 0,IM,dosto07,2527
FM,OkkotsuYuta03,2442,0 - 1,FM,1800_strength,2758
IM,DeGrootteZ,2952,1 - 0,CM,Sjakkerntobi,2607
CM,SultaiC,2536,0 - 1,GM,PawelCzarnota,2842
FM,PyrihRoman,2865,1 - 0,IM,Abduzhaparov,2438
CM,JetLeoChess,2448,½ - ½,IM,IlanSchnaider,2835
CM,Checkmate-100,2855,1 - 0,FM,Pachonpower,2486
FM,pauliukevicius,2589,0 - 1,IM,Alphafischer2019,2688
IM,Zurability,2764,1 - 0,FM,picturesquecheck,2496
WFM,rollercoaster29,2596,0 - 1,GM,GMKrikor,2806
