white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
GM,MagnusCarlsen,3256,1 - 0,FM,RadioactiveWalrus65,2699
IM,whiteglovethief,2545,0 - 1,GM,Hikaru,3324
GM,nihalsarin,3124,1 - 0,CM,supermoli2300,2601
IM,chessllermo,2528,0 - 1,GM,VincentKeymer,3116
GM,Msb2,3036,1 - 0,CM,komogro,2527
CM,zverr1,2615,0 - 1,GM,DanielNaroditsky,3083
GM,mishanick,3109,1 - 0,FM,frankshar,2432
WFM,JerglerMeister,2432,0 - 1,GM,FairChess_on_YouTube,3130
GM,FabianoCaruana,3146,1 - 0,NM,falzehope0,2417
GM,Glek_Igor,2664,0 - 1,GM,Oleksandr_Bortnyk,3068
GM,Polish_fighter3000,3200,1 - 0,CM,b0103232338,2584
WFM,rollercoaster29,2596,0 - 1,GM,OparinGrigoriy,3035
GM,Andreikka,3033,1 - 0,IM,zmeeed67,2644
CM,CMButgood,2607,0 - 1,GM,dropstoneDP,3076
GM,SpeedofLight0,3069,1 - 0,FM,Orest_Vovk,2592
FM,Ryukchess81,2494,0 - 1,GM,Jospem,3080
IM,Rud_Makarian,3009,1 - 0,NM,JUMPINGJAC2,2619
FM,Barboval,2637,0 - 1,FM,rezamahdavi2008,2948
GM,iturrizaga,2996,1 - 0,FM,xakevicius91,2470
FM,Beletko,2375,0 - 1,GM,rasmussvane,2952
GM,DrVelja,3001,1 - 0,IM,Yanhob,2520
NM,harshu27,2466,0 - 1,GM,ChessSharkz,2921
GM,baki83,2929,1 - 0,GM,Mikhail_Golubev,2724
FM,Pachonpower,2486,0 - 1,GM,penguingm1,2974
GM,Fandorine,2997,1 - 0,NM,ParagonFighter,2574
IM,Hongjin,2470,0 - 1,GM,moro182,2888
GM,Zhigalko_Sergei,2974,1 - 0,IM,Slovineanu,2580
FM,FadingMustard,2619,0 - 1,IM,Kirill_Klukin,2927
GM,kleinebeer98,2821,1 - 0,IM,Maestro1986,2530
NM,VitorBronson,2579,0 - 1,GM,onyshchuk_v,2972
IM,mbojan,2890,1 - 0,FM,Rafael_Ventura,2353
FM,nicolai1950,2617,0 - 1,GM,TigrVShlyape,2868
IM,MatthewG-p4p,2912,1 - 0,FM,petr577,2506
FM,Schachkatze2000,2560,1 - 0,GM,PeacefulWarrior888,2775
CM,stollenmonster,2914,1 - 0,FM,The_Straightforward_Rook,2568
CM,Onthequiet,2573,0 - 1,IM,Arystanner,2928
GM,MarkusRagger,2942,1 - 0,FM,szachmistrz2500,2552
NM,playablecharacter,2500,1 - 0,IM,Yaacovn,2830
GM,alexrustemov,2879,½ - ½,FM,cedchass2006,2322
FM,WindWhistler11,2530,0 - 1,GM,K_A_S_T_O_R,2804
IM,GothamChess,2761,0 - 1,GM,gmpeter008,2544
GM,underdogchss,2548,0 - 1,GM,vladislavkovalev,2826
FM,BardArtem,2880,1 - 0,NM,SharathRk6,2561
FM,fitod,2468,0 - 1,FM,TanitoluwaAps116,2784
IM,Szparu,2831,1 - 0,NM,toninhojit,2564
CM,Hakiki_satranc,2508,½ - ½,FM,ilqar_74,2842
GM,TheSilmarils,2920,1 - 0,FM,Dr_Pepper18,2494
IM,dosto07,2527,0 - 1,IM,AradNazari,2923
GM,KNVB,2974,1 - 0,CM,nj123456,2456
CM,EseVeisi,2413,0 - 1,IM,remi04,2905
IM,IlanSchnaider,2835,1 - 0,FM,Tunahan_Makaraci,2495
NM,ajian,2466,1 - 0,IM,HamedWafa4,2844
FM,GoltsevDmitry2000,2829,1 - 0,FM,kaanozcan006,2570
FM,Eliwood44,2438,0 - 1,FM,bascheyaro,2818
IM,AndrewMaco,2820,0 - 1,NM,belligham2023,2616
CM,Josetricks,2636,0 - 1,GM,Budisavljevic,2790
CM,Checkmate-100,2855,1 - 0,CM,kinga2008,2681
FM,Eloist,2448,1 - 0,FM,reevecanada,2751
FM,Dolphin_2010,2869,1 - 0,FM,RonArtest77,2496
WIM,Savagelittlemole,2538,1 - 0,GM,kachsona,2814
IM,AlihanHuseyinoglu,2771,1 - 0,CM,jmpion,2399
IM,Pelopidass,2570,1 - 0,FM,fgm1ke,2719
GM,Marcan2b,3014,1 - 0,FM,akretchetov,2533
IM,Tolya2,2475,1 - 0,IM,SyrBatman,2884
GM,XDPS,2933,1 - 0,WIM,diamonds13,2420
CM,Denisenko_Denis,2421,0 - 1,GM,chessintuit,2760
GM,Cayse,2901,1 - 0,FM,czasnaszachy,2526
FM,rdarruda,2557,1 - 0,FM,Makswolf200817,2719
IM,Flawless_Fighter,2775,1 - 0,WFM,Chempiblinka,2317
FM,ZakinIlay2306,2479,1 - 0,FM,PyrihRoman,2861
IM,Revan_2002,2776,½ - ½,IM,ural58,2519
FM,wild3000,2508,0 - 1,GM,js20000,2821
GM,GMKrikor,2806,1 - 0,CM,KVAIDAN,2327
FM,MeesvanOsch,2447,0 - 1,IM,kids2010,2830
FM,ReadySkate,2886,1 - 0,CM,Smiechu,2500
FM,AleOnSquares,2494,1 - 0,IM,resha1988,2740
GM,Vladimir_2020,2758,1 - 0,CM,probablybad04,2427
