white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
IM,bazar-wokzal,2562,0 - 1,GM,Hikaru,3324
GM,FairChess_on_YouTube,3130,1 - 0,IM,m_ezat,2748
IM,Alex_Banzea,2723,0 - 1,GM,HansOnTwitch,3179
GM,Polish_fighter3000,3200,1 - 0,FM,OPQRC,2551
GM,SharapovEvgeny,2683,½ - ½,GM,jefferyx,2999
IM,Rud_Makarian,3076,1 - 0,FM,Switzerlamb,2540
WGM,DishonorOnYourCow,2527,0 - 1,GM,mishanick,3099
IM,Sina_Movahed,3044,1 - 0,FM,chess123456s,2610
FM,HajiyevKanan,2599,0 - 1,GM,DenLaz,3161
GM,Jospem,3080,1 - 0,IM,AGW2016,2642
FM,NovoselovRoman,2679,½ - ½,GM,Firouzja2003,3199
GM,Oleksandr_Bortnyk,3095,1 - 0,FM,Viktoker,2677
GM,ragnaroek66,2534,0 - 1,GM,SpeedofLight0,3069
GM,GHANDEEVAM2003,3174,½ - ½,IM,Herman-NY,2555
IM,chessllermo,2528,0 - 1,GM,Grischuk,3033
GM,shimastream,3060,1 - 0,FM,Zorbos,2679
FM,valeriocarnicelli,2605,1 - 0,GM,artooon,3064
GM,Msb2,3016,1 - 0,IM,Pedrada88,2546
NM,chess_blitz00,2636,0 - 1,GM,Sanan_Sjugirov,2994
IM,MITerryble,3075,1 - 0,FM,Silent-Killer100,2660
NM,szachuspl,2661,0 - 1,GM,DrVelja,2966
GM,Philippians46,3113,1 - 0,FM,N18player,2597
GM,zubridis,2646,0 - 1,GM,AryanTari,2986
GM,VladimirKramnik,3040,1 - 0,FM,Staudenhocker43,2683
IM,SaiAgni_98,2526,0 - 1,GM,wonderfultime,3063
GM,jcibarra,2909,1 - 0,FM,ahmedkandiliii,2721
WIM,ChelsieMonica,2530,0 - 1,GM,dropstoneDP,3076
GM,Shield12,2954,1 - 0,FM,xakevicius91,2470
IM,dey2580,2547,0 - 1,IM,DonkyDonkyDonkey,2972
GM,frederiksvane,2980,1 - 0,FM,colegiodemadrid,2553
FM,Nf3c5,2651,1 - 0,GM,platy3,2964
GM,ChristopherYoo,3068,1 - 0,WIM,joksijoksi,2532
