white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
GM,Hikaru,3324,1 - 0,FM,Bastiandash,2666
WGM,DishonorOnYourCow,2527,½ - ½,GM,nihalsarin,3124
GM,LyonBeast,3197,1 - 0,FM,oganromchess,2511
NM,sina101,2546,0 - 1,GM,Duhless,3103
GM,Bigfish1995,3097,1 - 0,IM,BigAl,2555
WIM,joksijoksi,2532,0 - 1,GM,LevonAronian,3088
GM,FairChess_on_YouTube,3130,1 - 0,FM,FM_VS99,2647
IM,Baronessa08,2534,0 - 1,GM,Jospem,3080
GM,Polish_fighter3000,3200,1 - 0,FM,NLLO777,2556
IM,Barmen_EV,2615,0 - 1,GM,GMWSO,3205
GM,BogdanDeac,3029,1 - 0,FM,valeriocarnicelli,2605
IM,Airquake,2880,0 - 1,GM,Grischuk,3033
GM,DenLaz,3161,1 - 0,FM,Giorno,2558
GM,Zq1,2472,0 - 1,GM,Oleksandr_Bortnyk,3068
GM,Sibelephant,3071,1 - 0,FM,Statham,2811
IM,chessllermo,2528,0 - 1,GM,mishanick,3109
GM,Msb2,3016,1 - 0,FM,VinzentSpitzl,2443
FM,viktorgen2021,2566,0 - 1,GM,dropstoneDP,3076
GM,Njal28,3000,½ - ½,NM,AwareIdea,2585
FM,Casper,2565,1 - 0,GM,shimastream,3060
GM,OparinGrigoriy,3035,1 - 0,IM,masnyszachistaaa,2611
FM,Maxfan2008,2656,0 - 1,GM,wonderfultime,3063
GM,GHANDEEVAM2003,3180,1 - 0,IM,Mistango,2521
FM,GlennTipton,2476,0 - 1,GM,amintabatabaei,3005
GM,Denis_Makhnyov,2988,1 - 0,FM,anasta10,2676
WFM,FARIZA2018,2611,0 - 1,GM,sergoy,3026
GM,jefferyx,2999,1 - 0,FM,masterofpuppets2,2535
CM,RantomOpening,2686,0 - 1,IM,Rud_Makarian,3009
IM,MITerryble,3075,1 - 0,CM,otrov-11,2514
FM,OneTrickPony_82,2403,0 - 1,GM,FGHSMN,2914
GM,DominguezOnYoutube,2976,1 - 0,WGM,ama18,2692
FM,tandaleo,2513,0 - 1,GM,Sanan_Sjugirov,2994
GM,rasmussvane,2952,1 - 0,FM,N18player,2597
NM,EvilMorty23,2617,0 - 1,GM,Indianlad,3030
GM,GroovyKettle,3048,1 - 0,FM,SandwichOSaumon,2711
FM,mortngabriel,2565,0 - 1,GM,HVillagra,2994
IM,Sina_Movahed,3044,1 - 0,WIM,vesalhamedinia,2490
IM,Chesstrainer1,2473,0 - 1,GM,Prizant_academy,3183
GM,Fandorine,2997,1 - 0,IM,Maus7,2678
FM,MasterKroket,2599,0 - 1,GM,Zhigalko_Sergei,2974
GM,Jumbo,2953,1 - 0,FM,sergeikim,2642
CM,Klendi,2577,0 - 1,GM,artooon,3064
GM,igorkovalenko,2916,0 - 1,IM,santosalberto1987,2545
NM,Manukyan_Artak,2559,0 - 1,NM,1982lf,2854
GM,Anton_Demchenko,3024,1 - 0,GM,Mikhail_Golubev,2724
NM,Zheenbekov86,2447,0 - 1,GM,vugarrasulov,3010
GM,gmcorrales,2909,1 - 0,CM,Jo_Black1990,2399
FM,Zgorl,2630,0 - 1,GM,TigrVShlyape,2868
GM,SantoBlue,3016,1 - 0,NM,ProChessWICTH,2647
FM,Kotlyar_K,2653,0 - 1,GM,abhidabhi,2887
GM,VladimirKramnik,3040,1 - 0,GM,rhungaski,2638
IM,AttilaTurzo,2537,0 - 1,GM,frederiksvane,2989
GM,BilodeauA,2976,1 - 0,IM,Irishchessman16,2557
CM,Artyom_ChessMate,2534,1 - 0,GM,Elsa167,2782
GM,GMBenjaminBok,3094,0 - 1,FM,Muslim_player_05,2588
NM,rynos0411,2554,0 - 1,GM,Sam_ChessMood,2987
GM,viviania,2898,½ - ½,WIM,secretsuperstar7,2492
FM,Aash20,2459,0 - 1,GM,Sargsyan_Shant,3070
GM,Nemegejas,2830,1 - 0,FM,Licancabur,2510
CM,ATM622,2455,½ - ½,GM,chito89,2949
