white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
NM,b_6,2572,0 - 1,GM,Hikaru,3324
GM,MagnusCarlsen,3256,1 - 0,FM,Chernov_Mikhail,2534
FM,TheKingDoctor,2590,0 - 1,GM,Firouzja2003,3199
GM,DenLaz,3161,1 - 0,FM,IgorM2008,2601
FM,PelinGorki,2569,0 - 1,GM,Javokhir_Sindarov05,3169
GM,DanielNaroditsky,3083,1 - 0,FM,ExtremeLearner,2671
FM,Pingah9,2612,0 - 1,GM,mishanick,3109
GM,FairChess_on_YouTube,3130,1 - 0,FM,Acva-Alenok,2589
WCM,DudkinaU2010,2568,0 - 1,IM,Rud_Makarian,3076
GM,Jospem,3080,1 - 0,FM,SmirnovAlexandrA,2543
IM,AleksanderHnydiuk,2529,0 - 1,GM,vi_pranav,3032
GM,lachesisQ,3144,1 - 0,CM,Bryantman2014,2666
GM,YoreDea,2530,0 - 1,GM,GMBenjaminBok,3094
GM,frederiksvane,2989,1 - 0,IM,zmeeed67,2644
CM,GameOverBro,2474,0 - 1,GM,Msb2,3036
GM,Shankland,2934,1 - 0,FM,Josechessgg,2606
FM,Raudra_dhari,2586,0 - 1,GM,AnishOnYoutube,3072
GM,LiemLe,3132,1 - 0,IM,darkangel1970,2247
WGM,savitha1030,2594,½ - ½,GM,Oleksandr_Bortnyk,3095
GM,jefferyx,2999,1 - 0,FM,CristianS27,2605
FM,frankshar,2432,0 - 1,GM,wonderfultime,3063
GM,fireheart92,3086,1 - 0,CM,zverr1,2615
CM,Zenekritikus04,2538,0 - 1,GM,bardiya_Daneshvar,2977
GM,OparinGrigoriy,3035,½ - ½,FM,VD_coach,2520
CM,Kingswhite2008,2488,0 - 1,GM,ChristopherYoo,3070
IM,Zohid6,2932,1 - 0,WFM,hongnhung1234,2551
IM,chessllermo,2528,½ - ½,GM,jcibarra,2909
GM,francyIM,2898,1 - 0,FM,isla88,2558
CM,Cocosiukas,2615,0 - 1,GM,rasmussvane,2952
IM,Murad_Ibrahimli,3002,1 - 0,GM,skzt,2538
FM,Tactican_228,2468,1 - 0,FM,rezamahdavi2008,2948
