white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
FM,bipe137,2550,0 - 1,GM,Hikaru,3276
GM,FairChess_on_YouTube,3064,1 - 0,IM,elmusmolamas,2544
FM,JackRodgers,2575,0 - 1,GM,nihalsarin,3211
GM,DanielNaroditsky,3049,1 - 0,WFM,Lady_Nika,2540
FM,WPWPWP-2015,2596,0 - 1,GM,amintabatabaei,3095
GM,ChristopherYoo,3007,1 - 0,FM,rdarruda,2490
FM,ErikRonka,2512,0 - 1,GM,HansOnTwitch,3128
GM,GHANDEEVAM2003,3044,1 - 0,FM,Hananmo,2535
IM,Ykow,2740,½ - ½,GM,dropstoneDP,3016
GM,Njal28,3041,1 - 0,FM,mrntzchess,2538
NM,VitorBronson,2500,0 - 1,GM,Oleksandr_Bortnyk,3111
GM,Jospem,3102,1 - 0,FM,jactorres,2524
CM,HeroWilczek,2480,0 - 1,IM,MITerryble,3011
GM,BilodeauA,3003,0 - 1,FM,sakkikuska,2546
FM,PelinGorki,2525,0 - 1,GM,jcibarra,2970
GM,Parhamov,3117,1 - 0,FM,dennisodessa,2543
FM,jup1978,2419,0 - 1,IM,MetiForce,2969
GM,Krakozia,2940,1 - 0,IM,Irishchessman16,2610
FM,N18player,2610,0 - 1,GM,mitrabhaa,2938
IM,Mykola-Bortnyk,3052,1 - 0,IM,zajka-molotok,2608
FM,GoldenShare,2622,0 - 1,GM,Grischuk,3058
GM,TigrVShlyape,2866,1 - 0,CM,koncheto,2482
FM,Chessdreamer2020,2608,0 - 1,GM,Fandorine,2924
GM,SpeedofLight0,3111,1 - 0,FM,ejam94,2519
FM,Schattman,2524,0 - 1,GM,Sanan_Sjugirov,2931
GM,Hikaru,3276,1 - 0,NM,NoHeThTo,2658
IM,korason34,2639,0 - 1,GM,FairChess_on_YouTube,3064
GM,nihalsarin,3211,1 - 0,FM,ArtemDyachuk,2673
FM,GP9isback23,2743,0 - 1,GM,DanielNaroditsky,3049
GM,amintabatabaei,3095,1 - 0,FM,FMVolodymyrSakun,2709
IM,wadsy27,2678,0 - 1,GM,ChristopherYoo,3007
GM,HansOnTwitch,3128,0 - 1,IM,bazar-wokzal,2640
FM,Alphafischer2019,2830,0 - 1,GM,GHANDEEVAM2003,3044
IM,Squirlolz,2512,0 - 1,GM,Njal28,3041
