white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
FM,ozates,2635,0 - 1,GM,Polish_fighter3000,3057
GM,Bigfish1995,3064,1 - 0,FM,Stanbad1,2589
NM,Train_Your_Dragon,2498,0 - 1,GM,BogdanDeac,3106
GM,DenLaz,3104,1 - 0,CM,robertoalejandro10,2475
CM,GameOverBro,2602,1 - 0,GM,SpeedofLight0,3111
GM,Grischuk,3058,1 - 0,CM,HeroWilczek,2480
CM,Practical-Play,2557,0 - 1,GM,Oleksandr_Bortnyk,3111
GM,mishanick,3038,1 - 0,FM,isla88,2600
IM,whiteglovethief,2661,0 - 1,GM,FairChess_on_YouTube,3064
GM,Msb2,3112,½ - ½,CM,domithebest,2596
IM,Herman-NY,2655,0 - 1,IM,Sina_Movahed,3044
GM,Anton_Demchenko,2898,½ - ½,NM,Tonychess32,2552
FM,sathvikadiga,2672,0 - 1,GM,AnishOnYoutube,3095
GM,shimastream,3025,1 - 0,NM,toninhojit,2498
FM,Juicy_Fork,2557,0 - 1,GM,Baku_Boulevard,3136
IM,Rud_Makarian,3004,½ - ½,CM,Taylanruzgar,2693
NM,noblerone,2540,½ - ½,GM,artooon,3075
GM,GM_dmitrij,3002,1 - 0,FM,ExtremeLearner,2447
FM,valeriocarnicelli,2581,0 - 1,IM,MITerryble,3011
GM,Sanan_Sjugirov,2931,1 - 0,CM,Speed-O-Sonic,2638
FM,Truequitos,2553,0 - 1,GM,Jospem,3102
GM,h4parah5,2946,0 - 1,FM,hakanazeri2,2728
IM,bazar-wokzal,2640,½ - ½,GM,dropstoneDP,3003
GM,DrVelja,2963,1 - 0,FM,LeoLV10,2610
FM,andrew-blr,2613,0 - 1,GM,wonderfultime,3083
GM,Polish_fighter3000,3057,1 - 0,FM,Kretinovich,2642
CM,profedechess93,2631,0 - 1,GM,Bigfish1995,3064
GM,BogdanDeac,3106,½ - ½,IM,ViralduS,2592
FM,Skatchkov_V,2802,0 - 1,GM,DenLaz,3104
FM,Yashasdevappa,2717,0 - 1,GM,Grischuk,3058
GM,Oleksandr_Bortnyk,3111,1 - 0,FM,djano,2622
FM,KashJinx,2664,0 - 1,GM,mishanick,3038
GM,FairChess_on_YouTube,3064,1 - 0,IM,AradNazari,2821
IM,Sina_Movahed,3044,1 - 0,FM,1mbl4,2635
GM,AnishOnYoutube,3095,1 - 0,CM,SashaKuzhilniy,2621
IM,chess94cu,2642,0 - 1,GM,shimastream,3025
GM,Baku_Boulevard,3136,1 - 0,IM,GeorgiosSouleidis,2670
FM,LeRoidesChampions,2613,0 - 1,GM,GM_dmitrij,3002
IM,MITerryble,3011,1 - 0,FM,Gennady_Kozlov,2654
GM,jinbojinbo,2682,0 - 1,GM,Sanan_Sjugirov,2931
GM,Jospem,3102,1 - 0,FM,Alexei_Gubajdullin,2740
NM,ravengelic,2689,0 - 1,GM,DrVelja,2963
GM,wonderfultime,3083,½ - ½,IM,xasid81,2666
FM,Emp3rador,2630,0 - 1,GM,BilodeauA,3003
GM,Macho_2006,2946,1 - 0,FM,SmirnovAlexandrA,2567
FM,Yeritsyaan,2659,½ - ½,GM,Sam_ChessMood,2926
FM,artin10862,2960,1 - 0,IM,Vahe_Danielyan,2713
GM,Ginger_GM,2660,0 - 1,GM,sergoy,2956
GM,Vladimir_Zakhartsov,2908,1 - 0,GM,Mikhail_Golubev,2598
FM,Elprofessor21,2704,0 - 1,GM,gurelediz,3053
GM,Binary010,2901,0 - 1,GM,Polish_fighter3000,3057
GM,Bigfish1995,3064,0 - 1,GM,sokidze,2917
GM,DenLaz,3104,1 - 0,IM,Kezin_Roman,2929
GM,Grischuk,3058,1 - 0,GM,Aygehovit1992,2723
GM,DavidGavrilescu18,2810,0 - 1,GM,Oleksandr_Bortnyk,3111
GM,mishanick,3038,0 - 1,IM,vasblesk,2805
GM,Gabrielian_Artur,2817,0 - 1,GM,FairChess_on_YouTube,3064
FM,ELECTRODYNAMIC_DRACULA,2884,0 - 1,IM,Sina_Movahed,3044
FM,GoltsevDmitry2000,2802,0 - 1,GM,AnishOnYoutube,3095
GM,shimastream,3025,1 - 0,FM,MarcoRiehle,2834
IM,Biranidun,2810,1 - 0,GM,Baku_Boulevard,3136
GM,GM_dmitrij,3002,0 - 1,FM,Makswolf200817,2760
FM,Witik,2805,½ - ½,IM,MITerryble,3011
GM,Sanan_Sjugirov,2931,½ - ½,CM,djokovic74,2876
IM,CarlosjPineror,2726,0 - 1,GM,Jospem,3102
GM,DrVelja,2963,0 - 1,IM,CSB7,2773
GM,BilodeauA,3003,1 - 0,IM,HSH1987,2758
GM,Evgeny81,2787,0 - 1,GM,Macho_2006,2946
FM,only_strong_moves,2756,½ - ½,FM,artin10862,2960
GM,sergoy,2956,½ - ½,GM,Saxar85,2784
FM,IMchanged,2821,1 - 0,GM,Vladimir_Zakhartsov,2908
GM,gurelediz,3053,1 - 0,IM,The_Machine04,2776
IM,lamomiajunior,2772,0 - 1,GM,TigrVShlyape,2866
GM,chito89,2913,0 - 1,GM,tptagain,2995
GM,jcibarra,2970,1 - 0,IM,Korchmar_Vasiliy,2711
GM,Polish_fighter3000,3057,1 - 0,FM,rezamahdavi2008,3006
FM,bascheyaro,2816,½ - ½,GM,DenLaz,3104
IM,MyDream003,2943,0 - 1,GM,Grischuk,3058
GM,Oleksandr_Bortnyk,3111,0 - 1,IM,MatthewG-p4p,2948
GM,FairChess_on_YouTube,3064,1 - 0,GM,iwanyu,2845
IM,Sina_Movahed,3044,0 - 1,GM,kpio91,2844
GM,AnishOnYoutube,3095,1 - 0,GM,sokidze,2917
FM,ValentunHulka,2846,0 - 1,GM,shimastream,3025
GM,Jospem,3102,1 - 0,NM,Abund,2734
IM,DreamsAreFake,2715,½ - ½,GM,BilodeauA,3003
GM,Macho_2006,2946,1 - 0,IM,vasblesk,2805
IM,Biranidun,2810,1 - 0,GM,gurelediz,3053
GM,TigrVShlyape,2866,1 - 0,FM,Makswolf200817,2760
IM,CSB7,2773,½ - ½,GM,tptagain,2995
GM,jcibarra,2970,1 - 0,FM,IMchanged,2821
IM,DonkyDonkyDonkey,2939,1 - 0,CM,KogotBobra17,2837
GM,platy3,3018,½ - ½,IM,Aradhya2000,2787
FM,Franmu14,2608,1 - 0,GM,baki83,2889
GM,TenisMaster,2917,1 - 0,IM,GothamChess,2835
FM,nekotyanof,2779,0 - 1,CM,stollenmonster,2921
GM,ContrVersia,2838,1 - 0,FM,edgarhay012,2722
GM,bardiya_Daneshvar,3032,1 - 0,IM,bescmelasti,2637
GM,tjychess,2888,1 - 0,FM,SchachmattTV_Tobi,2728
GM,Byniolus,2842,1 - 0,GM,YoreDea,2584
GM,RealPerangel,2737,½ - ½,GM,ViIIagra,2943
GM,Polish_fighter3000,3057,½ - ½,GM,TenisMaster,2917
GM,Grischuk,3058,1 - 0,CM,stollenmonster,2921
GM,ContrVersia,2838,½ - ½,GM,FairChess_on_YouTube,3064
GM,bardiya_Daneshvar,3032,½ - ½,GM,AnishOnYoutube,3095
GM,shimastream,3025,1 - 0,GM,tjychess,2888
GM,Byniolus,2842,1 - 0,GM,Jospem,3102
GM,Vaathi_Coming,2934,0 - 1,GM,Macho_2006,2946
IM,MatthewG-p4p,2948,0 - 1,GM,TigrVShlyape,2866
GM,kpio91,2844,½ - ½,GM,jcibarra,2970
FM,Franmu14,2608,½ - ½,IM,DonkyDonkyDonkey,2939
GM,DenLaz,3104,1 - 0,IM,Biranidun,2810
GM,rasmussvane,2941,½ - ½,GM,BogdanDeac,3106
GM,artooon,3075,1 - 0,FM,carokannlover213,2850
IM,MITerryble,3011,1 - 0,FM,bascheyaro,2816
GM,Shankland,2903,0 - 1,GM,Sanan_Sjugirov,2931
GM,BilodeauA,3003,0 - 1,IM,CSB7,2773
GM,wonderfultime,3083,1 - 0,IM,DreamsAreFake,2715
GM,sergoy,2956,0 - 1,IM,Aradhya2000,2787
GM,tptagain,2995,½ - ½,IM,MatyChess1,2718
GM,platy3,3018,1 - 0,GM,RealPerangel,2737
IM,Chessexplained,2614,½ - ½,GM,ViIIagra,2943
FM,theoneandonlydaaevik,2600,0 - 1,GM,alexrustemov,2899
IM,Karttunen,2698,1 - 0,GM,Oleksandr_Bortnyk,3111
GM,mishanick,3038,1 - 0,IM,lamomiajunior,2772
IM,GaiozNigalidze,2758,0 - 1,IM,Sina_Movahed,3044
GM,Macho_2006,2946,½ - ½,GM,Grischuk,3058
GM,shimastream,3025,1 - 0,GM,Byniolus,2842
GM,TigrVShlyape,2866,0 - 1,GM,Polish_fighter3000,3057
GM,DenLaz,3104,1 - 0,GM,platy3,3018
GM,FairChess_on_YouTube,3064,1 - 0,GM,TenisMaster,2917
