white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
NM,chess_blitz00,2636,0 - 1,GM,Hikaru,3324
GM,MagnusCarlsen,3256,1 - 0,CM,komogro,2527
FM,slorovel,2720,0 - 1,GM,mishanick,3109
GM,nihalsarin,3124,1 - 0,FM,Glidzhian_Gor,2609
IM,WilsonPalencia21,2605,0 - 1,GM,Polish_fighter3000,3200
GM,Oleksandr_Bortnyk,3068,1 - 0,FM,JG-17,2601
CM,jlf287,2465,0 - 1,GM,jefferyx,2999
GM,Firouzja2003,3199,1 - 0,FM,x-3704738925,2735
CM,cristianserban1,2678,0 - 1,GM,Jospem,3080
GM,vi_pranav,3032,1 - 0,NM,2346PL,2548
NM,Naoki,2605,0 - 1,GM,SpeedofLight0,3069
GM,LiemLe,3132,1 - 0,FM,PositionalPanther,2537
FM,WindWhistler11,2530,0 - 1,GM,Shankland,2934
GM,Msb2,3036,1 - 0,IM,Balla_Tamas,2646
NM,rynos0411,2554,0 - 1,GM,BogdanDeac,3069
IM,Rud_Makarian,3009,1 - 0,FM,rdarruda,2557
FM,colegiodemadrid,2553,0 - 1,GM,GMBenjaminBok,3094
GM,Njal28,3000,1 - 0,FM,Cambek64,2450
IM,Rytenko_V,2661,0 - 1,GM,TigrVShlyape,2868
GM,dropstoneDP,3076,1 - 0,NM,Tonychess32,2551
NM,subham777,2661,0 - 1,GM,h4parah5,2990
GM,jcibarra,2909,1 - 0,FM,english_player_89,2704
CM,KingCyber19,2655,0 - 1,GM,ChristopherYoo,3070
GM,DrVelja,2966,1 - 0,FM,Sinquefield,2542
NM,neil_doknjas,2562,0 - 1,GM,Sargsyan_Shant,3070
GM,DominguezOnYoutube,2976,½ - ½,FM,Slovak_fighter2000,2617
FM,merinasian,2509,0 - 1,GM,TheSilmarils,2902
GM,sergiochess83,2891,0 - 1,CM,ACollins05,2489
CM,SultaiC,2536,0 - 1,GM,DanielNaroditsky,3083
GM,TenisMaster,2905,1 - 0,NM,flubs,2525
WIM,Ghost_Pepper,2478,0 - 1,GM,Hrant_ChessMood,2939
GM,rasmussvane,2952,1 - 0,CM,boracilek,2537
IM,adricalderon8,2499,0 - 1,GM,sergoy,3026
GM,MetiForce,2971,1 - 0,IM,manmanlai1,2566
IM,vladoboch,2578,0 - 1,GM,HVillagra,2994
GM,Angry_Twin,2995,1 - 0,CM,ATM622,2455
IM,Levanzovsky,2580,0 - 1,GM,Fandorine,2997
GM,Harsha_Bharathakoti,2934,0 - 1,CM,Sjakkerntobi,2607
FM,alex1531,2499,½ - ½,GM,Zhigalko_Sergei,2974
GM,Durarbayli,2931,1 - 0,IM,Kratos031,2567
NM,Kielinkei,2570,0 - 1,FM,rezamahdavi2008,2948
GM,Vladimir_Zakhartsov,2900,1 - 0,FM,scandalgod,2672
FM,MeisterJabo,2487,0 - 1,GM,dretch,2949
FM,artin10862,3004,1 - 0,WIM,joksijoksi,2532
IM,ElDivis,2492,0 - 1,IM,MatthewG-p4p,2904
GM,baki83,2929,1 - 0,IM,Nicolik,2725
FM,jup1978,2570,½ - ½,GM,GMKrikor,2806
GM,platy3,2964,1 - 0,FM,venturov,2505
NM,Noki102,2526,1 - 0,GM,gmcorrales,2909
FM,Gravity_Chess,2754,1 - 0,WFM,Lady_Nika,2553
FM,sjoerd893,2459,0 - 1,IM,Mops_2004,2826
GM,DanielDardha2005,2946,1 - 0,CM,giomar27,2344
GM,rhungaski,2638,0 - 1,GM,VojtechPlat,2886
GM,topotun,2846,1 - 0,IM,elmusmolamas,2564
FM,masterofpuppets2,2535,0 - 1,GM,Binary010,2873
IM,MyDream003,2853,1 - 0,FM,Bugcrusher,2469
FM,DeArron_Fox,2675,0 - 1,GM,alexrustemov,2879
GM,WoodlandMagic,2875,1 - 0,IM,dosto07,2527
FM,JM05C,2735,0 - 1,GM,Kiborg95,2839
GM,onyshchuk_v,2972,1 - 0,FM,PedroGil25,2549
NM,Manukyan_Artak,2559,0 - 1,IM,SchmakAttack,2797
IM,Gianmarco_es,2810,1 - 0,FM,Sandstad,2452
NM,AktilekAskarovich,2410,0 - 1,GM,Mikhail_Bryakin,2886
GM,krzyzan94,2836,1 - 0,FM,Casper,2565
CM,FuenfgegenWilly,2536,0 - 1,FM,BardArtem,2880
GM,DuleMudule,2851,1 - 0,NM,kylelancman,2528
FM,MaryanKyrychenko,2500,0 - 1,GM,JSPrepz,2884
IM,Nimrod_Veinberg,2836,1 - 0,IM,super_emi_26,2822
IM,Slovineanu,2580,0 - 1,GM,PepeCuenca,2759
GM,jstopa4,2779,1 - 0,FM,zsizsi99,2559
CM,zverr1,2615,0 - 1,GM,GMAkobianSTL,2965
GM,chessdjw,2744,½ - ½,FM,RealJerusalem,2436
FM,Licancabur,2510,0 - 1,FM,ShadowKing71,2868
FM,bascheyaro,2818,1 - 0,FM,Eloist,2448
WFM,ccccvhhhj,2534,1 - 0,IM,kingofthenil,2951
GM,AlexeiShirov,2936,1 - 0,FM,x-6698680654,2438
CM,Brahianzevich,2362,0 - 1,GM,Byniolus,2836
GM,Cayse,2901,1 - 0,NM,Good_Knight_Kiss,2500
NM,Flaccidmoves,2394,0 - 1,GM,BlueWizzard,2965
GM,TheBigBoss04,2787,1 - 0,CM,x-0380506783,2589
FM,emeli_chess,2477,0 - 1,GM,grzechu96,2785
FM,MarcoRiehle,2741,1 - 0,CM,Caterpiller35,2458
IM,chedimir,2499,0 - 1,IM,Fins0905,2802
FM,carokannlover213,2950,1 - 0,IM,sassassasss,2389
CM,David_ATM,2489,½ - ½,GM,GMG,2815
IM,PavelShkapenko,2817,½ - ½,FM,prochn,2488
FM,Kopytkin,2446,0 - 1,IM,Mischuk_D,2840
NM,Abund,2750,1 - 0,NM,ChadBiryani,2483
FM,NajdorfPlayerc5,2771,½ - ½,GM,Vladimir_2020,2758
CM,Andrei_Skvortsov,2737,0 - 1,FM,szachmistrz2500,2552
FM,MaiqMaster,2555,0 - 1,IM,AradNazari,2923
IM,Lennis93,2730,1 - 0,CM,Smiechu,2500
FM,Veleamater,2376,0 - 1,IM,CarlosjPineror,2726
GM,Sokoloco,2741,1 - 0,NM,SharathRk6,2561
NM,kalinchick,2445,0 - 1,IM,Karacsonyi_Gellert,2795
FM,GoltsevDmitry2000,2829,1 - 0,NM,Thormento16,2369
NM,Zampronha1971,2412,½ - ½,IM,amiralfio,2770
IM,lamomiajunior,2822,1 - 0,FM,kleber2007,2501
NM,Road2GM3000,2594,1 - 0,IM,The_Machine04,2853
IM,DeTimmerman,2821,1 - 0,FM,micke12a,2384
FM,LuisFSiles,2343,0 - 1,GM,Rodalquilar,2798
IM,DamianoLew95,2684,1 - 0,WGM,Nemsko,2249
FM,wild3000,2508,0 - 1,FM,biostatistician,2656
FM,ArtemDyachuk,2686,1 - 0,NM,dvglko,2426
WCM,Naruna_Chan,2329,1 - 0,GM,Aygehovit1992,2769
IM,Babbelbox,2696,1 - 0,FM,Der_Balak_3Halak,2535
FM,stasOR4ik,2430,1 - 0,GM,attack2mateU,2761
GM,js20000,2821,1 - 0,FM,1g60-1,2601
IM,Jonas_Hacker,2506,0 - 1,IM,enriquetejedor,2748
IM,HamedWafa4,2844,1 - 0,FM,Valiyev_Shahin,2616
FM,Akhayan,2390,0 - 1,GM,Hamisandwich,2728
FM,The_Sherman_Variation,2616,1 - 0,FM,FlemingA,2570
CM,Narek_Ghimoyan,2603,1 - 0,FM,Fantastic_Power,2630
FM,Ali_rastbod,2768,0 - 1,NM,PapaieDudu,2338
FM,McCarthyStone,2596,1 - 0,FM,Bryanl106,2883
GM,KNVB,2974,1 - 0,NM,MarkoPe,2364
FM,kaanozcan006,2570,0 - 1,GM,temiksmozg,2738
FM,only_strong_moves,2784,1 - 0,FM,Kavyev_Ruslan,2228
FM,TheAlienParty,2376,0 - 1,FM,NikitaShandrygin,2817
IM,ellatambien,2693,1 - 0,CM,tgpgoat,2524
CM,Heliosis11,2364,0 - 1,IM,Korchmar_Vasiliy,2708
IM,LeninGuerra,2651,0 - 1,FM,ubdip,2438
IM,IndianSchoolOfSuffering,2464,1 - 0,FM,secretworker2027,2724
GM,Harry_Rakkel,2719,½ - ½,NM,ploxoi,2475
WIM,AniJak,2446,0 - 1,NM,amanmuhammethommadov,2674
FM,ShaakSiv,2536,1 - 0,FM,AmericanFighter_2010,2615
NM,TheoSlade,2484,0 - 1,GM,RealPerangel,2742
IM,Vahe_Danielyan,2713,1 - 0,FM,Andrii_Prydun,2394
FM,Kombinator01,2440,0 - 1,NM,Casablanca,2799
IM,JoakimVonAnd,2680,1 - 0,FM,AsaHoffmann,2418
CM,NovakRatko,2479,0 - 1,CM,profedechess93,2634
IM,Meri-Arabidze,2708,1 - 0,NM,Chessdude1987,2422
NM,N_I_Chess,2251,0 - 1,CM,quvnoq_muxlis,2920
FM,Oleg_Papayan,2592,0 - 1,NM,semchik90,2338
FM,A4RookA3,2550,0 - 1,FM,ReadySkate,2886
IM,pifion,2638,1 - 0,CM,chesslh93,2414
NM,Jahonas,2369,0 - 1,IM,marcodobrikov,2716
NM,Romkachess,2609,1 - 0,CM,realburq,2526
NM,Kostukov_Alex,2321,0 - 1,IM,xasid81,2648
FM,SRob2003,2719,1 - 0,FM,Veganator13,2609
NM,crosky,2404,0 - 1,FM,GP9isback23,2763
FM,Skatchkov_V,2788,1 - 0,NM,egnfanclub,2430
FM,el_sporco,2597,0 - 1,IM,Airquake,2880
FM,Gunner214,2784,1 - 0,NM,chessmoo,2423
CM,norwaytoadog,2317,0 - 1,GM,samolo,2686
FM,NMJeevanK,2731,1 - 0,CM,Nechitaylo_Nikita,2271
FM,Viktoker,2677,0 - 1,IM,LikeWater,2757
NM,Train_Your_Dragon,2479,0 - 1,FM,Godzillator,2413
NM,kripri,2625,0 - 1,FM,Ajedrez_con_German,2653
GM,jinbojinbo,2730,1 - 0,CM,MajorCoast,2291
NM,ChessGiantYouTube,2343,0 - 1,FM,juancruzarias,2732
FM,AsterPhoenix,2666,1 - 0,FM,cedchass2006,2322
NM,KorolDimitriy75,2482,½ - ½,IM,Hongjin,2470
CM,koncheto,2581,0 - 1,NM,NitaLucian,2301
CM,mjelcic,2298,1 - 0,FM,Stanbad1,2691
IM,albi1999,2726,1 - 0,NM,GAO,2459
NM,DoggieBones3000,2447,1 - 0,IM,HatvSp923,2709
IM,wadsy27,2715,1 - 0,FM,zacachess,2529
FM,pirulillo,2363,0 - 1,IM,manitodeplomo,2588
NM,ELPRIMO0O0,2498,1 - 0,CM,HanSchut,2297
FM,Hirna2005,2405,0 - 1,IM,nabukatnezarr,2618
FM,GlavkonVVS,2556,1 - 0,NM,ashookk,2362
CM,Cluke86,2399,0 - 1,FM,xberli,2627
FM,Nf3c5,2651,1 - 0,WFM,tylityli,2331
FM,Arteler,2309,0 - 1,CM,Russian_berezka,2655
FM,djano,2679,1 - 0,CM,ilya2700,1952
FM,staz_staz,2239,0 - 1,IM,AljoschaFeuerstack,2624
IM,Smoking_Crow,2721,0 - 1,FM,leschebaza,2568
CM,jinxy2009,2368,1 - 0,FM,andrew-blr,2578
FM,arenal72,2814,1 - 0,NM,rhwr,2369
NM,Giantgoogachess,2291,½ - ½,GM,Reality-Stone,2770
IM,Perecke,2554,1 - 0,NM,ZachHKL,2498
CM,IngOscarArdila,2234,0 - 1,IM,karinachess1,2696
IM,AaravDenglaOfficial,2713,1 - 0,NM,cristiano78,2252
WFM,RebecaJimnz,2326,0 - 1,IM,GelmanAlexander,2735
FM,reevecanada,2751,1 - 0,WFM,VeraVujovic,2361
FM,jaramsdal,2362,0 - 1,FM,Bykov_Egor,2688
FM,HajiyevKanan,2599,½ - ½,NM,Navyblue1,2276
FM,FM_Kappeler,2185,0 - 1,NM,Denmark2015,2578
FM,TimGrutter03,2683,1 - 0,CM,NowInChess,2254
IM,kai_nov,2275,1 - 0,FM,VacheH009,2668
IM,wannabe2700,2617,1 - 0,NM,VladimirBugayev,2368
FM,aranibos,2204,1 - 0,FM,RobertJFischer71,2607
CM,jaskol95,2609,1 - 0,FM,Pig-filth,2338
CM,HipsterChess22,2297,0 - 1,FM,BabageldiAnnaberdiyev,2604
