white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
GM,DanielNaroditsky,3049,1 - 0,FM,divudis17,2568
NM,Real_taiatai,2442,0 - 1,GM,Msb2,3112
GM,Oleksandr_Bortnyk,3111,1 - 0,FM,only_strong_moves,2756
CM,FunnyDuck66,2475,0 - 1,GM,xxysoul6,2990
GM,Krakozia,2940,1 - 0,CM,Practical-Play,2557
CM,Grossboss19,2610,0 - 1,GM,rasmussvane,2941
GM,Sanan_Sjugirov,2931,1 - 0,IM,chessllermo,2520
FM,Emp3rador,2630,0 - 1,GM,BogdanDeac,3106
GM,OparinGrigoriy,3086,1 - 0,FM,kuba2006,2535
FM,Sinquefield,2555,0 - 1,GM,Shield12,2952
GM,h4parah5,2946,1 - 0,FM,tandaleo,2581
FM,CristianS27,2556,0 - 1,GM,TigrVShlyape,2866
GM,jcibarra,2970,1 - 0,CM,ShahMatKanal,2605
FM,WPWPWP-2015,2596,0 - 1,IM,MITerryble,3011
GM,vugarrasulov,2933,1 - 0,IM,crazyluzhinTh3,2554
IM,AleksanderHnydiuk,2523,1 - 0,GM,BlueWizzard,2956
GM,AhmadzadaA,2868,1 - 0,IM,Herman-NY,2655
NM,noblerone,2540,0 - 1,GM,sergoy,2956
GM,Denis_Makhnyov,2969,1 - 0,NM,IamSchrodingersCat,2701
NM,victormago,2492,0 - 1,GM,Hrant_ChessMood,2963
GM,ContrVersia,2838,1 - 0,FM,viktorgen2021,2566
FM,Juicy_Fork,2557,0 - 1,FM,Bauman_Guy,2907
FM,artin10862,2960,1 - 0,WFM,Yurasova_Daria,2431
FM,banane_verte,2557,1 - 0,GM,FGHSMN,2857
GM,TimofeevAr,2848,0 - 1,FM,MFatigue,2541
IM,JiaHaoxiang,2655,0 - 1,GM,DanielNaroditsky,3049
GM,Msb2,3112,1 - 0,FM,LeoLV10,2610
IM,leejunhyeok,2780,½ - ½,GM,Oleksandr_Bortnyk,3111
FM,marcodobrikov,2716,0 - 1,GM,Krakozia,2940
GM,xxysoul6,2990,1 - 0,IM,BlitzWizard04,2639
GM,rasmussvane,2941,1 - 0,FM,djano,2622
FM,Alphafischer2019,2830,0 - 1,GM,Sanan_Sjugirov,2931
GM,BogdanDeac,3106,½ - ½,FM,LoydBlankenship,2589
IM,Let_it_be_1,2543,0 - 1,GM,OparinGrigoriy,3086
GM,Shield12,2952,1 - 0,FM,ELECTRODYNAMIC_DRACULA,2884
IM,jk13,2665,0 - 1,GM,h4parah5,2946
GM,TigrVShlyape,2866,1 - 0,FM,sergeikim,2611
IM,Homelander150,2619,0 - 1,GM,jcibarra,2970
IM,MITerryble,3011,1 - 0,NM,Doomfist26,2619
FM,Kostya0705,2478,0 - 1,GM,vugarrasulov,2933
FM,SRob2003,2695,1 - 0,GM,AhmadzadaA,2868
GM,sergoy,2956,½ - ½,GM,astralpulse,2571
IM,karinachess1,2645,0 - 1,GM,Denis_Makhnyov,2969
GM,Hrant_ChessMood,2963,1 - 0,FM,MKlose11,2677
NM,amanmuhammethommadov,2775,0 - 1,GM,ContrVersia,2838
FM,Bauman_Guy,2907,1 - 0,IM,Aswathchess,2716
GM,SharapovEvgeny,2632,0 - 1,FM,artin10862,2960
GM,platy3,3018,1 - 0,CM,Russian_berezka,2623
FM,Elprofessor21,2704,0 - 1,FM,rezamahdavi2008,3006
GM,MikaelyanArman,2937,1 - 0,CM,Saif_Malek04,2550
GM,DanielNaroditsky,3049,½ - ½,IM,DonkyDonkyDonkey,2926
IM,Kirill_Klukin,2914,0 - 1,GM,Msb2,3112
GM,Krakozia,2940,1 - 0,IM,Fy_Rakotomaharo,2773
IM,fastestmindalive,2735,0 - 1,GM,xxysoul6,2990
GM,Hasangatin_Ramil,2704,½ - ½,GM,rasmussvane,2941
GM,Sanan_Sjugirov,2931,½ - ½,IM,CSB7,2773
GM,OparinGrigoriy,3086,0 - 1,IM,NailBashirli,2744
FM,carokannlover213,2850,0 - 1,GM,Shield12,2952
GM,h4parah5,2946,½ - ½,GM,FXDon77,2915
IM,CheckThis4,2675,0 - 1,GM,TigrVShlyape,2866
GM,jcibarra,2970,1 - 0,FM,twofoxniel,2803
FM,Ditman2007,2700,0 - 1,IM,MITerryble,3011
GM,vugarrasulov,2933,1 - 0,FM,Arek_pacitan,2628
GM,Denis_Makhnyov,2969,1 - 0,CM,profedechess93,2631
GM,Ermito2020,2607,0 - 1,GM,Hrant_ChessMood,2963
GM,ContrVersia,2838,1 - 0,CM,sonicdravise,2592
WGM,meoluoi91,2533,0 - 1,FM,Bauman_Guy,2907
FM,artin10862,2960,1 - 0,IM,goodluck06,2688
IM,Agibileg,2674,1 - 0,GM,platy3,3018
FM,rezamahdavi2008,3006,1 - 0,FM,wqws,2876
IM,bazar-wokzal,2640,0 - 1,GM,MikaelyanArman,2937
GM,nrvignesh,2892,0 - 1,FM,SAInt_666,2790
GM,GM_Huschenbeth,2519,0 - 1,GM,Vladimir_Zakhartsov,2908
FM,GP9isback23,2743,0 - 1,IM,Flawless_Fighter,2771
GM,Mikhail_Bryakin,2892,1 - 0,FM,SRob2003,2695
GM,Msb2,3112,1 - 0,IM,remi04,2836
GM,LionTheLeon_06,2905,½ - ½,GM,Krakozia,2940
GM,xxysoul6,2990,1 - 0,GM,A-Fier,2789
GM,Shield12,2952,½ - ½,GM,moro182,2901
GM,TigrVShlyape,2866,1 - 0,IM,AradNazari,2821
FM,PeshkaCh,2832,½ - ½,GM,jcibarra,2970
IM,MITerryble,3011,1 - 0,IM,Zohid6,2958
GM,DuleMudule,2786,0 - 1,GM,vugarrasulov,2933
GM,Denis_Makhnyov,2969,1 - 0,GM,GMTalks_Youtube,2732
GM,Hrant_ChessMood,2963,0 - 1,FM,Witik,2795
GM,ContrVersia,2838,0 - 1,IM,lamomiajunior,2772
FM,Bauman_Guy,2907,0 - 1,CM,vovachesss,2810
IM,NailBashirli,2744,0 - 1,FM,artin10862,2960
FM,rezamahdavi2008,3006,1 - 0,IM,Agibileg,2674
FM,SAInt_666,2790,½ - ½,GM,MikaelyanArman,2937
GM,Vladimir_Zakhartsov,2908,0 - 1,IM,wannabe2700,2619
IM,Flawless_Fighter,2771,1 - 0,IM,Vahe_Danielyan,2713
IM,AleksanderHnydiuk,2523,0 - 1,GM,Mikhail_Bryakin,2892
GM,DanielNaroditsky,3049,1 - 0,GM,Hasangatin_Ramil,2704
IM,CSB7,2773,1 - 0,GM,Oleksandr_Bortnyk,3111
GM,rasmussvane,2941,1 - 0,IM,Aradhya2000,2787
GM,Gabix_94,2839,0 - 1,GM,Sanan_Sjugirov,2931
IM,Rutricks,2697,0 - 1,GM,h4parah5,2946
GM,FXDon77,2915,1 - 0,IM,Seochesspie,2844
IM,MokshanovAlexey,2642,0 - 1,GM,Zhigalko_Sergei,2912
GM,Msb2,3112,½ - ½,FM,rezamahdavi2008,3006
IM,Flawless_Fighter,2771,1 - 0,GM,xxysoul6,2990
GM,Mikhail_Bryakin,2892,1 - 0,GM,TigrVShlyape,2866
FM,Witik,2795,0 - 1,IM,MITerryble,3011
GM,vugarrasulov,2933,1 - 0,IM,lamomiajunior,2772
CM,vovachesss,2810,0 - 1,GM,Denis_Makhnyov,2969
IM,wannabe2700,2619,1 - 0,FM,artin10862,2960
IM,AlmasRakhmatullaev,2882,½ - ½,GM,DanielNaroditsky,3049
FM,Iball95,2814,0 - 1,GM,Krakozia,2940
FM,JaloliddinIlkhomi,2761,0 - 1,GM,rasmussvane,2941
GM,Sanan_Sjugirov,2931,0 - 1,GM,HeartAblaze,2844
IM,DonkyDonkyDonkey,2926,0 - 1,GM,Shield12,2952
GM,h4parah5,2946,1 - 0,NM,Arifarsky,2741
GM,jcibarra,2970,1 - 0,IM,CSB7,2773
GM,MikaelyanArman,2937,0 - 1,GM,FXDon77,2915
FM,zimmm36,2686,1 - 0,GM,Zhigalko_Sergei,2912
FM,SAInt_666,2790,½ - ½,GM,LionTheLeon_06,2905
GM,moro182,2901,1 - 0,IM,leejunhyeok,2780
GM,Alexander_Donchenko,2903,0 - 1,FM,LoydBlankenship,2589
IM,ellatambien,2693,0 - 1,FM,PeshkaCh,2832
IM,goodluck06,2688,0 - 1,GM,BogdanDeac,3106
GM,OparinGrigoriy,3086,1 - 0,FM,wqws,2876
IM,bazar-wokzal,2640,1 - 0,GM,BlueWizzard,2956
IM,HSH1987,2758,0 - 1,GM,sergoy,2956
FM,marcodobrikov,2716,0 - 1,GM,Hrant_ChessMood,2963
IM,MITerryble,3011,½ - ½,IM,Flawless_Fighter,2771
GM,Mikhail_Bryakin,2892,0 - 1,GM,vugarrasulov,2933
GM,Denis_Makhnyov,2969,1 - 0,IM,wannabe2700,2619
GM,moro182,2901,½ - ½,GM,Msb2,3112
GM,Krakozia,2940,1 - 0,FM,rezamahdavi2008,3006
GM,rasmussvane,2941,1 - 0,FM,PeshkaCh,2832
GM,Shield12,2952,1 - 0,GM,HeartAblaze,2844
FM,zimmm36,2686,½ - ½,GM,h4parah5,2946
FM,LoydBlankenship,2589,0 - 1,GM,jcibarra,2970
GM,FXDon77,2915,0 - 1,GM,DanielNaroditsky,3049
GM,xxysoul6,2990,1 - 0,CM,vovachesss,2810
GM,BogdanDeac,3106,1 - 0,IM,NailBashirli,2744
IM,fastestmindalive,2735,0 - 1,GM,OparinGrigoriy,3086
FM,carokannlover213,2850,0 - 1,GM,TigrVShlyape,2866
GM,sergoy,2956,1 - 0,CM,djokovic74,2876
GM,Goryachkina,2680,0 - 1,GM,Hrant_ChessMood,2963
FM,artin10862,2960,1 - 0,FM,Arek_pacitan,2628
IM,Agibileg,2674,0 - 1,GM,Igrok3069,2872
IM,Mesa_1,2705,0 - 1,GM,TimofeevAr,2848
GM,Prizant_academy,3183,1 - 0,FM,SAInt_666,2790
IM,bazar-wokzal,2640,½ - ½,IM,remi04,2836
GM,LionTheLeon_06,2905,0 - 1,FM,djano,2622
GM,astralpulse,2571,1 - 0,GM,A-Fier,2789
IM,Vahe_Danielyan,2713,1 - 0,IM,AlmasRakhmatullaev,2882
IM,Homelander150,2619,0 - 1,IM,Zohid6,2958
GM,vugarrasulov,2933,1 - 0,GM,Denis_Makhnyov,2969
GM,jcibarra,2970,0 - 1,GM,Krakozia,2940
IM,MITerryble,3011,0 - 1,GM,rasmussvane,2941
IM,Flawless_Fighter,2771,0 - 1,GM,Shield12,2952
GM,DanielNaroditsky,3049,1 - 0,GM,Mikhail_Bryakin,2892
IM,Zohid6,2958,0 - 1,GM,Msb2,3112
GM,xxysoul6,2990,0 - 1,GM,moro182,2901
GM,BogdanDeac,3106,0 - 1,GM,DuleMudule,2786
GM,OparinGrigoriy,3086,½ - ½,GM,Incognito_Knight,2819
GM,h4parah5,2946,1 - 0,IM,lamomiajunior,2772
GM,TigrVShlyape,2866,1 - 0,IM,Zurability,2706
GM,sergoy,2956,1 - 0,FM,zimmm36,2686
GM,Hrant_ChessMood,2963,1 - 0,FM,djano,2622
FM,artin10862,2960,1 - 0,GM,astralpulse,2571
GM,Igrok3069,2872,0 - 1,IM,wannabe2700,2619
GM,TimofeevAr,2848,0 - 1,IM,Vahe_Danielyan,2713
IM,Squirlolz,2512,0 - 1,GM,Prizant_academy,3183
FM,Elprofessor21,2704,0 - 1,GM,Oleksandr_Bortnyk,3111
FM,rezamahdavi2008,3006,1 - 0,GM,Vanina1989,2693
GM,FXDon77,2915,0 - 1,GM,Zhigalko_Sergei,2912
GM,Gabix_94,2839,0 - 1,IM,remi04,2836
FM,PeshkaCh,2832,0 - 1,IM,nikitakhoroshev,2810
GM,Alexander_Donchenko,2903,1 - 0,IM,bazar-wokzal,2640
CM,ArmanGhevondyanchess,2597,0 - 1,FM,Iball95,2814
GM,HeartAblaze,2844,1 - 0,FM,RandomNoob04,2712
GM,Krakozia,2940,0 - 1,GM,vugarrasulov,2933
GM,rasmussvane,2941,0 - 1,GM,Shield12,2952
GM,Hrant_ChessMood,2963,0 - 1,GM,DanielNaroditsky,3049
GM,Msb2,3112,1 - 0,FM,artin10862,2960
GM,Prizant_academy,3183,½ - ½,GM,h4parah5,2946
GM,moro182,2901,1 - 0,GM,TigrVShlyape,2866
GM,Denis_Makhnyov,2969,1 - 0,GM,DuleMudule,2786
IM,Vahe_Danielyan,2713,0 - 1,GM,sergoy,2956
IM,wannabe2700,2619,0 - 1,GM,Oleksandr_Bortnyk,3111
GM,Alexander_Donchenko,2903,1 - 0,GM,OparinGrigoriy,3086
FM,Iball95,2814,0 - 1,GM,jcibarra,2970
GM,Incognito_Knight,2819,0 - 1,IM,MITerryble,3011
GM,HeartAblaze,2844,1 - 0,FM,rezamahdavi2008,3006
IM,DonkyDonkyDonkey,2926,1 - 0,IM,Flawless_Fighter,2771
GM,Zhigalko_Sergei,2912,1 - 0,IM,Lennis93,2744
IM,remi04,2836,1 - 0,IM,nikitakhoroshev,2810
FM,ArtemDyachuk,2673,0 - 1,GM,xxysoul6,2990
FM,Jagerrmeisterr,2650,1 - 0,GM,BogdanDeac,3106
IM,MokshanovAlexey,2642,0 - 1,GM,BlueWizzard,2956
FM,Arek_pacitan,2628,0 - 1,FM,Bauman_Guy,2907
FM,SAInt_666,2790,1 - 0,GM,TimofeevAr,2848
GM,Igrok3069,2872,1 - 0,IM,goodluck06,2688
FM,djano,2622,0 - 1,GM,platy3,3018
GM,Mikhail_Bryakin,2892,0 - 1,GM,astralpulse,2571
FM,marcodobrikov,2716,0 - 1,GM,baki83,2889
