white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
IM,chessllermo,2520,0 - 1,GM,Hikaru,3276
GM,Firouzja2003,3188,1 - 0,NM,Championnn-9,2445
FM,WPWPWP-2015,2596,0 - 1,GM,LyonBeast,3125
GM,Oleksandr_Bortnyk,3111,1 - 0,CM,cristianserban1,2641
CM,danshev16,2510,0 - 1,GM,LevonAronian,3039
GM,Jospem,3102,1 - 0,FM,jerry_77,2626
NM,2346PL,2509,0 - 1,GM,FairChess_on_YouTube,3064
GM,Polish_fighter3000,3057,1 - 0,CM,Sjakkerntobi,2533
CM,jmpion,2471,0 - 1,GM,Grischuk,3058
GM,mishanick,3038,1 - 0,IM,masnyszachistaaa,2643
IM,Airquake,2880,0 - 1,GM,NikoTheodorou,3104
GM,Bigfish1995,3064,1 - 0,FM,mortngabriel,2500
FM,Truequitos,2553,0 - 1,GM,OparinGrigoriy,3086
IM,Rud_Makarian,3004,1 - 0,FM,krucki03,2618
FM,sjoerd893,2493,0 - 1,GM,Msb2,3112
GM,BogdanDeac,3106,½ - ½,FM,xakevicius91,2554
FM,TimGrutter03,2649,1 - 0,GM,Njal28,3041
GM,FabianoCaruana,3101,1 - 0,FM,anasta10,2638
GM,gmpeter008,2519,0 - 1,IM,MITerryble,3011
GM,iturrizaga,2978,½ - ½,NM,Good_Knight_Kiss,2342
FM,N18player,2610,1 - 0,GM,sergoy,2956
GM,dropstoneDP,3010,1 - 0,FM,Petukhov_Dmitry,2549
IM,a_kandil,2490,0 - 1,GM,jefferyx,3067
GM,GHANDEEVAM2003,3044,1 - 0,FM,KamilGrycel,2641
IM,Irishchessman16,2610,0 - 1,GM,ChristopherYoo,3007
GM,Hikaru,3276,1 - 0,GM,jinbojinbo,2682
FM,FoxOnTheRun97,2633,0 - 1,GM,Firouzja2003,3188
GM,LyonBeast,3125,1 - 0,GM,Malev212,2604
FM,varunkrishnanchess,2577,0 - 1,GM,Oleksandr_Bortnyk,3111
GM,LevonAronian,3039,1 - 0,FM,djano,2622
FM,shrek4life02,2687,0 - 1,GM,Jospem,3102
GM,FairChess_on_YouTube,3064,1 - 0,IM,aghasiyevkamal,2695
IM,karinachess1,2645,0 - 1,GM,Polish_fighter3000,3057
GM,Grischuk,3058,½ - ½,CM,Caterpiller35,2465
IM,AradNazari,2821,0 - 1,GM,mishanick,3038
GM,NikoTheodorou,3104,1 - 0,CM,reevecanada,2678
FM,Emp3rador,2630,0 - 1,GM,Bigfish1995,3064
GM,OparinGrigoriy,3086,1 - 0,IM,Jarrahi2452,2936
IM,albi1999,2658,0 - 1,IM,Rud_Makarian,3004
GM,Msb2,3112,1 - 0,FM,AGW2016,2594
FM,GulamaliRises,2758,0 - 1,GM,FabianoCaruana,3101
