white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
GM,Hikaru,3324,1 - 0,CM,ArmanGhevondyanchess,2608
WFM,Lady_Nika,2553,0 - 1,GM,MagnusCarlsen,3256
GM,nihalsarin,3124,1 - 0,IM,Revan_2002,2776
CM,Grossboss19,2610,0 - 1,GM,Polish_fighter3000,3200
GM,FairChess_on_YouTube,3130,1 - 0,FM,Keeper0416,2546
FM,Kostya0705,2518,0 - 1,GM,mishanick,3109
GM,jefferyx,2999,1 - 0,FM,betta2004,2616
FM,Kislov_Oleg,2490,0 - 1,GM,Grischuk,3033
IM,Sina_Movahed,3044,1 - 0,FM,Kolle05,2489
FM,G10De_Arrascaeta,2563,0 - 1,GM,Firouzja2003,3199
GM,wonderfultime,3063,1 - 0,CM,Ferreret64,2513
CM,Shuvalov,2689,0 - 1,GM,mitrabhaa,2964
GM,DenLaz,3161,1 - 0,IM,Dr_troll,2665
IM,nabukatnezarr,2618,0 - 1,GM,GM_dmitrij,3030
GM,HansOnTwitch,3179,1 - 0,NM,LiadCuba,2415
FM,TimGrutter03,2683,0 - 1,GM,Njal28,3000
GM,GHANDEEVAM2003,3174,1 - 0,FM,ahkashefi2800,2546
GM,yaguigor,2718,½ - ½,GM,VincentKeymer,3116
GM,Jospem,3080,1 - 0,FM,Silent-Killer100,2660
FM,GP9isback23,2763,0 - 1,GM,vi_pranav,3032
GM,Oleksandr_Bortnyk,3068,1 - 0,WGM,axvesik,2530
FM,Viktoker,2677,0 - 1,GM,VladimirKramnik,3040
GM,AnishOnYoutube,3072,1 - 0,FM,chess123456s,2610
GM,SharapovEvgeny,2683,1 - 0,GM,Vladimir_Zakhartsov,2900
GM,Sanan_Sjugirov,2994,1 - 0,FM,Willhaven3,2640
IM,chessllermo,2528,½ - ½,GM,Anton_Demchenko,3024
GM,shimastream,3047,1 - 0,WGM,DishonorOnYourCow,2527
IM,DragonB70,2821,1 - 0,GM,AryanTari,2990
GM,GOGIEFF,3056,½ - ½,FM,Lovetov,2613
IM,santosalberto1987,2545,0 - 1,GM,adotand,2885
GM,Prizant_academy,3183,1 - 0,FM,RealJerusalem,2436
IM,TERMINATOR_PC,2778,0 - 1,GM,Durarbayli,2931
GM,dropstoneDP,3076,0 - 1,FM,musclemonster12,2575
NM,Tonychess32,2551,0 - 1,IM,MITerryble,3075
GM,Robert_Chessmood,3046,1 - 0,FM,PelinGorki,2569
FM,ketster,2670,0 - 1,IM,Rud_Makarian,3009
GM,Beca95,3018,1 - 0,FM,RedFirePanda,2604
FM,xakevicius91,2470,0 - 1,GM,vugarrasulov,3010
GM,OparinGrigoriy,3035,1 - 0,IM,ChainedDowntohell,2583
FM,NovoselovRoman,2679,0 - 1,IM,yosephtaher,3050
IM,DonkyDonkyDonkey,2972,1 - 0,NM,noblerone,2617
CM,RebelJohnny,2605,0 - 1,GM,GMBenjaminBok,3094
GM,FormerProdigy,2937,½ - ½,FM,StankovicIvan,2681
FM,valeriocarnicelli,2605,0 - 1,GM,Chopper1905,2980
GM,tptagain,3030,1 - 0,GM,zubridis,2646
FM,Golubovsky,2577,0 - 1,GM,platy3,2964
IM,Chessmissile07,2939,1 - 0,FM,Herzog2012,2731
CM,TitarovVasiliYouTube,2522,0 - 1,GM,Dyadya81,2794
GM,sergoy,3028,1 - 0,GM,davidarenas1224,2510
CM,ExchangeAB,2481,0 - 1,GM,Sam_ChessMood,2987
FM,Bauman_Guy,3005,1 - 0,FM,Eliwood44,2438
FM,Orest_Vovk,2592,0 - 1,GM,Shield12,2954
GM,Macho_2006,2929,1 - 0,FM,jup1978,2570
FM,Kazmin_Semyon,2691,1 - 0,GM,crescentmoon2411,2871
GM,Antipov_Mikhail_Al,3024,1 - 0,CM,amanjazu,2646
NM,AwareIdea,2585,0 - 1,IM,Kacparov,2992
GM,MetiForce,2971,1 - 0,NM,Chess_Gainz,2629
FM,Juicy_Fork,2548,1 - 0,IM,FaustinoOro,3101
GM,GMKrikor,2806,1 - 0,IM,ural58,2519
FM,MaxLeto,2540,0 - 1,GM,TigrVShlyape,2868
CM,stollenmonster,2924,1 - 0,FM,Schattman,2499
GM,ragnaroek66,2534,0 - 1,GM,HVillagra,2994
GM,BlueWizzard,2965,1 - 0,FM,Oliver_Wartiovaara,2657
FM,HajiyevKanan,2599,1 - 0,GM,maciek_92,3000
GM,Jumbo,2953,1 - 0,NM,Real_taiatai,2541
WGM,KetiTsatsalashvili,2351,0 - 1,GM,KuzubovYuriy,2958
FM,Iball95,2908,1 - 0,FM,MasterKroket,2599
NM,Train_Your_Dragon,2479,1 - 0,IM,LiamPutnam2008,2977
IM,Seochesspie,2914,1 - 0,WGM,cande_francisco,2559
FM,jeetjain,2634,0 - 1,IM,Zohid6,2932
FM,temus_galaktionov,2906,1 - 0,WFM,malakismayil,2592
FM,Muslim_player_05,2588,0 - 1,GM,alexrustemov,2879
GM,DanielDardha2005,2946,1 - 0,WIM,Rogarcia1,2515
NM,sorch29,2507,0 - 1,GM,Nitzan_Steinberg,2895
