white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
NM,ProChessWICTH,2647,0 - 1,GM,Hikaru,3324
GM,nihalsarin,3124,1 - 0,FM,Bilan_Danila,2661
FM,Chessdreamer2020,2542,1 - 0,GM,HansOnTwitch,3179
GM,LyonBeast,3197,½ - ½,FM,Nouali_Mohamed,2567
FM,Casper,2565,0 - 1,IM,Rud_Makarian,3009
GM,FairChess_on_YouTube,3130,1 - 0,FM,Honiex,2632
FM,N18player,2597,0 - 1,GM,vi_pranav,3032
GM,mishanick,3109,1 - 0,GM,SharapovEvgeny,2683
GM,tetrix83,2661,0 - 1,GM,Firouzja2003,3199
GM,wonderfultime,3063,1 - 0,FM,Lovetov,2613
FM,Winner_7777,2601,0 - 1,GM,Jospem,3080
GM,sergoy,3028,1 - 0,FM,anasta10,2676
FM,nickmatta,2549,0 - 1,GM,Polish_fighter3000,3200
GM,Oleksandr_Bortnyk,3068,1 - 0,FM,VinzentSpitzl,2443
CM,komogro,2527,0 - 1,GM,jefferyx,2999
GM,Grischuk,3033,1 - 0,GM,As0nchess,2546
GM,chesstrainer2042,2645,0 - 1,GM,Salem-AR,3113
GM,dropstoneDP,3076,1 - 0,NM,Rawnsdale,2509
IM,chessllermo,2528,0 - 1,GM,DenLaz,3161
IM,MITerryble,3075,1 - 0,IM,xasid81,2648
FM,Leebit02,2590,1 - 0,GM,BilodeauA,2990
GM,Msb2,3036,1 - 0,FM,NLLO777,2556
NM,Noki102,2526,0 - 1,GM,GHANDEEVAM2003,3180
GM,BogdanDeac,3029,0 - 1,FM,biostatistician,2656
NM,2346PL,2548,0 - 1,GM,Macho_2006,2929
GM,vugarrasulov,3010,1 - 0,FM,HajiyevKanan,2599
IM,Triumphmate,2638,0 - 1,GM,Njal28,3000
GM,LastGladiator1,3001,1 - 0,FM,DeArron_Fox,2675
CM,ExchangeAB,2481,0 - 1,GM,shimastream,3060
GM,Shield12,2954,1 - 0,NM,chess_blitz00,2636
FM,Hananmo,2551,0 - 1,GM,Sanan_Sjugirov,2994
GM,ChessLover0108,2970,1 - 0,FM,Lion-Al-Messi,2668
NM,noblerone,2617,0 - 1,GM,GM_Levan_Pantsulaia,2852
GM,SantoBlue,3016,1 - 0,FM,viktorgen2021,2566
CM,Capablanca_Oujda_2021,2376,0 - 1,GM,Genghis_K,2933
GM,KuzubovYuriy,2958,1 - 0,IM,Herman-NY,2555
FM,CristhianPortalR,2482,0 - 1,GM,jcibarra,2909
GM,lilleper1,2955,1 - 0,IM,Mesa_1,2676
FM,OneTrickPony_82,2403,1 - 0,IM,Tactrics,3000
GM,Andreikka,3033,1 - 0,FM,PositionalPanther,2537
FM,losersgame,2506,0 - 1,GM,AryanTari,2986
GM,platy3,2964,1 - 0,IM,Barmen_EV,2615
FM,PedroGil25,2549,0 - 1,GM,rasmussvane,2952
GM,Zkid,2925,0 - 1,GM,YoreDea,2530
IM,Logman74,2451,0 - 1,GM,GMKrikor,2806
IM,Sina_Movahed,3044,1 - 0,CM,ATM622,2455
GM,Tashik,2520,0 - 1,GM,Chopper1905,2980
IM,yosephtaher,3050,1 - 0,IM,m_ezat,2748
FM,Juicy_Fork,2548,1 - 0,GM,Zhigalko_Sergei,2974
GM,Vaathi_Coming,2998,1 - 0,CM,amanjazu,2646
CM,Actuary44,2553,0 - 1,GM,Fandorine,2997
GM,Beca95,3018,0 - 1,CM,TitarovVasiliYouTube,2522
FM,DonMicheleCorleone,2529,1 - 0,GM,Alexander_Donchenko,2843
GM,Anton_Demchenko,3024,1 - 0,CM,Fdpo95,2567
NM,LiadCuba,2415,0 - 1,IM,kids2010,2830
IM,Chessmissile07,2939,1 - 0,FM,Cambek64,2450
NM,Tonychess32,2551,1 - 0,FM,artin10862,3004
IM,Eagle_2019,2869,1 - 0,CM,Cheer_Down,2457
WIM,Chessdreamer2001,2559,0 - 1,GM,MetiForce,2971
FM,rezamahdavi2008,2948,1 - 0,NM,StellarChess,2557
NM,phantom19801127,2498,1 - 0,GM,Elsa167,2782
GM,Hovik_Hayrapetyan,3004,1 - 0,FM,LimeInTheCoconut,2490
FM,Marcin,2662,0 - 1,IM,MatthewG-p4p,2912
CM,stollenmonster,2924,1 - 0,FM,MattyDPerrine,2596
FM,zsizsi99,2559,0 - 1,GM,NewBornNow,2787
GM,Rakhmanov_Aleksandr,2861,½ - ½,IM,VitaliyChayka,2402
WIM,joksijoksi,2532,0 - 1,GM,dretch,2949
GM,NevorLegov,2987,½ - ½,GM,124chess,2586
CM,Brahianzevich,2362,0 - 1,GM,TigrVShlyape,2868
IM,scarabee43,2945,1 - 0,NM,Manukyan_Artak,2559
FM,AsaHoffmann,2418,0 - 1,GM,kleinebeer98,2821
IM,Zohid6,2922,1 - 0,CM,Shuvalov,2689
CM,andrzej,2415,0 - 1,IM,Seochesspie,2914
GM,Jumbo,2953,1 - 0,FM,EsmeraldasAnderson03,2525
FM,Magic-Nelwyn,2480,½ - ½,GM,AlexeiShirov,2936
GM,Binary010,2873,1 - 0,CM,Sjakkerntobi,2607
CM,bulletplayer2024,2524,1 - 0,GM,alexrustemov,2879
GM,baki83,2929,0 - 1,IM,AjedrezenMadrid,2433
FM,db-banana,2536,0 - 1,IM,Kirill_Klukin,2927
GM,Janosik,2841,1 - 0,NM,toninhojit,2564
CM,Josetricks,2636,0 - 1,FM,Alex_Sahakyan2006,2700
GM,maciek_92,3000,0 - 1,FM,Fluffey,2504
FM,LeoLV10,2601,0 - 1,IM,RobertoJBM,2868
GM,DuleMudule,2851,1 - 0,IM,ikhasu,2567
FM,WindWhistler11,2530,0 - 1,GM,Lukianoo,2954
GM,Rikikits,2950,1 - 0,FM,Yerlan-Ra,2612
NM,allvim,2328,0 - 1,GM,Dyadya81,2794
GM,xamax2000,3022,1 - 0,FM,picturesquecheck,2496
CM,GilbertoHernandezAmura,2647,0 - 1,GM,starworld123,2977
GM,Cayse,2901,0 - 1,FM,killer_dreams,2524
IM,orkinyo12345,2482,1 - 0,IM,klimkoj,2879
IM,Mops_2004,2826,1 - 0,CM,NovakRatko,2479
CM,Schachmalanders,2486,0 - 1,FM,ilqar_74,2842
IM,AlmasRakhmatullaev,2953,1 - 0,FM,lagunanivaria,2617
WGM,Atousa,2469,0 - 1,IM,Akewjon,2885
GM,FXDon77,2927,1 - 0,FM,Chessbard1972,2353
FM,Muslim_player_05,2588,0 - 1,IM,SchmakAttack,2797
IM,IM_ArthurDW08,2814,1 - 0,IM,Slovineanu,2580
GM,N4700000,2506,½ - ½,GM,Kobalia,2778
IM,NovakCabarkapa,2751,1 - 0,WFM,NastyaHn,2533
FM,Licancabur,2510,0 - 1,GM,Kiborg95,2839
IM,AradNazari,2923,0 - 1,NM,ajian,2466
IM,dosto07,2527,1 - 0,GM,Grandmaster1369,2653
IM,LiamPutnam2008,2977,1 - 0,FM,Ticoluis,2657
IM,claudyna16,2500,0 - 1,IM,Adar_07,2838
GM,GMAkobianSTL,2965,1 - 0,FM,stasOR4ik,2430
FM,Aisen1011,2282,0 - 1,GM,francyIM,2898
GM,Sokoloco,2741,1 - 0,CM,Ferreret64,2513
WIM,Savagelittlemole,2538,0 - 1,GM,GMSrinath,2881
GM,sokidze,2995,1 - 0,FM,MasterKroket,2599
WFM,maroro07,2382,0 - 1,GM,onyshchuk_v,2972
IM,Sammed_Shete,2631,1 - 0,IM,ural58,2519
FM,A4RookA3,2550,0 - 1,GM,krzyzan94,2836
FM,GoltsevDmitry2000,2829,0 - 1,CM,KanalSzachowy,2398
FM,ArchibaldCerveza29,2551,1 - 0,GM,Nuvas,2852
CM,vovachesss,2801,1 - 0,NM,Flaccidmoves,2394
NM,ploxoi,2475,0 - 1,GM,DmitryMaximov,2847
IM,Kezin_Roman,2945,1 - 0,FM,SARGISMV,2522
