white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
GM,Hikaru,3324,1 - 0,NM,ZachHKL,2498
CM,komogro,2527,0 - 1,GM,Jospem,3080
GM,GM_dmitrij,2994,1 - 0,IM,giorgichess,2535
FM,serhanberat_ozdemir,2508,0 - 1,GM,Andreikka,3033
GM,FairChess_on_YouTube,3130,1 - 0,NM,AngryClouds,2611
FM,PositionalPanther,2537,0 - 1,GM,jefferyx,2999
GM,LyonBeast,3197,1 - 0,FM,G10De_Arrascaeta,2563
WFM,BestestBP,2493,½ - ½,GM,vi_pranav,3032
GM,mishanick,3109,½ - ½,FM,A4RookA3,2550
FM,rdarruda,2557,0 - 1,GM,dropstoneDP,3076
GM,Msb2,3036,1 - 0,NM,umutbekiragaoglu,2474
CM,Onthequiet,2573,0 - 1,IM,Murad_Ibrahimli,2996
IM,Rud_Makarian,3009,1 - 0,FM,Orphanator2009,2509
WIM,joksijoksi,2532,0 - 1,GM,ChristopherYoo,3070
GM,Shankland,2934,1 - 0,FM,Inepton_Fermion,2499
FM,FUNNY_MAN1234,2696,1 - 0,IM,kingofthenil,2951
FM,rezamahdavi2008,2954,0 - 1,NM,Kielinkei,2570
NM,Noki102,2526,0 - 1,GM,Oleksandr_Bortnyk,3068
GM,jcibarra,2950,1 - 0,NM,VitorBronson,2579
CM,EseVeisi,2413,0 - 1,GM,rednova1729,3040
GM,VladimirKramnik,3040,0 - 1,NM,heyerik,2521
CM,CalmdownCalabreso,2687,0 - 1,GM,Cayse,2901
GM,Sanan_Sjugirov,2994,½ - ½,IM,Squirlolz,2563
CM,bonantagulo,2294,0 - 1,GM,DanielNaroditsky,3083
GM,frederiksvane,2989,0 - 1,IM,Mihaiionescu1,2508
NM,Dare-Dare,2526,1 - 0,GM,BlueWizzard,2965
GM,lilleper1,3007,1 - 0,FM,dark_chess_SMG,2558
CM,Josetricks,2636,1 - 0,IM,mbojan,2902
GM,penguingm1,2974,1 - 0,FM,Sem1901,2553
FM,gospodarsaha07,2502,0 - 1,GM,rasmussvane,2986
IM,Szparu,2831,1 - 0,FM,Bugcrusher,2469
FM,BishopPairMasterr,2418,0 - 1,NM,Chessgodisback2008,2880
GM,TigrVShlyape,2868,1 - 0,FM,SilverSwords13,2586
FM,el_sporco,2597,0 - 1,GM,alexrustemov,2879
GM,Lukianoo,2969,1 - 0,NM,urano56,2470
CM,ATM622,2455,1 - 0,GM,vugarrasulov,3010
GM,Zkid,2925,1 - 0,FM,ChessSG1,2517
CM,behzsa,2620,1 - 0,IM,tsvet2005,2850
GM,DanielDardha2005,2946,1 - 0,CM,sbouchet,2440
IM,Artem_Sadovskii,2471,0 - 1,FM,ReadySkate,2886
GM,bancsoo,3003,1 - 0,FM,micke12a,2384
NM,ybothg,2506,0 - 1,GM,Zhigalko_Sergei,2974
GM,Binary010,2873,1 - 0,FM,CristhianPortalR,2482
NM,EvilMorty23,2617,0 - 1,IM,Seochesspie,2914
GM,dretch,2949,1 - 0,NM,GoodOldBell,2618
NM,LSChess,2530,½ - ½,GM,Mikhail_Bryakin,2886
