white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
NM,OW321,2483,0 - 1,GM,NikoTheodorou,3131
GM,Firouzja2003,3199,1 - 0,CM,dolynachess,2572
FM,frankshar,2432,1 - 0,GM,nihalsarin,3124
GM,BogdanDeac,3029,1 - 0,FM,WPWPWP-2015,2506
NM,pooh2012,2754,0 - 1,GM,vi_pranav,3032
GM,FairChess_on_YouTube,3130,1 - 0,NM,Chaubunagungamaug2,2596
CM,ShahMatKanal,2521,0 - 1,GM,lachesisQ,3144
GM,Grischuk,3033,0 - 1,WFM,hongnhung1234,2551
FM,szachmistrz2500,2552,0 - 1,GM,mishanick,3099
GM,jefferyx,2999,1 - 0,FM,HowTo2Draw,2565
FM,Orest_Vovk,2592,0 - 1,GM,Msb2,3036
GM,penguingm1,2974,1 - 0,FM,dimailuka,2560
NM,kylelancman,2528,0 - 1,GM,GMBenjaminBok,3094
GM,Polish_fighter3000,3200,1 - 0,FM,rdarruda,2557
IM,AleksanderHnydiuk,2529,0 - 1,GM,Andreikka,3033
GM,dropstoneDP,3076,0 - 1,CM,RodriQA,2472
FM,Schachkatze2000,2560,½ - ½,GM,frederiksvane,2989
GM,DanielNaroditsky,3083,1 - 0,IM,ural58,2519
NM,Schwarzschidl,2545,½ - ½,GM,Oleksandr_Bortnyk,3068
GM,VladimirKramnik,3040,0 - 1,NM,WanderingPuppet,2580
FM,nicolai1950,2617,½ - ½,GM,champ2005,3006
GM,SantoBlue,3016,1 - 0,WCM,thealphalion86,2553
FM,HajiyevKanan,2599,0 - 1,GM,SpeedofLight0,3069
GM,eljanov,2868,1 - 0,FM,A4RookA3,2550
NM,ELPRIMO0O0,2498,0 - 1,GM,KuzubovYuriy,2958
GM,Sargsyan_Shant,3070,1 - 0,FM,ahkashefi2800,2546
CM,Matheusmdr2005,2496,0 - 1,GM,rasmussvane,2986
GM,DrVelja,3001,1 - 0,NM,Kielinkei,2570
FM,Truequitos,2618,0 - 1,IM,mind1mover,2967
GM,Zhigalko_Sergei,2974,1 - 0,FM,cedchass2006,2322
NM,LSChess,2530,0 - 1,GM,Lukianoo,2954
FM,rezamahdavi2008,2948,1 - 0,FM,YegoryoCh,2563
NM,Mattheii,2531,1 - 0,GM,PeacefulWarrior888,2775
