white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
NM,Itay121,2634,0 - 1,GM,MagnusCarlsen,3256
GM,Hikaru,3324,1 - 0,NM,ShimogaTactician,2576
IM,KevinGeorgeMicheal,2646,0 - 1,GM,lachesisQ,3144
GM,FairChess_on_YouTube,3130,1 - 0,IM,chessllermo,2528
GM,maximnovik,2661,0 - 1,GM,BogdanDeac,3052
GM,Firouzja2003,3199,1 - 0,FM,Acva-Alenok,2589
FM,Antosha_Chekhonte,2595,1 - 0,GM,Jospem,3080
GM,Javokhir_Sindarov05,3169,0 - 1,GM,abykhovsky,2677
FM,Attacker_2006,2572,0 - 1,GM,mishanick,3109
GM,jefferyx,2999,1 - 0,FM,HajiyevKanan,2599
FM,Hananmo,2551,0 - 1,GM,Msb2,3016
GM,wonderfultime,3063,1 - 0,CM,Cheer_Down,2457
IM,BigAl,2555,0 - 1,GM,Oleksandr_Bortnyk,3068
GM,frederiksvane,2980,1 - 0,CM,Josetricks,2636
FM,TokChess,2532,0 - 1,GM,Bigfish1995,3097
GM,DenLaz,3161,1 - 0,FM,GatoRojo150,2559
IM,PIwan,2406,0 - 1,GM,Duhless,3103
GM,GM_dmitrij,2994,1 - 0,NM,WanderingPuppet,2580
FM,colegiodemadrid,2553,0 - 1,GM,jcibarra,2909
GM,dropstoneDP,3076,1 - 0,CM,Nicolas_Chess10,2530
FM,Barboval,2637,0 - 1,IM,MITerryble,3075
GM,OparinGrigoriy,3035,1 - 0,IM,Djager97,2542
NM,IC3S2,2549,0 - 1,GM,tptagain,3003
IM,FaustinoOro,3101,1 - 0,NM,Schwarzschidl,2545
FM,Xiximinski,2510,0 - 1,GM,vugarrasulov,3010
GM,xiaotong2008,3037,1 - 0,CM,Zenekritikus04,2538
IM,ikhasu,2567,0 - 1,IM,Rud_Makarian,3009
GM,Sanan_Sjugirov,2994,1 - 0,FM,sakkikuska,2652
CM,zverr1,2615,0 - 1,GM,Chesssplayer21,2904
IM,Zohid6,2932,1 - 0,NM,Benek77,2650
CM,ACollins05,2489,0 - 1,NM,MightyGMpretender,2886
GM,Annawel,3022,1 - 0,CM,JavierRuizVazquez,2504
IM,Barmen_EV,2615,0 - 1,GM,DrVelja,2966
GM,penguingm1,2974,1 - 0,CM,Klendi,2577
CM,Artemiki,2715,0 - 1,GM,rasmussvane,2952
GM,Jakhongir-Vakhidov,2940,1 - 0,IM,Happy1712Drummer,2675
FM,NLLO777,2556,0 - 1,GM,GroovyKettle,3048
IM,Murad_Ibrahimli,2996,½ - ½,CM,ATM622,2455
IM,SaiAgni_98,2526,0 - 1,GM,GOGIEFF,3056
GM,Volodar_Murzin,3026,1 - 0,IM,Zhani-Z,2493
FM,biostatistician,2656,0 - 1,GM,AryanTari,2986
GM,platy3,2964,1 - 0,CM,HedwigTheHowl,2654
CM,Jesseinkman,2483,0 - 1,IM,pheonixking2000,2942
GM,Anton_Demchenko,3024,1 - 0,IM,atalz0,2487
CM,komogro,2527,0 - 1,FM,artin10862,3004
GM,HVillagra,2994,1 - 0,FM,CDOEspiao,2560
FM,JueIes,2579,½ - ½,GM,Macho_2006,2935
GM,Dedic8,2936,1 - 0,WGM,Atousa,2469
NM,N_Mullodzhanov,2627,0 - 1,GM,Fandorine,2997
FM,snowlord,2931,1 - 0,FM,YEIKO2017,2462
FM,isla88,2558,0 - 1,GM,h4parah5,2990
GM,ChessLover0108,2970,1 - 0,FM,King_Deded4d5,2481
CM,Laurin_2009,2377,0 - 1,GM,maciek_92,3000
GM,sokidze,2995,0 - 1,FM,FlemingA,2570
FM,RedFirePanda,2604,0 - 1,GM,Angry_Twin,2995
GM,FormerProdigy,2937,1 - 0,IM,PapiPapita,2586
NM,toninhojit,2564,0 - 1,IM,Szparu,2831
IM,Seochesspie,2914,0 - 1,CM,LionelMessiFCB,2601
FM,Schachkatze2000,2560,0 - 1,GM,DanielDardha2005,2946
GM,TenisMaster,2905,1 - 0,FM,jup1978,2570
WFM,kuzol,2579,0 - 1,GM,Grandelicious,2973
GM,Shield12,2954,1 - 0,FM,Tssunami,2490
IM,Tugrik1969,2498,0 - 1,GM,TigrVShlyape,2868
GM,lilleper1,2955,1 - 0,FM,Raudra_dhari,2586
FM,Qvalda,2525,0 - 1,IM,WhiteKnight2612,2904
IM,Eagle_2019,2869,1 - 0,CM,StefanosKazantzoglou,2462
CM,ExchangeAB,2481,0 - 1,GM,BilodeauA,2990
IM,MatthewG-p4p,2912,1 - 0,WIM,aridannie,2558
FM,nicolochessit,2547,0 - 1,GM,FGHSMN,2935
IM,Rsnr,2945,1 - 0,FM,SHIVACalypso,2532
FM,andrew-blr,2578,1 - 0,IM,the_chess_child,2932
GM,vladislavkovalev,2826,1 - 0,FM,mokerslag,2472
FM,WPWPWP-2015,2506,1 - 0,GM,shimastream,3060
GM,alexrustemov,2879,1 - 0,FM,konradrutkowski,2505
FM,patzer-reloaded,2509,0 - 1,FM,Bauman_Guy,3005
GM,NewBornNow,2787,1 - 0,IM,chrisclaireredfield,2591
FM,SARGISMV,2522,0 - 1,GM,MetiForce,2971
IM,AradNazari,2923,1 - 0,WGM,DishonorOnYourCow,2527
IM,GMAneta,2563,0 - 1,GM,baki83,2929
GM,Alexander_Donchenko,2843,0 - 1,FM,McCarthyStone,2596
FM,DeArron_Fox,2675,0 - 1,GM,Durarbayli,2931
GM,severomorskij,2924,1 - 0,GM,underdogchss,2548
IM,DreamDestroyer228,2655,0 - 1,GM,Sychev_Klementy,3002
IM,Adar_07,2838,0 - 1,FM,szachmistrz2500,2552
IM,vladoboch,2578,0 - 1,IM,Talibovv06,2872
FM,ilqar_74,2842,1 - 0,FM,Arteler,2309
CM,BashiqChess,2397,0 - 1,GM,michaelq2d5,2945
GM,Nitzan_Steinberg,2895,1 - 0,FM,MaxLeto,2540
CM,adreyd,2496,0 - 1,GM,crescentmoon2411,2871
IM,AlmasRakhmatullaev,2953,1 - 0,FM,wild3000,2508
FM,candela2013,2413,0 - 1,IM,RobertoJBM,2868
FM,Alen_Yeremyann,2789,1 - 0,NM,CyrilFelrodTelesforo,2451
WGM,Europe03,2426,0 - 1,GM,Beca95,3018
GM,Zhigalko_Sergei,2974,1 - 0,GM,Niktlt,2444
FM,Payyappat,2439,0 - 1,FM,1800_strength,2758
IM,BahadirOzen,2904,1 - 0,CM,Queensandpawns,2481
CM,tomesao,2476,0 - 1,GM,evgchess5,2907
IM,Yaacovn,2830,1 - 0,CM,mightysmasher,2686
IM,ural58,2519,0 - 1,IM,aa175,2847
