white_rank,white_username,white_elo,result,black_rank,black_username,black_elo
FM,Mr_ruthless,2617,0 - 1,GM,Hikaru,3324
GM,Firouzja2003,3199,1 - 0,CM,Navi_NazarPro,2536
NM,ReinisUz,2564,0 - 1,GM,DenLaz,3161
GM,Jospem,3080,1 - 0,IM,SaiAgni_98,2526
FM,SmirnovAlexandrA,2543,0 - 1,GM,FairChess_on_YouTube,3130
GM,mishanick,3109,1 - 0,WIM,UF_10,2524
CM,johndoe698,2515,0 - 1,GM,Javokhir_Sindarov05,3169
GM,BogdanDeac,3029,1 - 0,CM,wiciu492k,2560
CM,Actuary44,2553,0 - 1,GM,jefferyx,2999
GM,rpragchess,3181,1 - 0,FM,Just_Lucky_1,2555
FM,Truequitos,2618,0 - 1,GM,LyonBeast,3197
GM,xiaotong2008,3034,1 - 0,FM,tandaleo,2513
FM,2Coaches1Profile,2563,0 - 1,IM,Murad_Ibrahimli,3002
GM,AnishOnYoutube,3072,1 - 0,FM,Barboval,2637
CM,zverr1,2615,0 - 1,GM,Msb2,3036
IM,kingofthenil,2951,½ - ½,NM,InitiatingASC,2530
FM,Viktoker,2677,0 - 1,GM,Sanan_Sjugirov,2994
GM,wonderfultime,3063,1 - 0,FM,catalin009,2593
CM,dodoucb,2507,0 - 1,GM,Cayse,2901
GM,DanielNaroditsky,3083,1 - 0,WFM,hongnhung1234,2551
FM,ljuks68,2476,0 - 1,GM,tptagain,3003
GM,lilleper1,2955,1 - 0,FM,jup1978,2570
CM,yonaltimur,2439,0 - 1,IM,Rud_Makarian,3009
IM,MatthewG-p4p,2904,1 - 0,FM,ahkashefi2800,2546
FM,antigeroiy,2535,0 - 1,GM,Oleksandr_Bortnyk,3068
GM,VladimirKramnik,3040,1 - 0,CM,Gryffindorac8,2460
FM,zsizsi99,2559,0 - 1,GM,penguingm1,2974
GM,shimastream,3060,1 - 0,FM,CristianS27,2605
FM,Robert_E2009,2505,0 - 1,GM,BlueWizzard,2965
IM,DonkyDonkyDonkey,2964,1 - 0,FM,mistrzemi,2558
FM,wild3000,2508,0 - 1,GM,bancsoo,3003
