date,player,1st_order_CON_score,2nd_order_CON_score,full_CON_score,pagerank,closeness,in_degree,out_degree,betweenness
12march2024,Russian_berezka,0,0,0,0.0021234743625797815,0.16013071895424835,1,0,0.0
12march2024,Igor_Lysyj,0,0,0,0.00289069564776573,0.12787896697471168,1,0,0.0
12march2024,Franmu14,0,0,0,0.0034271792356413626,0.2041666666666667,1,0,0.0
12march2024,IwkooO,0,0,0,0.0020023084008104495,0.17729534147444595,1,0,0.0
12march2024,Skatchkov_V,0,0,0,0.003487085708795239,0.1431026535193202,1,0,0.0
12march2024,Hovik_Hayrapetyan,0,0,0,0.0036384024096435567,0.2074074074074074,2,0,0.0
12march2024,bipe137,5,75,121,0.0011809682674214803,0.0,0,1,0.0
12march2024,GOGIEFF,11,315,426,0.006386580378300832,0.17330971911508825,2,3,0.01919137112289567
12march2024,yosephtaher,32,717,991,0.017205161550614127,0.2507101761956131,6,6,0.04134812220804649
12march2024,Oleksandr_Bortnyk,23,490,761,0.009682785252827081,0.23734511165577343,8,10,0.047048209229078555
12march2024,BestStelker,0,0,0,0.0024837237124210373,0.19590204897551222,1,0,0.0
12march2024,Defend1r,9,249,347,0.0019869580741449073,0.14556453296588584,1,2,0.0008189056493320059
12march2024,stollenmonster,7,224,292,0.0011809682674214803,0.0,0,1,0.0
19march2024,OparinGrigoriy,14,221,297,0.007020744933002823,0.17423570218601275,4,2,0.011227274175584646
19march2024,iturrizaga,0,0,0,0.001220424406053476,0.0,0,1,0.0
19march2024,bascheyaro,0,0,0,0.00222055854797079,0.15530588542037022,1,0,0.0
19march2024,Lennis93,4,34,58,0.0027469050392834797,0.10299446881556361,1,1,0.003216516114642579
19march2024,mishanick,16,302,543,0.014442534448391579,0.2119309262166405,10,9,0.05203730090705368
19march2024,scarabee43,8,80,146,0.004736071944602916,0.18066242890598863,3,3,0.021681510280097255
19march2024,Mikhail_Bryakin,10,171,263,0.001642882320689529,0.12210978574255187,1,2,0.0006343497586388185
19march2024,Sam_ChessMood,14,274,394,0.00225782866659419,0.004081632653061225,1,2,0.003077952492472399
19march2024,Vaathi_Coming,3,36,62,0.0031501148305528243,0.17152386246327325,2,1,0.0013980192886181514
