username,white_wins,black_wins,white_games,black_games,total_wins,total_games,win_proportion_white,win_proportion_black,win_proportion
Hongjin,11.0,14.0,28.0,30.0,25.0,58.0,0.39285714285714285,0.4666666666666667,0.43103448275862066
Honiex,9.0,8.0,19.0,17.0,17.0,36.0,0.47368421052631576,0.47058823529411764,0.4722222222222222
HonzaRubes95,7.0,7.0,11.0,11.0,14.0,22.0,0.6363636363636364,0.6363636363636364,0.6363636363636364
Hooded_Old_Man,3.0,4.0,10.0,9.0,7.0,19.0,0.3,0.4444444444444444,0.3684210526315789
Hope_6,14.0,19.0,33.0,38.0,33.0,71.0,0.42424242424242425,0.5,0.4647887323943662
Horokoskii,21.0,16.0,57.0,57.0,37.0,114.0,0.3684210526315789,0.2807017543859649,0.32456140350877194
Hotella,1.0,3.0,6.0,7.0,4.0,13.0,0.16666666666666666,0.42857142857142855,0.3076923076923077
Houdinovic,19.0,15.0,33.0,29.0,34.0,62.0,0.5757575757575758,0.5172413793103449,0.5483870967741935
HouseOfDurin,23.0,23.0,66.0,57.0,46.0,123.0,0.3484848484848485,0.40350877192982454,0.37398373983739835
Hovik_Hayrapetyan,31.0,20.0,46.0,43.0,51.0,89.0,0.6739130434782609,0.46511627906976744,0.5730337078651685
HowTo2Draw,27.0,21.0,57.0,56.0,48.0,113.0,0.47368421052631576,0.375,0.4247787610619469
Hrant_ChessMood,61.0,49.0,85.0,92.0,110.0,177.0,0.7176470588235294,0.532608695652174,0.6214689265536724
Hudijegszid,10.0,17.0,35.0,33.0,27.0,68.0,0.2857142857142857,0.5151515151515151,0.39705882352941174
Hugo-Berthier,2.0,2.0,6.0,7.0,4.0,13.0,0.3333333333333333,0.2857142857142857,0.3076923076923077
Hunninn,4.0,2.0,6.0,6.0,6.0,12.0,0.6666666666666666,0.3333333333333333,0.5
Huragan007,43.0,31.0,74.0,71.0,74.0,145.0,0.581081081081081,0.43661971830985913,0.5103448275862069
Hurghada,1.0,3.0,5.0,6.0,4.0,11.0,0.2,0.5,0.36363636363636365
Hurricane_Morphy,2.0,4.0,11.0,10.0,6.0,21.0,0.18181818181818182,0.4,0.2857142857142857
HuskyWithAHat,1.0,2.0,4.0,2.0,3.0,6.0,0.25,1.0,0.5
HypeMan111,4.0,2.0,12.0,11.0,6.0,23.0,0.3333333333333333,0.18181818181818182,0.2608695652173913
I-Mesquita,9.0,7.0,16.0,18.0,16.0,34.0,0.5625,0.3888888888888889,0.47058823529411764
IAgrest,4.0,2.0,8.0,9.0,6.0,17.0,0.5,0.2222222222222222,0.35294117647058826
IC3S2,12.0,12.0,28.0,33.0,24.0,61.0,0.42857142857142855,0.36363636363636365,0.39344262295081966
IECS12,2.0,1.0,3.0,3.0,3.0,6.0,0.6666666666666666,0.3333333333333333,0.5
IMGC,8.0,9.0,18.0,19.0,17.0,37.0,0.4444444444444444,0.47368421052631576,0.4594594594594595
IMJonathanCarlstedt,13.0,14.0,30.0,32.0,27.0,62.0,0.43333333333333335,0.4375,0.43548387096774194
IMRosen,184.0,155.0,329.0,328.0,339.0,657.0,0.5592705167173252,0.4725609756097561,0.5159817351598174
IMUffeVinther-Schou,2.0,3.0,5.0,6.0,5.0,11.0,0.4,0.5,0.45454545454545453
IMVadim,10.0,7.0,32.0,29.0,17.0,61.0,0.3125,0.2413793103448276,0.2786885245901639
IMVoja,10.0,8.0,24.0,24.0,18.0,48.0,0.4166666666666667,0.3333333333333333,0.375
IM_ArthurDW08,56.0,46.0,87.0,91.0,102.0,178.0,0.6436781609195402,0.5054945054945055,0.5730337078651685
IM_Tissir,7.0,4.0,12.0,12.0,11.0,24.0,0.5833333333333334,0.3333333333333333,0.4583333333333333
IMchanged,50.0,34.0,75.0,69.0,84.0,144.0,0.6666666666666666,0.4927536231884058,0.5833333333333334
INLOVEWITHF,3.0,3.0,5.0,6.0,6.0,11.0,0.6,0.5,0.5454545454545454
IPAchess,10.0,8.0,24.0,24.0,18.0,48.0,0.4166666666666667,0.3333333333333333,0.375
ITheOnlyME,14.0,6.0,28.0,25.0,20.0,53.0,0.5,0.24,0.37735849056603776
I_am_Javi,12.0,17.0,23.0,25.0,29.0,48.0,0.5217391304347826,0.68,0.6041666666666666
I_am_a_Miracle,1.0,0.0,2.0,1.0,1.0,3.0,0.5,0.0,0.3333333333333333
IakovUlivar,3.0,3.0,7.0,7.0,6.0,14.0,0.42857142857142855,0.42857142857142855,0.42857142857142855
IamSchrodingersCat,36.0,33.0,80.0,75.0,69.0,155.0,0.45,0.44,0.44516129032258067
Iana_Shirova,7.0,4.0,19.0,18.0,11.0,37.0,0.3684210526315789,0.2222222222222222,0.2972972972972973
Iball95,126.0,107.0,193.0,198.0,233.0,391.0,0.6528497409326425,0.5404040404040404,0.5959079283887468
IchbinBerliner2012,13.0,9.0,21.0,19.0,22.0,40.0,0.6190476190476191,0.47368421052631576,0.55
Idiioteque,2.0,1.0,7.0,5.0,3.0,12.0,0.2857142857142857,0.2,0.25
IgorBjelobrk,14.0,8.0,22.0,19.0,22.0,41.0,0.6363636363636364,0.42105263157894735,0.5365853658536586
IgorM2008,20.0,17.0,40.0,42.0,37.0,82.0,0.5,0.40476190476190477,0.45121951219512196
Igor_Janik,28.0,30.0,50.0,42.0,58.0,92.0,0.56,0.7142857142857143,0.6304347826086957
Igor_Lysyj,70.0,60.0,109.0,105.0,130.0,214.0,0.6422018348623854,0.5714285714285714,0.6074766355140186
Igrok3069,2.0,5.0,5.0,6.0,7.0,11.0,0.4,0.8333333333333334,0.6363636363636364
IlanSchnaider,166.0,140.0,279.0,262.0,306.0,541.0,0.5949820788530465,0.5343511450381679,0.5656192236598891
IlanVardi,28.0,21.0,85.0,85.0,49.0,170.0,0.32941176470588235,0.24705882352941178,0.28823529411764703
Illingworth,2.0,4.0,6.0,5.0,6.0,11.0,0.3333333333333333,0.8,0.5454545454545454
Illustradochess,2.0,1.0,4.0,7.0,3.0,11.0,0.5,0.14285714285714285,0.2727272727272727
Ilovetravel22,3.0,1.0,5.0,5.0,4.0,10.0,0.6,0.2,0.4
IlyaGrigorjev,37.0,35.0,60.0,54.0,72.0,114.0,0.6166666666666667,0.6481481481481481,0.631578947368421
Imagine_Drag0n,6.0,3.0,10.0,8.0,9.0,18.0,0.6,0.375,0.5
Immortal-killer,9.0,7.0,18.0,19.0,16.0,37.0,0.5,0.3684210526315789,0.43243243243243246
InadaC,14.0,20.0,63.0,61.0,34.0,124.0,0.2222222222222222,0.32786885245901637,0.27419354838709675
Incognito_Knight,27.0,20.0,43.0,45.0,47.0,88.0,0.627906976744186,0.4444444444444444,0.5340909090909091
Incognizance,2.0,4.0,31.0,40.0,6.0,71.0,0.06451612903225806,0.1,0.08450704225352113
Ind1anStar,2.0,2.0,6.0,4.0,4.0,10.0,0.3333333333333333,0.5,0.4
IndianGrandmaster13,30.0,25.0,52.0,44.0,55.0,96.0,0.5769230769230769,0.5681818181818182,0.5729166666666666
IndianSchoolOfSuffering,36.0,27.0,83.0,86.0,63.0,169.0,0.43373493975903615,0.313953488372093,0.3727810650887574
Indianlad,20.0,27.0,35.0,38.0,47.0,73.0,0.5714285714285714,0.7105263157894737,0.6438356164383562
Individoom,117.0,103.0,195.0,199.0,220.0,394.0,0.6,0.5175879396984925,0.5583756345177665
Indomiemaster123,1.0,1.0,4.0,5.0,2.0,9.0,0.25,0.2,0.2222222222222222
Inepton_Fermion,81.0,51.0,150.0,139.0,132.0,289.0,0.54,0.3669064748201439,0.45674740484429066
IngOscarArdila,73.0,72.0,244.0,245.0,145.0,489.0,0.29918032786885246,0.2938775510204082,0.2965235173824131
InitiatingASC,83.0,88.0,243.0,261.0,171.0,504.0,0.34156378600823045,0.3371647509578544,0.3392857142857143
InvisibleWarrior2252,4.0,3.0,5.0,6.0,7.0,11.0,0.8,0.5,0.6363636363636364
IraZyne,20.0,12.0,48.0,47.0,32.0,95.0,0.4166666666666667,0.2553191489361702,0.3368421052631579
IranianCheetah,12.0,11.0,26.0,26.0,23.0,52.0,0.46153846153846156,0.4230769230769231,0.4423076923076923
Irena10,6.0,5.0,23.0,23.0,11.0,46.0,0.2608695652173913,0.21739130434782608,0.2391304347826087
IriBu,13.0,14.0,27.0,30.0,27.0,57.0,0.48148148148148145,0.4666666666666667,0.47368421052631576
Irina_Baraeva,1.0,1.0,5.0,4.0,2.0,9.0,0.2,0.25,0.2222222222222222
Irina_Mikhaylova,16.0,19.0,59.0,62.0,35.0,121.0,0.2711864406779661,0.3064516129032258,0.2892561983471074
Irishchessman16,52.0,33.0,92.0,91.0,85.0,183.0,0.5652173913043478,0.3626373626373626,0.4644808743169399
IsaacWiebe,3.0,6.0,12.0,13.0,9.0,25.0,0.25,0.46153846153846156,0.36
Isajevsky_Anton,5.0,4.0,7.0,8.0,9.0,15.0,0.7142857142857143,0.5,0.6
IsaqueGoncalvesSanto,16.0,20.0,113.0,103.0,36.0,216.0,0.1415929203539823,0.1941747572815534,0.16666666666666666
Ishowmoves57,2.0,2.0,8.0,6.0,4.0,14.0,0.25,0.3333333333333333,0.2857142857142857
IsikCan05,3.0,1.0,3.0,3.0,4.0,6.0,1.0,0.3333333333333333,0.6666666666666666
Iskusnyh,164.0,116.0,269.0,259.0,280.0,528.0,0.6096654275092936,0.44787644787644787,0.5303030303030303
IsmaelAmadorGarcia,4.0,5.0,10.0,12.0,9.0,22.0,0.4,0.4166666666666667,0.4090909090909091
IsuruAlahakoon,14.0,13.0,45.0,42.0,27.0,87.0,0.3111111111111111,0.30952380952380953,0.3103448275862069
ItalianMachine,3.0,1.0,5.0,6.0,4.0,11.0,0.6,0.16666666666666666,0.36363636363636365
Italo-Zapata,21.0,22.0,69.0,76.0,43.0,145.0,0.30434782608695654,0.2894736842105263,0.296551724137931
Itay121,47.0,45.0,115.0,112.0,92.0,227.0,0.40869565217391307,0.4017857142857143,0.4052863436123348
Itk04,2.0,3.0,5.0,4.0,5.0,9.0,0.4,0.75,0.5555555555555556
ItsCheckM8Mate,3.0,5.0,16.0,11.0,8.0,27.0,0.1875,0.45454545454545453,0.2962962962962963
Iuckyducky,25.0,26.0,77.0,91.0,51.0,168.0,0.3246753246753247,0.2857142857142857,0.30357142857142855
Iulian22,13.0,14.0,41.0,44.0,27.0,85.0,0.3170731707317073,0.3181818181818182,0.3176470588235294
Iunusovnuriddin,5.0,4.0,16.0,15.0,9.0,31.0,0.3125,0.26666666666666666,0.2903225806451613
IvanMorovic,2.0,2.0,4.0,4.0,4.0,8.0,0.5,0.5,0.5
IvanSoriano1,11.0,9.0,16.0,14.0,20.0,30.0,0.6875,0.6428571428571429,0.6666666666666666
IvanhoeLeo,10.0,9.0,29.0,34.0,19.0,63.0,0.3448275862068966,0.2647058823529412,0.30158730158730157
Ivano12,2.0,2.0,5.0,5.0,4.0,10.0,0.4,0.4,0.4
IwkooO,20.0,11.0,31.0,26.0,31.0,57.0,0.6451612903225806,0.4230769230769231,0.543859649122807
Iyanastur7,1.0,2.0,3.0,4.0,3.0,7.0,0.3333333333333333,0.5,0.42857142857142855
J-Isaac,4.0,4.0,17.0,16.0,8.0,33.0,0.23529411764705882,0.25,0.24242424242424243
JACK_BAU3R,1.0,3.0,6.0,8.0,4.0,14.0,0.16666666666666666,0.375,0.2857142857142857
JAN2404,39.0,39.0,144.0,173.0,78.0,317.0,0.2708333333333333,0.2254335260115607,0.24605678233438485
JCVanDamme10,14.0,9.0,31.0,34.0,23.0,65.0,0.45161290322580644,0.2647058823529412,0.35384615384615387
JDDG,10.0,15.0,27.0,32.0,25.0,59.0,0.37037037037037035,0.46875,0.423728813559322
JEHUBNER,17.0,9.0,66.0,72.0,26.0,138.0,0.25757575757575757,0.125,0.18840579710144928
JEIGOTH,1.0,2.0,6.0,6.0,3.0,12.0,0.16666666666666666,0.3333333333333333,0.25
JERO-8914,8.0,9.0,29.0,34.0,17.0,63.0,0.27586206896551724,0.2647058823529412,0.2698412698412698
JG-17,33.0,41.0,87.0,103.0,74.0,190.0,0.3793103448275862,0.39805825242718446,0.3894736842105263
JG1me,5.0,6.0,10.0,12.0,11.0,22.0,0.5,0.5,0.5
JGroffCT,2.0,3.0,9.0,7.0,5.0,16.0,0.2222222222222222,0.42857142857142855,0.3125
JJDAREK,28.0,29.0,89.0,93.0,57.0,182.0,0.3146067415730337,0.3118279569892473,0.3131868131868132
JM05C,20.0,38.0,70.0,75.0,58.0,145.0,0.2857142857142857,0.5066666666666667,0.4
JM2005GM,4.0,2.0,9.0,7.0,6.0,16.0,0.4444444444444444,0.2857142857142857,0.375
JMCadavid1998,3.0,2.0,5.0,5.0,5.0,10.0,0.6,0.4,0.5
JSMastropiero,1.0,0.0,2.0,1.0,1.0,3.0,0.5,0.0,0.3333333333333333
JSPrepz,88.0,71.0,134.0,132.0,159.0,266.0,0.6567164179104478,0.5378787878787878,0.5977443609022557
JSlaby,20.0,16.0,39.0,36.0,36.0,75.0,0.5128205128205128,0.4444444444444444,0.48
JUMPINGJAC2,61.0,50.0,153.0,157.0,111.0,310.0,0.39869281045751637,0.3184713375796178,0.3580645161290323
JaackCamel,60.0,57.0,191.0,190.0,117.0,381.0,0.31413612565445026,0.3,0.30708661417322836
JackRodgers,39.0,35.0,78.0,85.0,74.0,163.0,0.5,0.4117647058823529,0.4539877300613497
JacksterThePro,11.0,16.0,37.0,36.0,27.0,73.0,0.2972972972972973,0.4444444444444444,0.3698630136986301
Jadro9,2.0,3.0,5.0,5.0,5.0,10.0,0.4,0.6,0.5
Jagadeesh_Siddharth,3.0,8.0,10.0,11.0,11.0,21.0,0.3,0.7272727272727273,0.5238095238095238
Jagerrmeisterr,27.0,20.0,40.0,38.0,47.0,78.0,0.675,0.5263157894736842,0.6025641025641025
Jahonas,100.0,81.0,220.0,224.0,181.0,444.0,0.45454545454545453,0.36160714285714285,0.40765765765765766
Jakhongir-Vakhidov,53.0,37.0,75.0,68.0,90.0,143.0,0.7066666666666667,0.5441176470588235,0.6293706293706294
JakubPulpan,33.0,31.0,58.0,63.0,64.0,121.0,0.5689655172413793,0.49206349206349204,0.5289256198347108
Jakuboss22005,2.0,2.0,11.0,8.0,4.0,19.0,0.18181818181818182,0.25,0.21052631578947367
JaloliddinIlkhomi,24.0,17.0,47.0,46.0,41.0,93.0,0.5106382978723404,0.3695652173913043,0.44086021505376344
Jamal-Jamal-Jamal,24.0,10.0,68.0,54.0,34.0,122.0,0.35294117647058826,0.18518518518518517,0.2786885245901639
Jamatemate,7.0,4.0,16.0,11.0,11.0,27.0,0.4375,0.36363636363636365,0.4074074074074074
JanMur7,40.0,41.0,113.0,119.0,81.0,232.0,0.35398230088495575,0.3445378151260504,0.34913793103448276
Janh4,18.0,15.0,62.0,65.0,33.0,127.0,0.2903225806451613,0.23076923076923078,0.25984251968503935
JanistanTV,35.0,38.0,70.0,72.0,73.0,142.0,0.5,0.5277777777777778,0.5140845070422535
Janosik,18.0,12.0,25.0,29.0,30.0,54.0,0.72,0.41379310344827586,0.5555555555555556
Jarming,44.0,32.0,79.0,65.0,76.0,144.0,0.5569620253164557,0.49230769230769234,0.5277777777777778
JaroslavSobek,17.0,13.0,58.0,70.0,30.0,128.0,0.29310344827586204,0.18571428571428572,0.234375
Jarrahi2452,13.0,12.0,21.0,23.0,25.0,44.0,0.6190476190476191,0.5217391304347826,0.5681818181818182
Javadovvv,10.0,6.0,18.0,19.0,16.0,37.0,0.5555555555555556,0.3157894736842105,0.43243243243243246
JavierRuizVazquez,39.0,30.0,86.0,85.0,69.0,171.0,0.45348837209302323,0.35294117647058826,0.40350877192982454
Javokhir_Sindarov05,119.0,113.0,165.0,158.0,232.0,323.0,0.7212121212121212,0.7151898734177216,0.718266253869969
Javylavilla,13.0,13.0,42.0,45.0,26.0,87.0,0.30952380952380953,0.28888888888888886,0.2988505747126437
Jbd735,1.0,4.0,6.0,8.0,5.0,14.0,0.16666666666666666,0.5,0.35714285714285715
Jem,2.0,2.0,8.0,7.0,4.0,15.0,0.25,0.2857142857142857,0.26666666666666666
Jen_am,1.0,0.0,2.0,2.0,1.0,4.0,0.5,0.0,0.25
Jenia84,5.0,5.0,24.0,29.0,10.0,53.0,0.20833333333333334,0.1724137931034483,0.18867924528301888
JennyQi13,3.0,4.0,14.0,16.0,7.0,30.0,0.21428571428571427,0.25,0.23333333333333334
Jeppesen08,20.0,21.0,50.0,51.0,41.0,101.0,0.4,0.4117647058823529,0.40594059405940597
JerglerMeister,2.0,1.0,8.0,7.0,3.0,15.0,0.25,0.14285714285714285,0.2
Jesper_Kjaergaard-Jensen,34.0,27.0,97.0,102.0,61.0,199.0,0.35051546391752575,0.2647058823529412,0.3065326633165829
Jesse_James1989,3.0,3.0,7.0,8.0,6.0,15.0,0.42857142857142855,0.375,0.4
Jesseinkman,9.0,15.0,39.0,35.0,24.0,74.0,0.23076923076923078,0.42857142857142855,0.32432432432432434
Jessejames88TX,1.0,3.0,4.0,3.0,4.0,7.0,0.25,1.0,0.5714285714285714
JessicaHyatt,3.0,2.0,5.0,5.0,5.0,10.0,0.6,0.4,0.5
JesusChristMyLivingHope,4.0,4.0,9.0,9.0,8.0,18.0,0.4444444444444444,0.4444444444444444,0.4444444444444444
Jesusesmifuerza,6.0,4.0,12.0,10.0,10.0,22.0,0.5,0.4,0.45454545454545453
JetLeoChess,20.0,21.0,51.0,53.0,41.0,104.0,0.39215686274509803,0.39622641509433965,0.3942307692307692
JezozwierzeJedzaWieze,2.0,0.0,2.0,2.0,2.0,4.0,1.0,0.0,0.5
JiaHaoxiang,30.0,21.0,55.0,58.0,51.0,113.0,0.5454545454545454,0.3620689655172414,0.45132743362831856
JiangoFett,10.0,12.0,20.0,27.0,22.0,47.0,0.5,0.4444444444444444,0.46808510638297873
JiiHart,8.0,9.0,35.0,48.0,17.0,83.0,0.22857142857142856,0.1875,0.20481927710843373
Jimonios,17.0,14.0,34.0,32.0,31.0,66.0,0.5,0.4375,0.4696969696969697
JinelaRodriguez,23.0,23.0,61.0,67.0,46.0,128.0,0.3770491803278688,0.34328358208955223,0.359375
Jmf24,2.0,2.0,5.0,8.0,4.0,13.0,0.4,0.25,0.3076923076923077
JoJoZP,13.0,15.0,37.0,31.0,28.0,68.0,0.35135135135135137,0.4838709677419355,0.4117647058823529
Jo_Black1990,4.0,7.0,15.0,15.0,11.0,30.0,0.26666666666666666,0.4666666666666667,0.36666666666666664
Joachim100x,24.0,32.0,54.0,61.0,56.0,115.0,0.4444444444444444,0.5245901639344263,0.48695652173913045
JoachimBN,6.0,5.0,11.0,9.0,11.0,20.0,0.5454545454545454,0.5555555555555556,0.55
JoakimVonAnd,45.0,53.0,87.0,91.0,98.0,178.0,0.5172413793103449,0.5824175824175825,0.550561797752809
JodMar,1.0,2.0,4.0,5.0,3.0,9.0,0.25,0.4,0.3333333333333333
Jofisch10,1.0,1.0,4.0,5.0,2.0,9.0,0.25,0.2,0.2222222222222222
JohnWhite1952,2.0,3.0,24.0,23.0,5.0,47.0,0.08333333333333333,0.13043478260869565,0.10638297872340426
Jojo_898,34.0,44.0,105.0,106.0,78.0,211.0,0.3238095238095238,0.41509433962264153,0.3696682464454976
JoliyRoger,66.0,56.0,161.0,175.0,122.0,336.0,0.40993788819875776,0.32,0.3630952380952381
JonasEilenberg,50.0,50.0,104.0,109.0,100.0,213.0,0.4807692307692308,0.45871559633027525,0.4694835680751174
JonasGallasch,10.0,13.0,34.0,34.0,23.0,68.0,0.29411764705882354,0.38235294117647056,0.3382352941176471
Jonas_Hacker,1.0,3.0,5.0,5.0,4.0,10.0,0.2,0.6,0.4
JonaszBaum,8.0,13.0,16.0,17.0,21.0,33.0,0.5,0.7647058823529411,0.6363636363636364
JordanLoyd2020,10.0,8.0,21.0,21.0,18.0,42.0,0.47619047619047616,0.38095238095238093,0.42857142857142855
JoseGonzalez_64,2.0,1.0,5.0,3.0,3.0,8.0,0.4,0.3333333333333333,0.375
JosefineHeinemann,14.0,16.0,39.0,38.0,30.0,77.0,0.358974358974359,0.42105263157894735,0.38961038961038963
JosephRyan,6.0,2.0,21.0,23.0,8.0,44.0,0.2857142857142857,0.08695652173913043,0.18181818181818182
Josetricks,51.0,52.0,123.0,123.0,103.0,246.0,0.4146341463414634,0.42276422764227645,0.4186991869918699
Josgar05,22.0,26.0,58.0,64.0,48.0,122.0,0.3793103448275862,0.40625,0.39344262295081966
JoshWeinstein,2.0,3.0,11.0,7.0,5.0,18.0,0.18181818181818182,0.42857142857142855,0.2777777777777778
JoshuaGK27,3.0,2.0,5.0,6.0,5.0,11.0,0.6,0.3333333333333333,0.45454545454545453
Joshuachick,2.0,2.0,2.0,4.0,4.0,6.0,1.0,0.5,0.6666666666666666
Joshukid,11.0,8.0,16.0,19.0,19.0,35.0,0.6875,0.42105263157894735,0.5428571428571428
Jospem,332.0,292.0,455.0,430.0,624.0,885.0,0.7296703296703296,0.6790697674418604,0.7050847457627119
Journey_to_GrandMaster_YT,61.0,63.0,130.0,128.0,124.0,258.0,0.46923076923076923,0.4921875,0.4806201550387597
Joyromany15,6.0,8.0,28.0,31.0,14.0,59.0,0.21428571428571427,0.25806451612903225,0.23728813559322035
Juandiv_Chessmood,2.0,1.0,15.0,13.0,3.0,28.0,0.13333333333333333,0.07692307692307693,0.10714285714285714
Judomaster3,9.0,14.0,29.0,37.0,23.0,66.0,0.3103448275862069,0.3783783783783784,0.3484848484848485
JueIes,13.0,16.0,29.0,31.0,29.0,60.0,0.4482758620689655,0.5161290322580645,0.48333333333333334
Juicy_Fork,56.0,40.0,127.0,121.0,96.0,248.0,0.4409448818897638,0.3305785123966942,0.3870967741935484
JulAnt,2.0,1.0,7.0,6.0,3.0,13.0,0.2857142857142857,0.16666666666666666,0.23076923076923078
JulbeNn,9.0,9.0,22.0,16.0,18.0,38.0,0.4090909090909091,0.5625,0.47368421052631576
JuliaEfremova,8.0,3.0,15.0,15.0,11.0,30.0,0.5333333333333333,0.2,0.36666666666666664
JulianProleiko,5.0,3.0,9.0,7.0,8.0,16.0,0.5555555555555556,0.42857142857142855,0.5
Juliana_Figueira,14.0,9.0,57.0,62.0,23.0,119.0,0.24561403508771928,0.14516129032258066,0.19327731092436976
Julianos82,2.0,2.0,4.0,7.0,4.0,11.0,0.5,0.2857142857142857,0.36363636363636365
Jumbo,53.0,53.0,87.0,81.0,106.0,168.0,0.6091954022988506,0.654320987654321,0.6309523809523809
JuniorJumper,6.0,8.0,19.0,18.0,14.0,37.0,0.3157894736842105,0.4444444444444444,0.3783783783783784
JuniorMVL,2.0,1.0,4.0,3.0,3.0,7.0,0.5,0.3333333333333333,0.42857142857142855
JunjiCol,43.0,39.0,92.0,96.0,82.0,188.0,0.4673913043478261,0.40625,0.43617021276595747
Just_Lucky_1,22.0,19.0,50.0,56.0,41.0,106.0,0.44,0.3392857142857143,0.3867924528301887
JustinWang1234,3.0,1.0,3.0,4.0,4.0,7.0,1.0,0.25,0.5714285714285714
Juwen,8.0,10.0,19.0,18.0,18.0,37.0,0.42105263157894735,0.5555555555555556,0.4864864864864865
K-Nygren,2.0,3.0,5.0,4.0,5.0,9.0,0.4,0.75,0.5555555555555556
KATPAH,11.0,10.0,19.0,20.0,21.0,39.0,0.5789473684210527,0.5,0.5384615384615384
KChor05,25.0,38.0,66.0,68.0,63.0,134.0,0.3787878787878788,0.5588235294117647,0.4701492537313433
KHBR4,2.0,1.0,3.0,2.0,3.0,5.0,0.6666666666666666,0.5,0.6
KIEV-1,2.0,6.0,12.0,13.0,8.0,25.0,0.16666666666666666,0.46153846153846156,0.32
KINGOF2SOAP,2.0,1.0,16.0,20.0,3.0,36.0,0.125,0.05,0.08333333333333333
KINGoFattacK555,1.0,0.0,4.0,3.0,1.0,7.0,0.25,0.0,0.14285714285714285
KNVB,220.0,198.0,365.0,359.0,418.0,724.0,0.6027397260273972,0.5515320334261838,0.5773480662983426
KRSilva,2.0,2.0,9.0,6.0,4.0,15.0,0.2222222222222222,0.3333333333333333,0.26666666666666666
KSho99,12.0,7.0,35.0,34.0,19.0,69.0,0.34285714285714286,0.20588235294117646,0.2753623188405797
KVAIDAN,91.0,86.0,268.0,264.0,177.0,532.0,0.33955223880597013,0.32575757575757575,0.33270676691729323
K_A_S_T_O_R,206.0,160.0,305.0,293.0,366.0,598.0,0.6754098360655738,0.5460750853242321,0.6120401337792643
Kacparov,104.0,83.0,160.0,149.0,187.0,309.0,0.65,0.5570469798657718,0.6051779935275081
KacperKacprzak,18.0,22.0,36.0,34.0,40.0,70.0,0.5,0.6470588235294118,0.5714285714285714
KacperPolOK,19.0,16.0,38.0,37.0,35.0,75.0,0.5,0.43243243243243246,0.4666666666666667
KafkaesqueKnight,3.0,3.0,7.0,11.0,6.0,18.0,0.42857142857142855,0.2727272727272727,0.3333333333333333
Kaissa10,6.0,13.0,30.0,34.0,19.0,64.0,0.2,0.38235294117647056,0.296875
Kamikazeheinz2,3.0,1.0,5.0,5.0,4.0,10.0,0.6,0.2,0.4
KamilGrycel,9.0,14.0,29.0,28.0,23.0,57.0,0.3103448275862069,0.5,0.40350877192982454
KamilaHryshchenko,6.0,9.0,22.0,19.0,15.0,41.0,0.2727272727272727,0.47368421052631576,0.36585365853658536
Kamilek84,4.0,4.0,7.0,6.0,8.0,13.0,0.5714285714285714,0.6666666666666666,0.6153846153846154
Kampkatten,4.0,4.0,6.0,5.0,8.0,11.0,0.6666666666666666,0.8,0.7272727272727273
KanalSzachowy,23.0,15.0,77.0,66.0,38.0,143.0,0.2987012987012987,0.22727272727272727,0.26573426573426573
KantorGergely,2.0,3.0,5.0,5.0,5.0,10.0,0.4,0.6,0.5
Kapibara_Warri0r,7.0,7.0,15.0,14.0,14.0,29.0,0.4666666666666667,0.5,0.4827586206896552
Kapitan_Bayan,12.0,10.0,34.0,31.0,22.0,65.0,0.35294117647058826,0.3225806451612903,0.3384615384615385
Karacsonyi_Gellert,16.0,13.0,26.0,35.0,29.0,61.0,0.6153846153846154,0.37142857142857144,0.47540983606557374
Karateloru,14.0,10.0,22.0,25.0,24.0,47.0,0.6363636363636364,0.4,0.5106382978723404
Kargan90,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Karina_Ivanova,4.0,3.0,22.0,21.0,7.0,43.0,0.18181818181818182,0.14285714285714285,0.16279069767441862
KarlEmilElmer,20.0,11.0,66.0,67.0,31.0,133.0,0.30303030303030304,0.16417910447761194,0.23308270676691728
KarolKacprzak,18.0,21.0,40.0,37.0,39.0,77.0,0.45,0.5675675675675675,0.5064935064935064
KarpovVadim,2.0,1.0,6.0,5.0,3.0,11.0,0.3333333333333333,0.2,0.2727272727272727
Karpovs_Maid,4.0,2.0,6.0,5.0,6.0,11.0,0.6666666666666666,0.4,0.5454545454545454
KarstenHansch,5.0,10.0,16.0,18.0,15.0,34.0,0.3125,0.5555555555555556,0.4411764705882353
KarstenSchulz,62.0,31.0,115.0,108.0,93.0,223.0,0.5391304347826087,0.28703703703703703,0.4170403587443946
KashishMJain,20.0,18.0,41.0,44.0,38.0,85.0,0.4878048780487805,0.4090909090909091,0.4470588235294118
Kaslask,2.0,3.0,4.0,4.0,5.0,8.0,0.5,0.75,0.625
Kassimov_B,1.0,1.0,2.0,3.0,2.0,5.0,0.5,0.3333333333333333,0.4
KatakuriDono,36.0,25.0,95.0,95.0,61.0,190.0,0.37894736842105264,0.2631578947368421,0.32105263157894737
Kate1606,5.0,2.0,11.0,10.0,7.0,21.0,0.45454545454545453,0.2,0.3333333333333333
KaterynaLagno,15.0,15.0,28.0,27.0,30.0,55.0,0.5357142857142857,0.5555555555555556,0.5454545454545454
Kaua18,13.0,15.0,34.0,35.0,28.0,69.0,0.38235294117647056,0.42857142857142855,0.4057971014492754
