username,white_wins,black_wins,white_games,black_games,total_wins,total_games,win_proportion_white,win_proportion_black,win_proportion
Kaustubh_Kodihalli,15.0,20.0,47.0,48.0,35.0,95.0,0.3191489361702128,0.4166666666666667,0.3684210526315789
Kavyev_Ruslan,22.0,21.0,60.0,63.0,43.0,123.0,0.36666666666666664,0.3333333333333333,0.34959349593495936
KazakhFighter04,2.0,2.0,4.0,2.0,4.0,6.0,0.5,1.0,0.6666666666666666
Kazan28,32.0,23.0,50.0,54.0,55.0,104.0,0.64,0.42592592592592593,0.5288461538461539
Kazancev_Valerij_M,3.0,1.0,4.0,6.0,4.0,10.0,0.75,0.16666666666666666,0.4
Kazmin_Dmitrij,3.0,1.0,6.0,8.0,4.0,14.0,0.5,0.125,0.2857142857142857
Kazmin_Semyon,34.0,28.0,61.0,66.0,62.0,127.0,0.5573770491803278,0.42424242424242425,0.4881889763779528
KbzasDavid16,11.0,6.0,15.0,16.0,17.0,31.0,0.7333333333333333,0.375,0.5483870967741935
Keaton87,42.0,30.0,71.0,72.0,72.0,143.0,0.5915492957746479,0.4166666666666667,0.5034965034965035
Keeper0416,20.0,16.0,40.0,40.0,36.0,80.0,0.5,0.4,0.45
Keithonsky,57.0,42.0,95.0,92.0,99.0,187.0,0.6,0.45652173913043476,0.5294117647058824
KejJaj,6.0,4.0,21.0,24.0,10.0,45.0,0.2857142857142857,0.16666666666666666,0.2222222222222222
Keranke,22.0,21.0,32.0,33.0,43.0,65.0,0.6875,0.6363636363636364,0.6615384615384615
KerryStead,4.0,2.0,10.0,13.0,6.0,23.0,0.4,0.15384615384615385,0.2608695652173913
KeruKinetik,1.0,1.0,2.0,1.0,2.0,3.0,0.5,1.0,0.6666666666666666
KetiTsatsalashvili,40.0,37.0,93.0,97.0,77.0,190.0,0.43010752688172044,0.38144329896907214,0.4052631578947368
KeturiSunys,20.0,24.0,42.0,46.0,44.0,88.0,0.47619047619047616,0.5217391304347826,0.5
Keures,2.0,1.0,10.0,4.0,3.0,14.0,0.2,0.25,0.21428571428571427
Kev4444444444,12.0,12.0,28.0,28.0,24.0,56.0,0.42857142857142855,0.42857142857142855,0.42857142857142855
KevinGeorgeMicheal,106.0,79.0,202.0,195.0,185.0,397.0,0.5247524752475248,0.40512820512820513,0.4659949622166247
Kezin_Roman,6.0,5.0,11.0,10.0,11.0,21.0,0.5454545454545454,0.5,0.5238095238095238
Kgli1m,6.0,3.0,19.0,24.0,9.0,43.0,0.3157894736842105,0.125,0.20930232558139536
Kgutierrez95,3.0,5.0,14.0,18.0,8.0,32.0,0.21428571428571427,0.2777777777777778,0.25
KhBegmuratov,30.0,24.0,42.0,37.0,54.0,79.0,0.7142857142857143,0.6486486486486487,0.6835443037974683
KhalilMousavi98,4.0,4.0,6.0,6.0,8.0,12.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
Khamrakulov_Djurabek,1.0,1.0,3.0,4.0,2.0,7.0,0.3333333333333333,0.25,0.2857142857142857
KhamzinOlzhas,24.0,17.0,60.0,61.0,41.0,121.0,0.4,0.2786885245901639,0.33884297520661155
KhandakerAminul,4.0,5.0,11.0,16.0,9.0,27.0,0.36363636363636365,0.3125,0.3333333333333333
KhazhatulyAlikhan,19.0,18.0,47.0,49.0,37.0,96.0,0.40425531914893614,0.3673469387755102,0.3854166666666667
Khromkin,9.0,7.0,24.0,26.0,16.0,50.0,0.375,0.2692307692307692,0.32
KhungThep,1.0,2.0,4.0,5.0,3.0,9.0,0.25,0.4,0.3333333333333333
Khusenkhojaev,9.0,4.0,15.0,9.0,13.0,24.0,0.6,0.4444444444444444,0.5416666666666666
Kian_msh,2.0,0.0,4.0,3.0,2.0,7.0,0.5,0.0,0.2857142857142857
Kiborg95,116.0,116.0,190.0,190.0,232.0,380.0,0.6105263157894737,0.6105263157894737,0.6105263157894737
Kielinkei,53.0,53.0,118.0,124.0,106.0,242.0,0.4491525423728814,0.4274193548387097,0.4380165289256198
Kildepiotr,123.0,113.0,213.0,202.0,236.0,415.0,0.5774647887323944,0.5594059405940595,0.5686746987951807
KillerRook,1.0,1.0,1.0,3.0,2.0,4.0,1.0,0.3333333333333333,0.5
Killer_London,2.0,1.0,5.0,6.0,3.0,11.0,0.4,0.16666666666666666,0.2727272727272727
Killertoy,1.0,2.0,3.0,5.0,3.0,8.0,0.3333333333333333,0.4,0.375
KimKahre,2.0,2.0,8.0,7.0,4.0,15.0,0.25,0.2857142857142857,0.26666666666666666
Kimkibo,20.0,18.0,50.0,44.0,38.0,94.0,0.4,0.4090909090909091,0.40425531914893614
Kimmich_Mindset,36.0,45.0,119.0,128.0,81.0,247.0,0.3025210084033613,0.3515625,0.32793522267206476
KinKaiser,10.0,5.0,24.0,20.0,15.0,44.0,0.4166666666666667,0.25,0.3409090909090909
KingCrusher275,2.0,2.0,7.0,7.0,4.0,14.0,0.2857142857142857,0.2857142857142857,0.2857142857142857
KingCyber19,25.0,23.0,54.0,50.0,48.0,104.0,0.46296296296296297,0.46,0.46153846153846156
KingHomelander,18.0,12.0,56.0,60.0,30.0,116.0,0.32142857142857145,0.2,0.25862068965517243
King_Deded4d5,31.0,35.0,89.0,86.0,66.0,175.0,0.34831460674157305,0.4069767441860465,0.37714285714285717
Kingstar70,5.0,6.0,17.0,15.0,11.0,32.0,0.29411764705882354,0.4,0.34375
Kingswhite2008,32.0,36.0,72.0,71.0,68.0,143.0,0.4444444444444444,0.5070422535211268,0.4755244755244755
Kira170,18.0,15.0,32.0,31.0,33.0,63.0,0.5625,0.4838709677419355,0.5238095238095238
KirbyDownA,10.0,9.0,31.0,28.0,19.0,59.0,0.3225806451612903,0.32142857142857145,0.3220338983050847
Kirill_2008GM,9.0,4.0,18.0,13.0,13.0,31.0,0.5,0.3076923076923077,0.41935483870967744
Kirill_Klukin,220.0,196.0,348.0,350.0,416.0,698.0,0.632183908045977,0.56,0.5959885386819485
Kirill_Kopenkin,13.0,13.0,27.0,28.0,26.0,55.0,0.48148148148148145,0.4642857142857143,0.4727272727272727
Kirillov_Andrey,7.0,7.0,22.0,18.0,14.0,40.0,0.3181818181818182,0.3888888888888889,0.35
Kislov_Oleg,6.0,7.0,21.0,19.0,13.0,40.0,0.2857142857142857,0.3684210526315789,0.325
Klassimo18,2.0,2.0,4.0,5.0,4.0,9.0,0.5,0.4,0.4444444444444444
Klavdia_Nik,4.0,5.0,20.0,25.0,9.0,45.0,0.2,0.2,0.2
Klendi,25.0,21.0,82.0,89.0,46.0,171.0,0.3048780487804878,0.23595505617977527,0.26900584795321636
Kleyton_Lima,3.0,4.0,13.0,10.0,7.0,23.0,0.23076923076923078,0.4,0.30434782608695654
Knetterbernd69,2.0,3.0,12.0,12.0,5.0,24.0,0.16666666666666666,0.25,0.20833333333333334
KnightDuta,80.0,58.0,125.0,116.0,138.0,241.0,0.64,0.5,0.5726141078838174
KnightmareJoker,15.0,9.0,39.0,54.0,24.0,93.0,0.38461538461538464,0.16666666666666666,0.25806451612903225
Knjazj,11.0,6.0,35.0,30.0,17.0,65.0,0.3142857142857143,0.2,0.26153846153846155
Koalaskakistis,44.0,41.0,86.0,83.0,85.0,169.0,0.5116279069767442,0.4939759036144578,0.5029585798816568
Koanzhao,2.0,3.0,5.0,6.0,5.0,11.0,0.4,0.5,0.45454545454545453
Kobalia,78.0,62.0,120.0,116.0,140.0,236.0,0.65,0.5344827586206896,0.5932203389830508
KogotBobra17,85.0,85.0,152.0,154.0,170.0,306.0,0.5592105263157895,0.551948051948052,0.5555555555555556
Koksal06,24.0,22.0,46.0,47.0,46.0,93.0,0.5217391304347826,0.46808510638297873,0.4946236559139785
Kolle05,7.0,5.0,14.0,14.0,12.0,28.0,0.5,0.35714285714285715,0.42857142857142855
Komal_Kishore_Pothuri,9.0,6.0,23.0,25.0,15.0,48.0,0.391304347826087,0.24,0.3125
Kombinator01,55.0,43.0,123.0,122.0,98.0,245.0,0.44715447154471544,0.3524590163934426,0.4
Konavets,60.0,43.0,73.0,66.0,103.0,139.0,0.821917808219178,0.6515151515151515,0.7410071942446043
KoningKobe,7.0,8.0,21.0,20.0,15.0,41.0,0.3333333333333333,0.4,0.36585365853658536
KononenkoD,65.0,55.0,136.0,126.0,120.0,262.0,0.47794117647058826,0.4365079365079365,0.4580152671755725
KonstantinVshivkov,18.0,9.0,39.0,40.0,27.0,79.0,0.46153846153846156,0.225,0.34177215189873417
Kopfverletzung,1.0,0.0,2.0,3.0,1.0,5.0,0.5,0.0,0.2
Kopytkin,35.0,25.0,96.0,97.0,60.0,193.0,0.3645833333333333,0.25773195876288657,0.31088082901554404
Korchmar_Vasiliy,211.0,175.0,362.0,351.0,386.0,713.0,0.5828729281767956,0.4985754985754986,0.541374474053296
KorolDimitriy75,143.0,138.0,414.0,407.0,281.0,821.0,0.34541062801932365,0.33906633906633904,0.34226552984165654
Korona_91,6.0,1.0,6.0,7.0,7.0,13.0,1.0,0.14285714285714285,0.5384615384615384
Kors67,25.0,19.0,56.0,60.0,44.0,116.0,0.44642857142857145,0.31666666666666665,0.3793103448275862
Kosak12,76.0,75.0,119.0,117.0,151.0,236.0,0.6386554621848739,0.6410256410256411,0.6398305084745762
KoshkaMatrioshka,43.0,50.0,108.0,113.0,93.0,221.0,0.39814814814814814,0.4424778761061947,0.42081447963800905
Kostina_Nadezhda,9.0,5.0,39.0,37.0,14.0,76.0,0.23076923076923078,0.13513513513513514,0.18421052631578946
Kostukov_Alex,107.0,91.0,291.0,310.0,198.0,601.0,0.36769759450171824,0.29354838709677417,0.32945091514143093
Kostya0705,53.0,37.0,94.0,102.0,90.0,196.0,0.5638297872340425,0.3627450980392157,0.45918367346938777
Kostya26,2.0,2.0,4.0,4.0,4.0,8.0,0.5,0.5,0.5
Kostya_Nikologorskiy,4.0,4.0,10.0,9.0,8.0,19.0,0.4,0.4444444444444444,0.42105263157894735
Kotlyar_K,41.0,42.0,92.0,98.0,83.0,190.0,0.44565217391304346,0.42857142857142855,0.4368421052631579
Kotofeyca,100.0,100.0,239.0,245.0,200.0,484.0,0.41841004184100417,0.40816326530612246,0.4132231404958678
Kowarenai,17.0,11.0,31.0,30.0,28.0,61.0,0.5483870967741935,0.36666666666666664,0.45901639344262296
Kozlov_Roman,5.0,5.0,13.0,16.0,10.0,29.0,0.38461538461538464,0.3125,0.3448275862068966
Kozok,3.0,3.0,14.0,14.0,6.0,28.0,0.21428571428571427,0.21428571428571427,0.21428571428571427
Krakozia,2.0,1.0,2.0,2.0,3.0,4.0,1.0,0.5,0.75
Kratos031,8.0,10.0,27.0,31.0,18.0,58.0,0.2962962962962963,0.3225806451612903,0.3103448275862069
Kretinovich,22.0,16.0,37.0,36.0,38.0,73.0,0.5945945945945946,0.4444444444444444,0.5205479452054794
Kristof_08,3.0,4.0,9.0,8.0,7.0,17.0,0.3333333333333333,0.5,0.4117647058823529
Krlence,9.0,1.0,11.0,11.0,10.0,22.0,0.8181818181818182,0.09090909090909091,0.45454545454545453
KrolPawelTV,9.0,6.0,11.0,11.0,15.0,22.0,0.8181818181818182,0.5454545454545454,0.6818181818181818
Kshetrapala_of_Chess,4.0,1.0,7.0,7.0,5.0,14.0,0.5714285714285714,0.14285714285714285,0.35714285714285715
KuKu33Riya,3.0,2.0,8.0,9.0,5.0,17.0,0.375,0.2222222222222222,0.29411764705882354
KuanDan,15.0,15.0,34.0,40.0,30.0,74.0,0.4411764705882353,0.375,0.40540540540540543
KubaGepard,36.0,27.0,67.0,60.0,63.0,127.0,0.5373134328358209,0.45,0.49606299212598426
Kubas1010,7.0,5.0,11.0,11.0,12.0,22.0,0.6363636363636364,0.45454545454545453,0.5454545454545454
Kumareshayyachamy,21.0,24.0,45.0,55.0,45.0,100.0,0.4666666666666667,0.43636363636363634,0.45
Kumi29,17.0,25.0,45.0,49.0,42.0,94.0,0.37777777777777777,0.5102040816326531,0.44680851063829785
Kunalm64,36.0,41.0,72.0,80.0,77.0,152.0,0.5,0.5125,0.506578947368421
Kushch_Nikolai,11.0,15.0,40.0,41.0,26.0,81.0,0.275,0.36585365853658536,0.32098765432098764
Kutyapofa,1.0,3.0,8.0,11.0,4.0,19.0,0.125,0.2727272727272727,0.21052631578947367
KuybokarovTemur,13.0,13.0,22.0,22.0,26.0,44.0,0.5909090909090909,0.5909090909090909,0.5909090909090909
