Player Name,CON Score,PageRank,Elo
MagnusCarlsen,0.7367798796216681,0.41394805533710183,1.0
lupta_robin,0.021012467755803954,0.07524944530748397,0.8016903108964685
Macron20hTF1,0.017841788478073946,0.027335734801884063,0.7739209175973438
Oleksandr_Bortnyk,0.9356728288907996,0.8644084160934911,0.9390280712345307
mishanick,0.9155202063628547,0.8074360589845169,0.9169936613341383
Lady_Nika,0.01101676698194325,0.05907982377267977,0.7666767280410504
Shield12,0.2513435081685297,0.4236446020191373,0.891035315424087
noblerone,0.0,0.04609106751944116,0.7666767280410504
MITerryble,0.5967325881341359,0.6824333210875206,0.9088439480833082
Itay121,0.0,0.08651682253181213,0.7633564744944159
Silent-Killer100,0.008867153912295787,0.03798913634876806,0.7872019317838816
wonderfultime,0.641444539982803,0.5458425091310536,0.9305765167521883
Robert_Chessmood,0.024720550300945828,0.03902741877368932,0.9070329006942348
Schattman,0.0,0.05818850853097276,0.7618472683368548
Prizant_academy,0.21651977644024076,0.2638255302697664,0.9607606399034108
DanylaBagrov,0.00661006018916595,0.043171100328230363,0.7796559009960761
Skatchkov_V,0.0011285468615649184,0.07631924984606878,0.8457591306972533
Polish_fighter3000,0.7928310404127257,0.5112282168364415,0.9227286447328705
Bykov_Egor,0.012199054170249355,0.09811829307866583,0.8110473890733474
DenLaz,0.6209157351676698,0.6441026476177881,0.936915182613945
GlavkonVVS,0.020958727429062768,0.10541175005850155,0.8071234530636885
Firouzja2003,0.7725171969045572,0.37464767042607033,0.9622698460609719
xasid81,0.014456147893379193,0.1271852115474007,0.8047087232115907
Jospem,1.0,0.8223000687316968,0.9363115001509206
Zavgorodniy_Sergiy,0.025956577815993122,0.062105883460350106,0.7814669483851494
Yeritsyaan,0.02310834049871023,0.05571968644589144,0.8025958345910051
Msb2,0.8503331900257953,0.8780704713821393,0.9393299124660429
Baku_Boulevard,0.15299871023215822,0.08158623908977088,0.9465741020223363
manitodeplomo,0.008114789337919174,0.16254357399995165,0.7923332327195894
krstulov_alex,0.00456792777300086,0.0562347008208536,0.7920313914880772
Azerichess,0.12731083404987104,0.16284917667429052,0.9145789314820404
Mikasinski,0.04299226139294927,0.10922146140626648,0.8019921521279807
Rud_Makarian,0.63451203783319,0.8122751406163181,0.9094476305463326
NelsonLinda,0.010855546001719691,0.048423280846796646,0.8155750075460307
shimastream,0.43250214961306965,0.6288156043848535,0.9130697253244793
Ginger_GM,0.017949269131556318,0.11574566040303315,0.8028976758225174
Sanan_Sjugirov,0.42363499570077384,0.7889561180809905,0.8846966495623302
Alexei_Gubajdullin,0.07840713671539123,0.14235784007323635,0.8270449743434953
profedechess93,0.009673258813413585,0.0677400397287443,0.7941442801086629
Sina_Movahed,0.2628976784178848,0.358651292374625,0.9188047087232116
yaguigor,0.0,0.06982639950698229,0.786296408089345
Aslanov_Umid,0.0035468615649183145,0.046788228818588774,0.809236341684274
Beca95,0.3802665520206363,0.33284917960122545,0.9025052822215515
edgarhay012,0.012037833190025795,0.13803941625508284,0.8216118321762753
yosephtaher,0.06760533104041272,0.12124998288283656,0.8849984907938424
slorovel,0.0,0.06240239275631348,0.7974645336552973
Dixit_Nikhil,0.005588993981083405,0.04334151646677998,0.8155750075460307
FGHSMN,0.18094368013757522,0.2778208325732257,0.8623603984304256
Durarbayli,0.40917884780739466,0.7256038220839272,0.8828856021732568
Djager97,0.025257953568357694,0.05591715079491073,0.7570178086326592
Hikaru,0.967164660361135,0.38983474610981106,0.9888318744340477
chessdjw,0.05777085124677558,0.11577343112352138,0.8228191971023242
Mops_2004,0.088134135855546,0.32289305480339187,0.8330817989737398
CSB7,0.0757201203783319,0.1338958878917056,0.8370057349833987
Aradhya2000,0.07426913155631987,0.12715938384970077,0.8412315122245698
blitzking1729,0.09925838349097163,0.1375141783823495,0.8517959553274977
KogotBobra17,0.033157781599312125,0.1191410696466448,0.8563235738001811
Makswolf200817,0.09426053310404127,0.23256638664581508,0.8330817989737398
Rodalquilar,0.1402085124677558,0.3089278372732545,0.8385149411409598
TheBigBoss04,0.0316530524505589,0.08186031209740828,0.8288560217325687
Anton_Demchenko,0.2800408426483233,0.3932113308771351,0.8747358889224268
ValentinDragnev,0.01622957867583835,0.04657892866776996,0.830667069121642
Harry_Rakkel,0.03514617368873603,0.11395896187239893,0.8237247207968609
wqws,0.04009028374892519,0.1220808529615131,0.8680953818291579
Korchmar_Vasiliy,0.14047721410146174,0.23809044020873155,0.8182915786296409
SAInt_666,0.016659501289767842,0.054157091812835734,0.8421370359191066
LiamPutnam2008,0.00661006018916595,0.07435984565002653,0.913975249019016
Sl4werThanYou,0.016122098022355976,0.1081967953971191,0.8240265620283731
Incognito_Knight,0.037564488392089423,0.08034915084519412,0.8508904316329611
Mikhail_Bryakin,0.07088349097162511,0.2007152716468129,0.8729248415333535
XDPS,0.06841143594153053,0.18103530957355818,0.8487775430123755
Hamisandwich,0.01886285468615649,0.1267916006117013,0.8370057349833987
eljanov,0.18481298366294066,0.252452234044019,0.8638696045879867
MetiForce,0.0909823731728289,0.1056444938926464,0.8961666163597948
FairChess_on_YouTube,0.9270206362854686,0.8231698403517625,0.9248415333534561
Kiborg95,0.14036973344797937,0.2954781322330472,0.8569272562632055
superchess02,0.07684866723989682,0.14961840910177265,0.8949592514337459
maciek_92,0.12048581255374033,0.13915054650807182,0.8768487775430124
BardArtem,0.12349527085124677,0.3195085130003093,0.8530033202535466
GOGIEFF,0.25591143594153054,0.2176804323578214,0.9145789314820404
onyshchuk_v,0.07029234737747206,0.18829139601810693,0.869604587986719
Nemegejas,0.030524505588993982,0.10998773637427273,0.8792635073951102
MyDream003,0.08840283748925193,0.21208803440326882,0.8883187443404769
AlexeiShirov,0.13607050730868445,0.38473400099671223,0.8517959553274977
vovachesss,0.021012467755803954,0.10550983092423814,0.8481738605493511
KNVB,0.1326848667239897,0.24400576126005008,0.8493812254754
Lukianoo,0.028536113499570078,0.11798181849978184,0.8846966495623302
stollenmonster,0.15595442820292346,0.3612313636478679,0.881678237247208
KuzubovYuriy,0.18803740326741186,0.4179333848697048,0.8973739812858437
Radzio1987,0.01966895958727429,0.08324044537229533,0.8747358889224268
lilleper1,0.05895313843508169,0.12336784520318825,0.8729248415333535
viviania,0.029503439380911437,0.05395397126383489,0.8765469363115002
Alexander_Donchenko,0.12639724849527084,0.11365236235842603,0.8762450950799879
Andrey_Klymchuk,0.03068572656921754,0.08386441891118333,0.8342891638997887
promen1999,0.04691530524505589,0.03974011954497745,0.8765469363115002
vladislavkovalev,0.29143379191745483,0.3206320398783547,0.8677935405976457
GoltsevDmitry2000,0.09108985382631127,0.3725020344185664,0.8457591306972533
ELECTRODYNAMIC_DRACULA,0.045894239036973344,0.22720597174500812,0.8705101116812557
Byniolus,0.21743336199484092,0.4028266245787278,0.8578327799577422
artin10862,0.28826311263972487,0.4231460743881618,0.8934500452761848
Suleyman_Chess06,0.02660146173688736,0.09851162107721224,0.8276486568065198
GMKrikor,0.1855116079105761,0.3222368356222578,0.8623603984304256
ViIIagra,0.24467970765262254,0.16878470029413978,0.8883187443404769
Yaacovn,0.06792777300085985,0.2566993129946734,0.8904316329610625
JiaHaoxiang,0.007684866723989682,0.049434509291746205,0.8013884696649562
Rurep26,0.029825881341358555,0.03382290048749637,0.8031995170540296
only_strong_moves,0.018916595012897677,0.1422607912606439,0.8318744340476909
MarkusRagger,0.040036543422184004,0.1523195841719573,0.8584364624207667
ilqar_74,0.0264402407566638,0.15395329281738046,0.8599456685783278
RobertoJBM,0.061210232158211524,0.11023172737678864,0.8677935405976457
bascheyaro,0.12677343078245915,0.15321051366417235,0.8499849079384244
sokidze,0.09753869303525366,0.14867085393773163,0.8804708723211591
Elegance_Riks,0.0011285468615649184,0.048423381188120236,0.8243284032598853
A-Fier,0.043153482373172826,0.07663650535308467,0.8418351946875944
Bauman_Guy,0.26784178847807394,0.3491949300645172,0.8774524600060368
TigrVShlyape,0.5858770421324162,1.0,0.8650769695140356
rezamahdavi2008,0.19566852966466036,0.3366925816694017,0.907334741925747
stolencandy13,0.003654342218400688,0.04192977976357768,0.8210081497132509
Vahe_Danielyan,0.04138005159071367,0.05828697752119234,0.8188952610926653
moro182,0.1546109200343938,0.3561741401379683,0.8756414126169635
temus_galaktionov,0.0817390369733448,0.3301014714652584,0.8611530335043767
jcibarra,0.5305782459157352,0.8958457725039006,0.896468457591307
scarabee43,0.17938521066208082,0.23303747274616135,0.8780561424690613
Witik,0.0949591573516767,0.1665640973052885,0.8536070027165711
Iball95,0.14676483233018056,0.25412046728494647,0.8493812254754
Zhigalko_Sergei,0.6131771281169389,0.9696563620582119,0.8789616661635979
